country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Mecklenburg-Vorpommern,999,62.0622175283831,20,2020-08-26T22:00:00
DE,Bremen,1944,284.632481485711,56,2020-08-26T22:00:00
DE,Sachsen-Anhalt,2209,100.030747341532,65,2020-08-26T22:00:00
DE,Saarland,3095,312.465611115093,174,2020-08-26T22:00:00
DE,Thüringen,3585,167.277529051931,186,2020-08-26T22:00:00
DE,Brandenburg,3839,152.831482887372,169,2020-08-26T22:00:00
DE,Schleswig-Holstein,3981,137.431681161261,160,2020-08-26T22:00:00
DE,Sachsen,5866,143.84724432967,225,2020-08-26T22:00:00
DE,Hamburg,6137,333.319030903568,266,2020-08-26T22:00:00
DE,Rheinland-Pfalz,8842,216.45869462824,243,2020-08-26T22:00:00
DE,Berlin,10934,299.986885519364,226,2020-08-26T22:00:00
DE,Hessen,15105,241.070227324197,529,2020-08-26T22:00:00
DE,Niedersachsen,16419,205.688781185922,661,2020-08-26T22:00:00
DE,Baden-Württemberg,40964,370.060778535102,1863,2020-08-26T22:00:00
DE,Bayern,56191,429.702522520745,2635,2020-08-26T22:00:00
DE,Nordrhein-Westfalen,57826,322.462083269228,1807,2020-08-26T22:00:00
