country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,38524,5664.2112537309,546,2021-11-24T23:00:00
DE,Saarland,58476,5942.73728113367,1104,2021-11-24T23:00:00
DE,Mecklenburg-Vorpommern,66184,4108.83215149984,1310,2021-11-24T23:00:00
DE,Schleswig-Holstein,93714,3219.44432515996,1780,2021-11-24T23:00:00
DE,Hamburg,110521,5966.11673660902,1882,2021-11-24T23:00:00
DE,Sachsen-Anhalt,144285,6616.50197827837,3749,2021-11-24T23:00:00
DE,Brandenburg,164885,6514.43598381871,4058,2021-11-24T23:00:00
DE,Thüringen,197015,9292.12158829414,4878,2021-11-24T23:00:00
DE,Rheinland-Pfalz,223103,5443.67289504589,4247,2021-11-24T23:00:00
DE,Berlin,265024,7233.01405424761,3795,2021-11-24T23:00:00
DE,Niedersachsen,363471,4541.44546438329,6293,2021-11-24T23:00:00
DE,Hessen,401216,6375.43591019702,8088,2021-11-24T23:00:00
DE,Sachsen,451381,11126.1415928898,10765,2021-11-24T23:00:00
DE,Baden-Württemberg,785416,7073.88055688877,11586,2021-11-24T23:00:00
DE,Bayern,1073658,8170.79944777025,17236,2021-11-24T23:00:00
DE,Nordrhein-Westfalen,1136883,6342.24183666126,18802,2021-11-24T23:00:00
