country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,27501,4037.12848758518,488,2021-07-07T22:00:00
DE,Saarland,41591,4214.36294124859,1027,2021-07-07T22:00:00
DE,Mecklenburg-Vorpommern,44166,2746.40609201449,1161,2021-07-07T22:00:00
DE,Schleswig-Holstein,64016,2204.58004120846,1623,2021-07-07T22:00:00
DE,Hamburg,77542,4197.69246551501,1597,2021-07-07T22:00:00
DE,Sachsen-Anhalt,99271,4523.04602461657,3428,2021-07-07T22:00:00
DE,Brandenburg,108758,4312.55410122476,3811,2021-07-07T22:00:00
DE,Thüringen,128827,6038.63919099194,4345,2021-07-07T22:00:00
DE,Rheinland-Pfalz,155483,3797.91607177796,3894,2021-07-07T22:00:00
DE,Berlin,180429,4917.00347541389,3563,2021-07-07T22:00:00
DE,Niedersachsen,261437,3270.57568997629,5791,2021-07-07T22:00:00
DE,Sachsen,285971,7022.91347359792,10098,2021-07-07T22:00:00
DE,Hessen,291440,4634.80108395567,7549,2021-07-07T22:00:00
DE,Baden-Württemberg,501287,4515.93880361364,10292,2021-07-07T22:00:00
DE,Bayern,648417,4940.41899658637,15284,2021-07-07T22:00:00
DE,Nordrhein-Westfalen,817383,4554.37084103439,17190,2021-07-07T22:00:00
