country,nuts_1,cases,datetime
DE,Baden-Württemberg,26,2020-03-03T10:00:00
DE,Bayern,35,2020-03-03T10:00:00
DE,Berlin,3,2020-03-03T10:00:00
DE,Brandenburg,1,2020-03-03T10:00:00
DE,Bremen,1,2020-03-03T10:00:00
DE,Hamburg,2,2020-03-03T10:00:00
DE,Hessen,10,2020-03-03T10:00:00
DE,Niedersachsen,1,2020-03-03T10:00:00
DE,Nordrhein-Westfalen,101,2020-03-03T10:00:00
DE,Rheinland-Pfalz,2,2020-03-03T10:00:00
DE,Sachsen,1,2020-03-03T10:00:00
DE,Schleswig-Holstein,2,2020-03-03T10:00:00
DE,Thüringen,1,2020-03-03T10:00:00
DE,Repatriierte,2,2020-03-03T10:00:00
