country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,304841,45063.95767396,1010,2023-04-29T22:00:00
DE,Saarland,495331,50423.1697931894,2196,2023-04-29T22:00:00
DE,Mecklenburg-Vorpommern,716393,44464.4231485389,2827,2023-04-29T22:00:00
DE,Hamburg,810436,43714.3697055183,3722,2023-04-29T22:00:00
DE,Thüringen,887986,42107.334615857,8403,2023-04-29T22:00:00
DE,Sachsen-Anhalt,966294,44545.0115777182,6399,2023-04-29T22:00:00
DE,Brandenburg,1119620,44116.5576775467,6636,2023-04-29T22:00:00
DE,Schleswig-Holstein,1180803,40410.7111384135,3582,2023-04-29T22:00:00
DE,Berlin,1439681,39148.6597314677,5755,2023-04-29T22:00:00
DE,Rheinland-Pfalz,1776946,43271.7031719341,7176,2023-04-29T22:00:00
DE,Sachsen,1965429,48613.1097634876,16976,2023-04-29T22:00:00
DE,Hessen,2939039,46688.3409528521,12759,2023-04-29T22:00:00
DE,Niedersachsen,3877571,48306.4161581038,14213,2023-04-29T22:00:00
DE,Baden-Württemberg,5077248,45639.6529434385,19665,2023-04-29T22:00:00
DE,Bayern,6762601,51321.2919886326,29419,2023-04-29T22:00:00
DE,Nordrhein-Westfalen,8083448,45096.9732029032,32306,2023-04-29T22:00:00
