country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,165674,24359.166629909,726,2022-04-09T22:00:00
DE,Saarland,271932,27635.618618463,1566,2022-04-09T22:00:00
DE,Mecklenburg-Vorpommern,431390,26781.5348397727,2066,2022-04-09T22:00:00
DE,Hamburg,481817,26009.3237274613,2437,2022-04-09T22:00:00
DE,Schleswig-Holstein,557350,19147.1636535406,2340,2022-04-09T22:00:00
DE,Sachsen-Anhalt,641289,29407.69960251,5106,2022-04-09T22:00:00
DE,Thüringen,646460,30489.987675906,6929,2022-04-09T22:00:00
DE,Brandenburg,716821,28320.8570601141,5469,2022-04-09T22:00:00
DE,Berlin,945381,25801.2635067717,4407,2022-04-09T22:00:00
DE,Rheinland-Pfalz,963444,23507.8595478079,5354,2022-04-09T22:00:00
DE,Sachsen,1385057,34140.4274797193,14944,2022-04-09T22:00:00
DE,Hessen,1547023,24582.6337636104,9709,2022-04-09T22:00:00
DE,Niedersachsen,1866629,23322.8890495702,8312,2022-04-09T22:00:00
DE,Baden-Württemberg,3213780,28945.0378603415,15368,2022-04-09T22:00:00
DE,Bayern,4295286,32688.174890715,22948,2022-04-09T22:00:00
DE,Nordrhein-Westfalen,4517864,25203.460754665,24034,2022-04-09T22:00:00
