country,nuts_1,cases,deaths,datetime
DE,Saarland,40,0,2020-03-14T15:00:00
DE,Mecklenburg-Vorpommern,45,0,2020-03-14T15:00:00
DE,Sachsen-Anhalt,45,0,2020-03-14T15:00:00
DE,Thüringen,46,0,2020-03-14T15:00:00
DE,Bremen,50,0,2020-03-14T15:00:00
DE,Schleswig-Holstein,60,0,2020-03-14T15:00:00
DE,Brandenburg,61,0,2020-03-14T15:00:00
DE,Sachsen,93,0,2020-03-14T15:00:00
DE,Rheinland-Pfalz,121,0,2020-03-14T15:00:00
DE,Hamburg,158,0,2020-03-14T15:00:00
DE,Hessen,203,0,2020-03-14T15:00:00
DE,Berlin,216,0,2020-03-14T15:00:00
DE,Niedersachsen,253,0,2020-03-14T15:00:00
DE,Baden-Württemberg,569,2,2020-03-14T15:00:00
DE,Bayern,681,1,2020-03-14T15:00:00
DE,Nordrhein-Westfalen,1154,5,2020-03-14T15:00:00
