country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,107619,15823.2984870539,671,2022-02-17T23:00:00
DE,Saarland,141475,14377.6721535055,1369,2022-02-17T23:00:00
DE,Mecklenburg-Vorpommern,205392,12751.1370310174,1714,2022-02-17T23:00:00
DE,Schleswig-Holstein,285433,9805.74569502297,2068,2022-02-17T23:00:00
DE,Hamburg,327925,17701.9646117255,2249,2022-02-17T23:00:00
DE,Sachsen-Anhalt,354727,16266.7768461639,4699,2022-02-17T23:00:00
DE,Thüringen,373510,17616.4268428482,6528,2022-02-17T23:00:00
DE,Brandenburg,463750,18322.283333814,5117,2022-02-17T23:00:00
DE,Rheinland-Pfalz,517253,12620.8797550063,4915,2022-02-17T23:00:00
DE,Berlin,678339,18513.1743560744,4205,2022-02-17T23:00:00
DE,Sachsen,858908,21171.3209533981,14248,2022-02-17T23:00:00
DE,Niedersachsen,914434,11425.5391538193,7312,2022-02-17T23:00:00
DE,Hessen,977684,15535.6757517772,9059,2022-02-17T23:00:00
DE,Baden-Württemberg,1854865,16705.9156665429,14026,2022-02-17T23:00:00
DE,Bayern,2443953,18599.078871276,21015,2022-02-17T23:00:00
DE,Nordrhein-Westfalen,2750722,15345.2414623356,21797,2022-02-17T23:00:00
