country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,245737,36130.8867422405,819,2022-08-15T22:00:00
DE,Saarland,390463,39681.5621281089,1793,2022-08-15T22:00:00
DE,Mecklenburg-Vorpommern,569695,35367.7797133552,2368,2022-08-15T22:00:00
DE,Hamburg,701895,37889.5187959047,2899,2022-08-15T22:00:00
DE,Thüringen,772627,36440.5960277082,7501,2022-08-15T22:00:00
DE,Sachsen-Anhalt,807688,37038.2870695617,5586,2022-08-15T22:00:00
DE,Brandenburg,902071,35639.8931519503,5823,2022-08-15T22:00:00
DE,Schleswig-Holstein,961017,33014.7120711126,2781,2022-08-15T22:00:00
DE,Berlin,1209499,33009.5510806509,4745,2022-08-15T22:00:00
DE,Rheinland-Pfalz,1421166,34676.1936574622,6003,2022-08-15T22:00:00
DE,Sachsen,1686416,41568.6597364862,15802,2022-08-15T22:00:00
DE,Hessen,2367037,37612.888545235,10786,2022-08-15T22:00:00
DE,Niedersachsen,3030370,37863.4336491858,10263,2022-08-15T22:00:00
DE,Baden-Württemberg,4336379,39055.7705666816,16764,2022-08-15T22:00:00
DE,Bayern,5759976,43834.8233049722,25174,2022-08-15T22:00:00
DE,Nordrhein-Westfalen,6437049,35909.8706484647,26731,2022-08-15T22:00:00
