country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Mecklenburg-Vorpommern,1680,104.468646347515,21,2020-10-17T22:00:00
DE,Sachsen-Anhalt,3242,147.713987083911,71,2020-10-17T22:00:00
DE,Bremen,3564,523.192826797338,63,2020-10-17T22:00:00
DE,Saarland,4356,441.387919792236,177,2020-10-17T22:00:00
DE,Thüringen,4881,228.792084665727,199,2020-10-17T22:00:00
DE,Brandenburg,5414,214.680004266636,172,2020-10-17T22:00:00
DE,Schleswig-Holstein,5626,193.747927265664,163,2020-10-17T22:00:00
DE,Hamburg,9750,527.810754671937,280,2020-10-17T22:00:00
DE,Sachsen,9935,243.985038203858,257,2020-10-17T22:00:00
DE,Rheinland-Pfalz,13404,327.413717423202,263,2020-10-17T22:00:00
DE,Berlin,21127,575.74742655044,240,2020-10-17T22:00:00
DE,Hessen,25440,404.575005407056,573,2020-10-17T22:00:00
DE,Niedersachsen,25581,320.018194537435,714,2020-10-17T22:00:00
DE,Baden-Württemberg,59353,534.692732528233,1928,2020-10-17T22:00:00
DE,Bayern,78940,601.459671153792,2713,2020-10-17T22:00:00
DE,Nordrhein-Westfalen,89681,499.692960821065,1943,2020-10-17T22:00:00
