country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,177521,26101.039507153,739,2022-04-20T22:00:00
DE,Saarland,288965,29366.630385847,1608,2022-04-20T22:00:00
DE,Mecklenburg-Vorpommern,453613,28161.1821397663,2127,2022-04-20T22:00:00
DE,Hamburg,512541,27667.858943534,2489,2022-04-20T22:00:00
DE,Schleswig-Holstein,610118,20959.9519044961,2395,2022-04-20T22:00:00
DE,Sachsen-Anhalt,668872,30672.5779617771,5177,2022-04-20T22:00:00
DE,Thüringen,674377,31806.6801022716,7020,2022-04-20T22:00:00
DE,Brandenburg,741232,29285.3104476326,5514,2022-04-20T22:00:00
DE,Berlin,973585,26571.0048448618,4452,2022-04-20T22:00:00
DE,Rheinland-Pfalz,1023881,24982.5114294854,5448,2022-04-20T22:00:00
DE,Sachsen,1431204,35277.9101298244,15103,2022-04-20T22:00:00
DE,Hessen,1646121,26157.3290594827,9811,2022-04-20T22:00:00
DE,Niedersachsen,2024212,25291.8345792381,8514,2022-04-20T22:00:00
DE,Baden-Württemberg,3374653,30393.9469567037,15591,2022-04-20T22:00:00
DE,Bayern,4485896,34138.7635164594,23238,2022-04-20T22:00:00
DE,Nordrhein-Westfalen,4757745,26541.6664574683,24406,2022-04-20T22:00:00
