country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,28185,4137.53923212204,494,2021-08-11T22:00:00
DE,Saarland,42640,4320.65677225457,1030,2021-08-11T22:00:00
DE,Mecklenburg-Vorpommern,44889,2791.36492017476,1184,2021-08-11T22:00:00
DE,Schleswig-Holstein,67424,2321.94458726629,1641,2021-08-11T22:00:00
DE,Hamburg,80856,4377.09398766709,1630,2021-08-11T22:00:00
DE,Sachsen-Anhalt,99823,4548.19658626688,3469,2021-08-11T22:00:00
DE,Brandenburg,109855,4356.05317116943,3818,2021-08-11T22:00:00
DE,Thüringen,129473,6068.91980699154,4388,2021-08-11T22:00:00
DE,Rheinland-Pfalz,159023,3884.38612248507,3914,2021-08-11T22:00:00
DE,Berlin,185306,5049.910191904,3585,2021-08-11T22:00:00
DE,Niedersachsen,267712,3349.07591165341,5826,2021-08-11T22:00:00
DE,Sachsen,287273,7054.88816104044,10142,2021-08-11T22:00:00
DE,Hessen,297378,4729.23372476177,7595,2021-08-11T22:00:00
DE,Baden-Württemberg,509237,4587.55788308055,10433,2021-08-11T22:00:00
DE,Bayern,657596,5010.35563607865,15368,2021-08-11T22:00:00
DE,Nordrhein-Westfalen,838393,4671.43631874818,17317,2021-08-11T22:00:00
