country,nuts_1,cases,deaths,datetime
DE,Saarland,32,0,2020-03-15T15:00:00
DE,Sachsen-Anhalt,47,0,2020-03-15T15:00:00
DE,Mecklenburg-Vorpommern,50,0,2020-03-15T15:00:00
DE,Thüringen,51,0,2020-03-15T15:00:00
DE,Bremen,53,0,2020-03-15T15:00:00
DE,Brandenburg,84,0,2020-03-15T15:00:00
DE,Schleswig-Holstein,103,0,2020-03-15T15:00:00
DE,Sachsen,130,0,2020-03-15T15:00:00
DE,Hamburg,162,0,2020-03-15T15:00:00
DE,Rheinland-Pfalz,168,0,2020-03-15T15:00:00
DE,Berlin,265,0,2020-03-15T15:00:00
DE,Hessen,286,0,2020-03-15T15:00:00
DE,Niedersachsen,287,0,2020-03-15T15:00:00
DE,Baden-Württemberg,827,3,2020-03-15T15:00:00
DE,Bayern,886,4,2020-03-15T15:00:00
DE,Nordrhein-Westfalen,1407,5,2020-03-15T15:00:00
