country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,25831,3791.97359960775,458,2021-05-05T22:00:00
DE,Saarland,38212,3871.9731843666,963,2021-05-05T22:00:00
DE,Mecklenburg-Vorpommern,41324,2569.67996527661,1018,2021-05-05T22:00:00
DE,Schleswig-Holstein,59861,2061.49034376999,1520,2021-05-05T22:00:00
DE,Hamburg,73054,3954.73711505679,1513,2021-05-05T22:00:00
DE,Sachsen-Anhalt,92968,4235.86488316379,3148,2021-05-05T22:00:00
DE,Brandenburg,103954,4122.06227623456,3604,2021-05-05T22:00:00
DE,Thüringen,119735,5612.46061410589,3899,2021-05-05T22:00:00
DE,Rheinland-Pfalz,143448,3503.94232594177,3590,2021-05-05T22:00:00
DE,Berlin,171141,4663.88935141141,3241,2021-05-05T22:00:00
DE,Niedersachsen,243505,3046.24645091428,5368,2021-05-05T22:00:00
DE,Sachsen,268896,6603.58337522541,9207,2021-05-05T22:00:00
DE,Hessen,269334,4283.2470324805,7007,2021-05-05T22:00:00
DE,Baden-Württemberg,458183,4127.62826256437,9465,2021-05-05T22:00:00
DE,Bayern,606634,4622.06595073105,14317,2021-05-05T22:00:00
DE,Nordrhein-Westfalen,757423,4220.28012024814,15808,2021-05-05T22:00:00
