country,nuts_1,cases,deaths,datetime
DE,Bremen,4,0,2020-03-10T15:00:00
DE,Thüringen,4,0,2020-03-10T15:00:00
DE,Sachsen-Anhalt,7,0,2020-03-10T15:00:00
DE,Saarland,7,0,2020-03-10T15:00:00
DE,Schleswig-Holstein,9,0,2020-03-10T15:00:00
DE,Brandenburg,9,0,2020-03-10T15:00:00
DE,Mecklenburg-Vorpommern,13,0,2020-03-10T15:00:00
DE,Sachsen,22,0,2020-03-10T15:00:00
DE,Rheinland-Pfalz,25,0,2020-03-10T15:00:00
DE,Hamburg,29,0,2020-03-10T15:00:00
DE,Hessen,35,0,2020-03-10T15:00:00
DE,Berlin,48,0,2020-03-10T15:00:00
DE,Niedersachsen,49,0,2020-03-10T15:00:00
DE,Baden-Württemberg,237,0,2020-03-10T15:00:00
DE,Bayern,314,0,2020-03-10T15:00:00
DE,Nordrhein-Westfalen,484,2,2020-03-10T15:00:00
