country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,300394,44406.5676910637,948,2023-01-19T23:00:00
DE,Saarland,482989,49166.7922162004,2053,2023-01-19T23:00:00
DE,Mecklenburg-Vorpommern,704441,43722.5973832518,2722,2023-01-19T23:00:00
DE,Hamburg,801206,43216.5097481843,3483,2023-01-19T23:00:00
DE,Thüringen,876975,41585.2049184798,8190,2023-01-19T23:00:00
DE,Sachsen-Anhalt,951486,43862.3802756064,6202,2023-01-19T23:00:00
DE,Brandenburg,1101335,43396.0710328512,6405,2023-01-19T23:00:00
DE,Schleswig-Holstein,1164781,39862.3890102857,3408,2023-01-19T23:00:00
DE,Berlin,1414121,38453.6170499735,5387,2023-01-19T23:00:00
DE,Rheinland-Pfalz,1736120,42277.5195818322,6772,2023-01-19T23:00:00
DE,Sachsen,1940904,48006.5060566381,16694,2023-01-19T23:00:00
DE,Hessen,2874798,45667.8353688322,12077,2023-01-19T23:00:00
DE,Niedersachsen,3797539,47309.3850017522,12877,2023-01-19T23:00:00
DE,Baden-Württemberg,4994577,44896.518917193,18822,2023-01-19T23:00:00
DE,Bayern,6643069,50414.165178403,27948,2023-01-19T23:00:00
DE,Nordrhein-Westfalen,7874783,43932.8462222653,30597,2023-01-19T23:00:00
