country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,44058,6477.87922897093,575,2021-12-18T23:00:00
DE,Saarland,70850,7200.26910815241,1198,2021-12-18T23:00:00
DE,Mecklenburg-Vorpommern,92303,5730.35075063293,1421,2021-12-18T23:00:00
DE,Schleswig-Holstein,109611,3765.56877227638,1855,2021-12-18T23:00:00
DE,Hamburg,128265,6923.96886764647,1953,2021-12-18T23:00:00
DE,Sachsen-Anhalt,209968,9628.53856863259,4085,2021-12-18T23:00:00
DE,Brandenburg,224296,8861.70320785154,4461,2021-12-18T23:00:00
DE,Rheinland-Pfalz,266417,6500.52667010053,4486,2021-12-18T23:00:00
DE,Thüringen,269843,12727.020611375,5549,2021-12-18T23:00:00
DE,Berlin,309475,8446.16723179138,3964,2021-12-18T23:00:00
DE,Niedersachsen,421328,5264.34883283036,6682,2021-12-18T23:00:00
DE,Hessen,457945,7276.87579232925,8406,2021-12-18T23:00:00
DE,Sachsen,619738,15275.9924287782,12206,2021-12-18T23:00:00
DE,Baden-Württemberg,970100,8737.24437525821,12561,2021-12-18T23:00:00
DE,Bayern,1281634,9753.54757235877,19009,2021-12-18T23:00:00
DE,Nordrhein-Westfalen,1317705,7350.97963412042,19822,2021-12-18T23:00:00
