country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Mecklenburg-Vorpommern,2918,181.452089310743,23,2020-11-01T23:00:00
DE,Sachsen-Anhalt,5323,242.529782001128,81,2020-11-01T23:00:00
DE,Bremen,5673,832.792622452665,73,2020-11-01T23:00:00
DE,Saarland,7029,712.239597846562,192,2020-11-01T23:00:00
DE,Thüringen,7238,339.274146447559,208,2020-11-01T23:00:00
DE,Brandenburg,8326,330.148820746955,197,2020-11-01T23:00:00
DE,Schleswig-Holstein,8456,291.20733611064003,177,2020-11-01T23:00:00
DE,Hamburg,14036,759.830948982083,288,2020-11-01T23:00:00
DE,Sachsen,18747,460.391294535251,324,2020-11-01T23:00:00
DE,Rheinland-Pfalz,20962,512.029718339687,287,2020-11-01T23:00:00
DE,Berlin,32593,888.215831569011,261,2020-11-01T23:00:00
DE,Niedersachsen,37919,474.36651884856,762,2020-11-01T23:00:00
DE,Hessen,43379,689.860816020152,663,2020-11-01T23:00:00
DE,Baden-Württemberg,83594,753.072368422238,2031,2020-11-01T23:00:00
DE,Bayern,109349,833.151932873017,2809,2020-11-01T23:00:00
DE,Nordrhein-Westfalen,139485,777.195533503488,2154,2020-11-01T23:00:00
