country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,142365,20932.0277005867,711,2022-03-24T23:00:00
DE,Saarland,227982,23169.1143516557,1499,2022-03-24T23:00:00
DE,Mecklenburg-Vorpommern,370209,22983.2987122961,1939,2022-03-24T23:00:00
DE,Hamburg,419101,22623.804439243,2364,2022-03-24T23:00:00
DE,Schleswig-Holstein,466607,16029.7848585047,2258,2022-03-24T23:00:00
DE,Thüringen,562867,26547.3623939211,6767,2022-03-24T23:00:00
DE,Sachsen-Anhalt,568629,26075.7175271612,4963,2022-03-24T23:00:00
DE,Brandenburg,659846,26069.8336791026,5377,2022-03-24T23:00:00
DE,Rheinland-Pfalz,814848,19882.1439926059,5206,2022-03-24T23:00:00
DE,Berlin,875626,23897.5155618533,4346,2022-03-24T23:00:00
DE,Sachsen,1241797,30609.1954504638,14616,2022-03-24T23:00:00
DE,Hessen,1351540,21476.3535104973,9537,2022-03-24T23:00:00
DE,Niedersachsen,1552464,19397.5051418637,7918,2022-03-24T23:00:00
DE,Baden-Württemberg,2871372,25861.1265398144,14916,2022-03-24T23:00:00
DE,Bayern,3763118,28638.2465145272,22314,2022-03-24T23:00:00
DE,Nordrhein-Westfalen,4004657,22340.4722973942,23379,2022-03-24T23:00:00
