country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,23276,3416.9013009357,435,2021-04-16T22:00:00
DE,Saarland,34434,3489.15326678738,942,2021-04-16T22:00:00
DE,Mecklenburg-Vorpommern,35843,2228.85100656784,926,2021-04-16T22:00:00
DE,Schleswig-Holstein,54780,1886.51110124655,1474,2021-04-16T22:00:00
DE,Hamburg,67542,3656.34810174892,1429,2021-04-16T22:00:00
DE,Sachsen-Anhalt,82455,3756.86514651569,2909,2021-04-16T22:00:00
DE,Brandenburg,96158,3812.92941453107,3443,2021-04-16T22:00:00
DE,Thüringen,107057,5018.19180660905,3641,2021-04-16T22:00:00
DE,Rheinland-Pfalz,128834,3146.97246124298,3447,2021-04-16T22:00:00
DE,Berlin,158305,4314.08606806775,3146,2021-04-16T22:00:00
DE,Niedersachsen,219426,2745.01826959741,5119,2021-04-16T22:00:00
DE,Hessen,242061,3849.5216345848,6596,2021-04-16T22:00:00
DE,Sachsen,244070,5993.90319823005,8724,2021-04-16T22:00:00
DE,Baden-Württemberg,403509,3635.08718699534,9047,2021-04-16T22:00:00
DE,Bayern,550632,4195.37549590517,13715,2021-04-16T22:00:00
DE,Nordrhein-Westfalen,674695,3759.32853337015,14854,2021-04-16T22:00:00
