country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,264076,39037.759640956,844,2022-10-06T22:00:00
DE,Saarland,427237,43491.4103759564,1861,2022-10-06T22:00:00
DE,Mecklenburg-Vorpommern,618225,38371.4218327168,2473,2022-10-06T22:00:00
DE,Hamburg,734243,39604.5708182865,3070,2022-10-06T22:00:00
DE,Thüringen,814306,38613.508795972,7666,2022-10-06T22:00:00
DE,Sachsen-Anhalt,858051,39555.1371831686,5731,2022-10-06T22:00:00
DE,Brandenburg,973102,38343.2865696719,5932,2022-10-06T22:00:00
DE,Schleswig-Holstein,1032824,35346.414533856,2910,2022-10-06T22:00:00
DE,Berlin,1278758,34772.7460603371,4843,2022-10-06T22:00:00
DE,Rheinland-Pfalz,1544382,37608.3682273282,6200,2022-10-06T22:00:00
DE,Sachsen,1791804,44318.6523281463,16049,2022-10-06T22:00:00
DE,Hessen,2564310,40735.5532161391,11117,2022-10-06T22:00:00
DE,Niedersachsen,3274458,40792.8909206904,10883,2022-10-06T22:00:00
DE,Baden-Württemberg,4578110,41152.8748520627,17341,2022-10-06T22:00:00
DE,Bayern,6165757,46791.850550987,25909,2022-10-06T22:00:00
DE,Nordrhein-Westfalen,6906724,38532.1149029286,27577,2022-10-06T22:00:00
