country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,259534,38366.3260222658,839,2022-09-28T22:00:00
DE,Saarland,414655,42210.601538355,1851,2022-09-28T22:00:00
DE,Mecklenburg-Vorpommern,607218,37688.2494600164,2457,2022-09-28T22:00:00
DE,Hamburg,727422,39236.650691637,3059,2022-09-28T22:00:00
DE,Thüringen,803373,38095.0777741371,7638,2022-09-28T22:00:00
DE,Sachsen-Anhalt,844478,38929.4379217178,5715,2022-09-28T22:00:00
DE,Brandenburg,956275,37680.2497214197,5914,2022-09-28T22:00:00
DE,Schleswig-Holstein,1015057,34738.373137623,2890,2022-09-28T22:00:00
DE,Berlin,1264079,34373.585985155,4827,2022-09-28T22:00:00
DE,Rheinland-Pfalz,1511300,36802.7644080034,6175,2022-09-28T22:00:00
DE,Sachsen,1765383,43665.1527750914,16030,2022-09-28T22:00:00
DE,Hessen,2509318,39861.9733671887,11080,2022-09-28T22:00:00
DE,Niedersachsen,3207460,39958.2361149471,10790,2022-09-28T22:00:00
DE,Baden-Württemberg,4491252,40372.1036596054,17280,2022-09-28T22:00:00
DE,Bayern,6036395,45810.1239972197,25823,2022-09-28T22:00:00
DE,Nordrhein-Westfalen,6802807,37952.3694571329,27440,2022-09-28T22:00:00
