country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,16033,2353.63372391743,273,2021-02-01T23:00:00
DE,Mecklenburg-Vorpommern,20022,1245.04240307735,474,2021-02-01T23:00:00
DE,Saarland,25829,2617.21960062297,743,2021-02-01T23:00:00
DE,Schleswig-Holstein,36343,1251.57854970068,917,2021-02-01T23:00:00
DE,Hamburg,46554,2520.17455107665,1074,2021-02-01T23:00:00
DE,Sachsen-Anhalt,52462,2390.30573423693,1773,2021-02-01T23:00:00
DE,Thüringen,65821,3085.29477664061,2231,2021-02-01T23:00:00
DE,Brandenburg,68694,2723.90620855048,2361,2021-02-01T23:00:00
DE,Rheinland-Pfalz,93372,2280.75750695608,2573,2021-02-01T23:00:00
DE,Berlin,120397,3281.02725963901,2295,2021-02-01T23:00:00
DE,Niedersachsen,143160,1790.93095383211,3324,2021-02-01T23:00:00
DE,Hessen,172367,2741.17059579395,4926,2021-02-01T23:00:00
DE,Sachsen,180623,4435.76341776501,6367,2021-02-01T23:00:00
DE,Baden-Württemberg,294255,2650.85185264595,7181,2021-02-01T23:00:00
DE,Bayern,404215,3079.79504655979,10496,2021-02-01T23:00:00
DE,Nordrhein-Westfalen,487938,2718.73846095727,10973,2021-02-01T23:00:00
