country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,27736,4071.62633110296,493,2021-07-24T22:00:00
DE,Saarland,41909,4246.58547533811,1029,2021-07-24T22:00:00
DE,Mecklenburg-Vorpommern,44320,2755.98238459635,1176,2021-07-24T22:00:00
DE,Schleswig-Holstein,64730,2229.16874011846,1629,2021-07-24T22:00:00
DE,Hamburg,78371,4242.56991327122,1607,2021-07-24T22:00:00
DE,Sachsen-Anhalt,99414,4529.56147808757,3448,2021-07-24T22:00:00
DE,Brandenburg,109049,4324.0930523222,3817,2021-07-24T22:00:00
DE,Thüringen,129081,6050.54519171005,4363,2021-07-24T22:00:00
DE,Rheinland-Pfalz,156736,3828.5225614774,3904,2021-07-24T22:00:00
DE,Berlin,181703,4951.72218708262,3578,2021-07-24T22:00:00
DE,Niedersachsen,263782,3299.91162939188,5808,2021-07-24T22:00:00
DE,Sachsen,286388,7033.15421450693,10128,2021-07-24T22:00:00
DE,Hessen,293730,4671.21919568453,7574,2021-07-24T22:00:00
DE,Baden-Württemberg,504115,4541.41537678753,10377,2021-07-24T22:00:00
DE,Bayern,651688,4965.34140074578,15319,2021-07-24T22:00:00
DE,Nordrhein-Westfalen,823146,4586.48166197987,17274,2021-07-24T22:00:00
