country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,304153,44962.2521852636,979,2023-03-20T23:00:00
DE,Saarland,493894,50276.8876202731,2152,2023-03-20T23:00:00
DE,Mecklenburg-Vorpommern,713040,44256.3122222498,2774,2023-03-20T23:00:00
DE,Hamburg,807965,43581.0856367672,3636,2023-03-20T23:00:00
DE,Thüringen,885436,41986.4163769766,8327,2023-03-20T23:00:00
DE,Sachsen-Anhalt,962786,44383.29692295,6305,2023-03-20T23:00:00
DE,Brandenburg,1115850,43968.0077923675,6524,2023-03-20T23:00:00
DE,Schleswig-Holstein,1177038,40281.8612562265,3495,2023-03-20T23:00:00
DE,Berlin,1434201,38999.6443208813,5601,2023-03-20T23:00:00
DE,Rheinland-Pfalz,1772868,43172.3968308663,7004,2023-03-20T23:00:00
DE,Sachsen,1958826,48449.7905269401,16840,2023-03-20T23:00:00
DE,Hessen,2932826,46589.643840517,12497,2023-03-20T23:00:00
DE,Niedersachsen,3866794,48172.1573019962,13804,2023-03-20T23:00:00
DE,Baden-Württemberg,5068998,45565.4932536256,19414,2023-03-20T23:00:00
DE,Bayern,6749548,51222.2329395585,28849,2023-03-20T23:00:00
DE,Nordrhein-Westfalen,8062558,44980.4294000348,31601,2023-03-20T23:00:00
