country,nuts_1,cases,deaths,datetime
DE,Mecklenburg-Vorpommern,51,0,2020-03-16T15:00:00
DE,Thüringen,55,0,2020-03-16T15:00:00
DE,Bremen,56,0,2020-03-16T15:00:00
DE,Sachsen-Anhalt,77,0,2020-03-16T15:00:00
DE,Saarland,85,0,2020-03-16T15:00:00
DE,Brandenburg,94,0,2020-03-16T15:00:00
DE,Schleswig-Holstein,123,0,2020-03-16T15:00:00
DE,Sachsen,140,0,2020-03-16T15:00:00
DE,Hamburg,260,0,2020-03-16T15:00:00
DE,Berlin,300,0,2020-03-16T15:00:00
DE,Rheinland-Pfalz,325,0,2020-03-16T15:00:00
DE,Hessen,342,0,2020-03-16T15:00:00
DE,Niedersachsen,391,0,2020-03-16T15:00:00
DE,Bayern,1067,5,2020-03-16T15:00:00
DE,Baden-Württemberg,1105,3,2020-03-16T15:00:00
DE,Nordrhein-Westfalen,1541,5,2020-03-16T15:00:00
