country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,240350,35338.8322820637,813,2022-08-01T22:00:00
DE,Saarland,383578,38981.8606064486,1770,2022-08-01T22:00:00
DE,Mecklenburg-Vorpommern,556180,34528.7420829986,2333,2022-08-01T22:00:00
DE,Hamburg,690460,37272.2375110528,2836,2022-08-01T22:00:00
DE,Thüringen,762571,35966.3094267292,7449,2022-08-01T22:00:00
DE,Sachsen-Anhalt,792941,36362.0313626367,5486,2022-08-01T22:00:00
DE,Brandenburg,882882,34881.7555888397,5775,2022-08-01T22:00:00
DE,Schleswig-Holstein,937241,32197.9129986688,2734,2022-08-01T22:00:00
DE,Berlin,1186387,32378.7802039689,4715,2022-08-01T22:00:00
DE,Rheinland-Pfalz,1388827,33887.127899705,5924,2022-08-01T22:00:00
DE,Sachsen,1657778,40862.7584182269,15701,2022-08-01T22:00:00
DE,Hessen,2309094,36692.1578591593,10637,2022-08-01T22:00:00
DE,Niedersachsen,2960423,36989.4698779434,10022,2022-08-01T22:00:00
DE,Baden-Württemberg,4257420,38344.6231812306,16628,2022-08-01T22:00:00
DE,Bayern,5672085,43165.9513417736,24925,2022-08-01T22:00:00
DE,Nordrhein-Westfalen,6278656,35026.2557899135,26402,2022-08-01T22:00:00
