country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,15435,2265.84772211473,253,2021-01-24T23:00:00
DE,Mecklenburg-Vorpommern,18462,1148.03580289751,369,2021-01-24T23:00:00
DE,Saarland,24288,2461.07203762943,689,2021-01-24T23:00:00
DE,Schleswig-Holstein,33861,1166.10354872781,755,2021-01-24T23:00:00
DE,Hamburg,44718,2420.7837258892,988,2021-01-24T23:00:00
DE,Sachsen-Anhalt,48405,2205.45821862946,1437,2021-01-24T23:00:00
DE,Thüringen,62102,2910.97030155931,1936,2021-01-24T23:00:00
DE,Brandenburg,63644,2523.65980634389,1939,2021-01-24T23:00:00
DE,Rheinland-Pfalz,89446,2184.85880100237,2287,2021-01-24T23:00:00
DE,Berlin,116742,3181.42216454544,2040,2021-01-24T23:00:00
DE,Niedersachsen,136202,1703.88640523779,2976,2021-01-24T23:00:00
DE,Hessen,166219,2643.39830282057,4412,2021-01-24T23:00:00
DE,Sachsen,174818,4293.20346338419,5730,2021-01-24T23:00:00
DE,Baden-Württemberg,285141,2568.74665890238,6633,2021-01-24T23:00:00
DE,Bayern,391103,2979.89209231393,9671,2021-01-24T23:00:00
DE,Nordrhein-Westfalen,471079,2624.8019122292,9972,2021-01-24T23:00:00
