country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,301901,44629.3441030773,961,2023-02-16T23:00:00
DE,Saarland,487427,49618.56694369,2111,2023-02-16T23:00:00
DE,Mecklenburg-Vorpommern,708982,44004.4440030785,2751,2023-02-16T23:00:00
DE,Hamburg,804390,43388.2525547012,3592,2023-02-16T23:00:00
DE,Thüringen,880335,41744.5324802986,8259,2023-02-16T23:00:00
DE,Sachsen-Anhalt,956876,44110.8529065074,6253,2023-02-16T23:00:00
DE,Brandenburg,1108324,43671.459666145,6461,2023-02-16T23:00:00
DE,Schleswig-Holstein,1170693,40064.7158372419,3456,2023-02-16T23:00:00
DE,Berlin,1423596,38711.2668702848,5520,2023-02-16T23:00:00
DE,Rheinland-Pfalz,1752548,42677.5697463889,6903,2023-02-16T23:00:00
DE,Sachsen,1949118,48209.6719220025,16776,2023-02-16T23:00:00
DE,Hessen,2903616,46125.6260308749,12267,2023-02-16T23:00:00
DE,Niedersachsen,3837812,47811.102261845,13438,2023-02-16T23:00:00
DE,Baden-Württemberg,5031026,45224.1609213132,19094,2023-02-16T23:00:00
DE,Bayern,6702202,50862.9247546613,28309,2023-02-16T23:00:00
DE,Nordrhein-Westfalen,7967904,44452.36156295,31063,2023-02-16T23:00:00
