country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,304604,45028.922498348,1000,2023-04-12T22:00:00
DE,Saarland,494974,50386.8282930285,2185,2023-04-12T22:00:00
DE,Mecklenburg-Vorpommern,715533,44411.0454579309,2808,2023-04-12T22:00:00
DE,Hamburg,809594,43668.9527950009,3679,2023-04-12T22:00:00
DE,Thüringen,887271,42073.4300900533,8365,2023-04-12T22:00:00
DE,Sachsen-Anhalt,965217,44495.3631503564,6354,2023-04-12T22:00:00
DE,Brandenburg,1118581,44075.6178020291,6592,2023-04-12T22:00:00
DE,Schleswig-Holstein,1179725,40373.8186621857,3547,2023-04-12T22:00:00
DE,Berlin,1438167,39107.4901454042,5691,2023-04-12T22:00:00
DE,Rheinland-Pfalz,1775827,43244.4535898707,7122,2023-04-12T22:00:00
DE,Sachsen,1963692,48570.1466385621,16928,2023-04-12T22:00:00
DE,Hessen,2937389,46662.1297448442,12658,2023-04-12T22:00:00
DE,Niedersachsen,3874645,48269.9643242938,14051,2023-04-12T22:00:00
DE,Baden-Württemberg,5074988,45619.3376829565,19574,2023-04-12T22:00:00
DE,Bayern,6759066,51294.4649191101,29150,2023-04-12T22:00:00
DE,Nordrhein-Westfalen,8078383,45068.7159333231,32044,2023-04-12T22:00:00
