country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,279527,41321.8461320131,872,2022-11-07T23:00:00
DE,Saarland,462801,47111.7160110266,1934,2022-11-07T23:00:00
DE,Mecklenburg-Vorpommern,658775,40888.2420119665,2538,2022-11-07T23:00:00
DE,Hamburg,764639,41244.1105000984,3184,2022-11-07T23:00:00
DE,Thüringen,853372,40465.9762156195,7841,2022-11-07T23:00:00
DE,Sachsen-Anhalt,909239,41914.8434968166,5900,2022-11-07T23:00:00
DE,Brandenburg,1036135,40826.9854854547,6077,2022-11-07T23:00:00
DE,Schleswig-Holstein,1096828,37536.8283079598,3049,2022-11-07T23:00:00
DE,Berlin,1339827,36433.3705328008,4978,2022-11-07T23:00:00
DE,Rheinland-Pfalz,1660437,40434.5078576934,6419,2022-11-07T23:00:00
DE,Sachsen,1875934,46399.531833029,16246,2022-11-07T23:00:00
DE,Hessen,2751768,43713.4323862827,11481,2022-11-07T23:00:00
DE,Niedersachsen,3502815,43637.7410277847,11400,2022-11-07T23:00:00
DE,Baden-Württemberg,4838122,43490.1365814738,17823,2022-11-07T23:00:00
DE,Bayern,6483429,49202.65927216,26664,2022-11-07T23:00:00
DE,Nordrhein-Westfalen,7371186,41123.3148918154,28379,2022-11-07T23:00:00
