country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,113399,16673.1360181142,678,2022-02-24T23:00:00
DE,Saarland,154010,15651.565918794,1398,2022-02-24T23:00:00
DE,Mecklenburg-Vorpommern,230191,14290.7074487172,1746,2022-02-24T23:00:00
DE,Schleswig-Holstein,311289,10694.0009447331,2102,2022-02-24T23:00:00
DE,Hamburg,343788,18558.2770753553,2286,2022-02-24T23:00:00
DE,Sachsen-Anhalt,393336,18037.2763775036,4732,2022-02-24T23:00:00
DE,Thüringen,400167,18873.6919504754,6597,2022-02-24T23:00:00
DE,Brandenburg,502811,19865.5430843307,5175,2022-02-24T23:00:00
DE,Rheinland-Pfalz,557620,13605.8272624549,4973,2022-02-24T23:00:00
DE,Berlin,727110,19844.2286320634,4242,2022-02-24T23:00:00
DE,Sachsen,914758,22547.9739537745,14288,2022-02-24T23:00:00
DE,Niedersachsen,1011016,12632.2981135192,7417,2022-02-24T23:00:00
DE,Hessen,1043813,16586.4842970631,9139,2022-02-24T23:00:00
DE,Baden-Württemberg,2031016,18292.426679785,14191,2022-02-24T23:00:00
DE,Bayern,2687779,20454.6542464439,21266,2022-02-24T23:00:00
DE,Nordrhein-Westfalen,2976909,16607.053499554,22141,2022-02-24T23:00:00
