country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Mecklenburg-Vorpommern,936,58.1483839905571,20,2020-08-08T22:00:00
DE,Bremen,1803,263.987841624865,56,2020-08-08T22:00:00
DE,Sachsen-Anhalt,2057,93.1476900323821,64,2020-08-08T22:00:00
DE,Saarland,2926,295.403676291684,174,2020-08-08T22:00:00
DE,Thüringen,3425,159.811865272765,183,2020-08-08T22:00:00
DE,Schleswig-Holstein,3586,123.795530933003,158,2020-08-08T22:00:00
DE,Brandenburg,3626,144.351903347125,169,2020-08-08T22:00:00
DE,Sachsen,5632,138.10904876657,225,2020-08-08T22:00:00
DE,Hamburg,5664,307.628970349977,262,2020-08-08T22:00:00
DE,Rheinland-Pfalz,7771,190.239823111972,239,2020-08-08T22:00:00
DE,Berlin,9688,265.801440178489,224,2020-08-08T22:00:00
DE,Hessen,12703,202.735193492173,525,2020-08-08T22:00:00
DE,Niedersachsen,14943,187.198212879057,654,2020-08-08T22:00:00
DE,Baden-Württemberg,37767,341.179704690342,1858,2020-08-08T22:00:00
DE,Nordrhein-Westfalen,51561,287.525809764546,1759,2020-08-08T22:00:00
DE,Bayern,51803,396.146709867099,2626,2020-08-08T22:00:00
