country,cases,deaths,deaths/100k pop.,datetime
BE,836912,22707,,2021-03-02T00:00:00
RO,897115,22208,,2021-03-02T00:00:00
NL,1200024,16255,,2021-03-02T00:00:00
CZ,1467333,24810,,2021-03-02T00:00:00
PL,2058550,49300,,2021-03-02T00:00:00
DE,2667225,74714,,2021-03-02T00:00:00
ES,3212332,72910,,2021-03-02T00:00:00
IT,3376376,104942,,2021-03-02T00:00:00
FR,4282603,92305,,2021-03-02T00:00:00
LI,2713,54,,2021-03-03T00:00:00
IS,6119,29,,2021-03-03T00:00:00
MT,28319,373,,2021-03-03T00:00:00
CY,42628,245,,2021-03-03T00:00:00
LU,59497,719,,2021-03-03T00:00:00
FI,72073,808,,2021-03-03T00:00:00
NO,86939,649,,2021-03-03T00:00:00
EE,97456,809,,2021-03-03T00:00:00
LV,97586,1828,,2021-03-03T00:00:00
SI,206317,4259,,2021-03-03T00:00:00
LT,209340,3486,,2021-03-03T00:00:00
DK,226277,2402,,2021-03-03T00:00:00
IE,231119,4588,,2021-03-03T00:00:00
GR,238830,7531,,2021-03-03T00:00:00
HR,257789,5786,,2021-03-03T00:00:00
BG,307890,12188,,2021-03-03T00:00:00
SK,349270,9104,,2021-03-03T00:00:00
AT,513968,8859,,2021-03-03T00:00:00
HU,586123,18703,,2021-03-03T00:00:00
SE,744272,13262,,2021-03-03T00:00:00
PT,817778,16784,,2021-03-03T00:00:00
BE,839144,22728,,2021-03-03T00:00:00
RO,900858,22268,,2021-03-03T00:00:00
NL,1206281,16270,,2021-03-03T00:00:00
CZ,1475538,25055,,2021-03-03T00:00:00
PL,2073129,49365,,2021-03-03T00:00:00
DE,2674710,74964,,2021-03-03T00:00:00
ES,3228803,73543,,2021-03-03T00:00:00
IT,3400877,105328,,2021-03-03T00:00:00
FR,4298395,92648,,2021-03-03T00:00:00
LI,2715,54,,2021-03-04T00:00:00
IS,6122,29,,2021-03-04T00:00:00
MT,28409,375,,2021-03-04T00:00:00
CY,42993,246,,2021-03-04T00:00:00
LU,59662,726,,2021-03-04T00:00:00
FI,72713,809,,2021-03-04T00:00:00
NO,88039,649,,2021-03-04T00:00:00
LV,98094,1840,,2021-03-04T00:00:00
EE,99008,823,,2021-03-04T00:00:00
SI,207300,4265,,2021-03-04T00:00:00
LT,210208,3501,,2021-03-04T00:00:00
DK,227031,2403,,2021-03-04T00:00:00
IE,231484,4610,,2021-03-04T00:00:00
GR,242347,7582,,2021-03-04T00:00:00
HR,258745,5808,,2021-03-04T00:00:00
BG,312741,12307,,2021-03-04T00:00:00
SK,350551,9190,,2021-03-04T00:00:00
AT,516683,8899,,2021-03-04T00:00:00
HU,593710,18952,,2021-03-04T00:00:00
SE,758335,13315,,2021-03-04T00:00:00
PT,818212,16794,,2021-03-04T00:00:00
BE,842681,22763,,2021-03-04T00:00:00
RO,907007,22442,,2021-03-04T00:00:00
NL,1211831,16319,,2021-03-04T00:00:00
CZ,1486510,25258,,2021-03-04T00:00:00
PL,2089869,49761,,2021-03-04T00:00:00
DE,2690523,75212,,2021-03-04T00:00:00
ES,3234319,73744,,2021-03-04T00:00:00
IT,3419616,105879,,2021-03-04T00:00:00
FR,4313073,92935,,2021-03-04T00:00:00
LI,2723,54,,2021-03-05T00:00:00
IS,6144,29,,2021-03-05T00:00:00
MT,28510,377,,2021-03-05T00:00:00
CY,43286,248,,2021-03-05T00:00:00
LU,59907,728,,2021-03-05T00:00:00
FI,73516,811,,2021-03-05T00:00:00
NO,89117,656,,2021-03-05T00:00:00
LV,98870,1851,,2021-03-05T00:00:00
EE,100437,836,,2021-03-05T00:00:00
SI,208589,4280,,2021-03-05T00:00:00
LT,211011,3510,,2021-03-05T00:00:00
DK,227894,2405,,2021-03-05T00:00:00
IE,232164,4628,,2021-03-05T00:00:00
GR,245405,7649,,2021-03-05T00:00:00
HR,260636,5828,,2021-03-05T00:00:00
BG,317116,12413,,2021-03-05T00:00:00
SK,352528,9261,,2021-03-05T00:00:00
AT,519945,8928,,2021-03-05T00:00:00
HU,603347,19224,,2021-03-05T00:00:00
SE,773646,13357,,2021-03-05T00:00:00
PT,818787,16805,,2021-03-05T00:00:00
BE,848996,22786,,2021-03-05T00:00:00
RO,913143,22579,,2021-03-05T00:00:00
NL,1219405,16351,,2021-03-05T00:00:00
CZ,1495361,25450,,2021-03-05T00:00:00
PL,2120671,50340,,2021-03-05T00:00:00
DE,2713180,75440,,2021-03-05T00:00:00
ES,3241345,74064,,2021-03-05T00:00:00
IT,3440862,106339,,2021-03-05T00:00:00
FR,4378446,93180,,2021-03-05T00:00:00
LI,2725,54,,2021-03-06T00:00:00
IS,6158,29,,2021-03-06T00:00:00
MT,28612,378,,2021-03-06T00:00:00
CY,43610,248,,2021-03-06T00:00:00
LU,60205,736,,2021-03-06T00:00:00
FI,74242,815,,2021-03-06T00:00:00
NO,90101,656,,2021-03-06T00:00:00
LV,99476,1864,,2021-03-06T00:00:00
EE,101587,847,,2021-03-06T00:00:00
SI,209753,4288,,2021-03-06T00:00:00
LT,211804,3521,,2021-03-06T00:00:00
DK,227894,2409,,2021-03-06T00:00:00
IE,232758,4631,,2021-03-06T00:00:00
GR,247992,7701,,2021-03-06T00:00:00
HR,262309,5838,,2021-03-06T00:00:00
BG,321104,12512,,2021-03-06T00:00:00
SK,354182,9313,,2021-03-06T00:00:00
AT,523461,8944,,2021-03-06T00:00:00
HU,614612,19499,,2021-03-06T00:00:00
SE,781408,13374,,2021-03-06T00:00:00
PT,819210,16814,,2021-03-06T00:00:00
BE,854514,22816,,2021-03-06T00:00:00
RO,919794,22719,,2021-03-06T00:00:00
NL,1227093,16377,,2021-03-06T00:00:00
CZ,1503307,25639,,2021-03-06T00:00:00
PL,2154821,50860,,2021-03-06T00:00:00
DE,2734753,75623,,2021-03-06T00:00:00
ES,3247738,74420,,2021-03-06T00:00:00
IT,3464543,106799,,2021-03-06T00:00:00
FR,4424087,93405,,2021-03-06T00:00:00
LI,2694,54,,2021-03-07T00:00:00
IS,6087,29,,2021-03-07T00:00:00
MT,27061,357,,2021-03-07T00:00:00
CY,40344,241,,2021-03-07T00:00:00
LU,57926,693,,2021-03-07T00:00:00
FI,67851,801,,2021-03-07T00:00:00
NO,81301,641,,2021-03-07T00:00:00
EE,89331,745,,2021-03-07T00:00:00
LV,94602,1777,,2021-03-07T00:00:00
SI,201461,4220,,2021-03-07T00:00:00
LT,206290,3416,,2021-03-07T00:00:00
DK,221842,2395,,2021-03-07T00:00:00
GR,223789,7196,,2021-03-07T00:00:00
IE,227663,4552,,2021-03-07T00:00:00
HR,251865,5697,,2021-03-07T00:00:00
BG,287568,11579,,2021-03-07T00:00:00
SK,339538,8669,,2021-03-07T00:00:00
AT,495068,8714,,2021-03-07T00:00:00
HU,532578,17421,,2021-03-07T00:00:00
SE,725289,13172,,2021-03-07T00:00:00
BE,812932,22572,,2021-03-07T00:00:00
PT,814897,16707,,2021-03-07T00:00:00
RO,868799,21698,,2021-03-07T00:00:00
NL,1166090,16099,,2021-03-07T00:00:00
CZ,1426991,23902,,2021-03-07T00:00:00
PL,1931921,47578,,2021-03-07T00:00:00
DE,2594764,73905,,2021-03-07T00:00:00
ES,3200024,72565,,2021-03-07T00:00:00
IT,3258770,103001,,2021-03-07T00:00:00
FR,4108108,91196,,2021-03-07T00:00:00
LI,2697,54,,2021-03-08T00:00:00
IS,6089,29,,2021-03-08T00:00:00
MT,27272,361,,2021-03-08T00:00:00
CY,40726,241,,2021-03-08T00:00:00
LU,58408,704,,2021-03-08T00:00:00
FI,68693,804,,2021-03-08T00:00:00
NO,82455,648,,2021-03-08T00:00:00
EE,91031,758,,2021-03-08T00:00:00
LV,95420,1789,,2021-03-08T00:00:00
SI,202572,4224,,2021-03-08T00:00:00
LT,206889,3427,,2021-03-08T00:00:00
DK,222629,2396,,2021-03-08T00:00:00
GR,227247,7252,,2021-03-08T00:00:00
IE,228215,4566,,2021-03-08T00:00:00
HR,253310,5709,,2021-03-08T00:00:00
BG,291769,11715,,2021-03-08T00:00:00
SK,342430,8738,,2021-03-08T00:00:00
AT,497882,8747,,2021-03-08T00:00:00
HU,539080,17628,,2021-03-08T00:00:00
SE,732070,13228,,2021-03-08T00:00:00
PT,815570,16722,,2021-03-08T00:00:00
BE,818048,22600,,2021-03-08T00:00:00
RO,874985,21787,,2021-03-08T00:00:00
NL,1172008,16145,,2021-03-08T00:00:00
CZ,1439019,24117,,2021-03-08T00:00:00
PL,1956974,48032,,2021-03-08T00:00:00
DE,2612268,74132,,2021-03-08T00:00:00
ES,3206116,72793,,2021-03-08T00:00:00
IT,3281810,103432,,2021-03-08T00:00:00
FR,4146609,91437,,2021-03-08T00:00:00
LI,2731,56,,2021-03-09T00:00:00
IS,6163,29,,2021-03-09T00:00:00
MT,28875,387,,2021-03-09T00:00:00
CY,44631,252,,2021-03-09T00:00:00
LU,60755,738,,2021-03-09T00:00:00
FI,76003,845,,2021-03-09T00:00:00
NO,90934,656,,2021-03-09T00:00:00
LV,101040,1878,,2021-03-09T00:00:00
EE,104214,879,,2021-03-09T00:00:00
SI,212679,4310,,2021-03-09T00:00:00
LT,213941,3551,,2021-03-09T00:00:00
DK,228013,2414,,2021-03-09T00:00:00
IE,234541,4666,,2021-03-09T00:00:00
GR,254031,7880,,2021-03-09T00:00:00
HR,267222,5893,,2021-03-09T00:00:00
BG,328753,12710,,2021-03-09T00:00:00
SK,357910,9496,,2021-03-09T00:00:00
AT,533511,9006,,2021-03-09T00:00:00
HU,641124,20161,,2021-03-09T00:00:00
SE,780018,13402,,2021-03-09T00:00:00
PT,820407,16837,,2021-03-09T00:00:00
BE,870663,22897,,2021-03-09T00:00:00
RO,936618,23114,,2021-03-09T00:00:00
NL,1250859,16445,,2021-03-09T00:00:00
CZ,1516772,26936,,2021-03-09T00:00:00
PL,2250991,51884,,2021-03-09T00:00:00
DE,2782273,75913,,2021-03-09T00:00:00
ES,3255324,75010,,2021-03-09T00:00:00
IT,3532057,107933,,2021-03-09T00:00:00
FR,4545589,94623,,2021-03-09T00:00:00
LI,2670,54,,2021-03-11T00:00:00
IS,6064,29,,2021-03-11T00:00:00
MT,24599,334,,2021-03-11T00:00:00
CY,36878,233,,2021-03-11T00:00:00
LU,56646,662,,2021-03-11T00:00:00
FI,62522,774,,2021-03-11T00:00:00
NO,74940,632,,2021-03-11T00:00:00
EE,76183,667,,2021-03-11T00:00:00
LV,90331,1695,,2021-03-11T00:00:00
SI,195681,4169,,2021-03-11T00:00:00
LT,202900,3341,,2021-03-11T00:00:00
GR,205120,6758,,2021-03-11T00:00:00
DK,215264,2381,,2021-03-11T00:00:00
IE,223219,4422,,2021-03-11T00:00:00
HR,246608,5609,,2021-03-11T00:00:00
BG,260308,10614,,2021-03-11T00:00:00
SK,323786,7921,,2021-03-11T00:00:00
HU,468713,15988,,2021-03-11T00:00:00
AT,471820,8538,,2021-03-11T00:00:00
SE,694009,13008,,2021-03-11T00:00:00
BE,789491,22287,,2021-03-11T00:00:00
PT,810459,16565,,2021-03-11T00:00:00
RO,830563,20963,,2021-03-11T00:00:00
NL,1122484,15842,,2021-03-11T00:00:00
CZ,1325291,21882,,2021-03-11T00:00:00
PL,1801083,45317,,2021-03-11T00:00:00
DE,2505193,71934,,2021-03-11T00:00:00
IT,3067486,99785,,2021-03-11T00:00:00
ES,3160970,71436,,2021-03-11T00:00:00
FR,3904233,88600,,2021-03-11T00:00:00
Total,23255514,562440,,2021-03-11T00:00:00
LI,2675,56,,2021-04-01T00:00:00
IS,6205,29,,2021-04-01T00:00:00
MT,29033,392,,2021-04-01T00:00:00
CY,45864,256,,2021-04-01T00:00:00
LU,61642,746,,2021-04-01T00:00:00
FI,77452,844,,2021-04-01T00:00:00
NO,95208,663,,2021-04-01T00:00:00
LV,102363,1899,,2021-04-01T00:00:00
EE,107253,908,,2021-04-01T00:00:00
SI,215604,4329,,2021-04-01T00:00:00
LT,216119,3574,,2021-04-01T00:00:00
DK,230603,2419,,2021-04-01T00:00:00
IE,235854,4687,,2021-04-01T00:00:00
GR,263689,8093,,2021-04-01T00:00:00
HR,271632,5947,,2021-04-01T00:00:00
BG,342633,13197,,2021-04-01T00:00:00
SK,361185,9719,,2021-04-01T00:00:00
AT,542668,9086,,2021-04-01T00:00:00
HU,661721,20995,,2021-04-01T00:00:00
SE,804886,13465,,2021-04-01T00:00:00
PT,821722,16848,,2021-04-01T00:00:00
BE,882359,23016,,2021-04-01T00:00:00
RO,952803,23538,,2021-04-01T00:00:00
NL,1271004,16518,,2021-04-01T00:00:00
CZ,1539617,26586,,2021-04-01T00:00:00
PL,2321717,53045,,2021-04-01T00:00:00
DE,2833173,76543,,2021-04-01T00:00:00
ES,3284353,75459,,2021-04-01T00:00:00
IT,3584899,109346,,2021-04-01T00:00:00
FR,4644423,95667,,2021-04-01T00:00:00
LI,2754,56,,2021-04-02T00:00:00
IS,6258,29,,2021-04-02T00:00:00
MT,29614,402,,2021-04-02T00:00:00
CY,51505,272,,2021-04-02T00:00:00
LU,63650,768,,2021-04-02T00:00:00
FI,82053,868,,2021-04-02T00:00:00
NO,101959,684,,2021-04-02T00:00:00
LV,107608,1986,,2021-04-02T00:00:00
EE,114443,1037,,2021-04-02T00:00:00
LT,226173,3687,,2021-04-02T00:00:00
SI,226499,4408,,2021-04-02T00:00:00
DK,237792,2441,,2021-04-02T00:00:00
IE,240945,4785,,2021-04-02T00:00:00
HR,292516,6308,,2021-04-02T00:00:00
GR,295480,8885,,2021-04-02T00:00:00
SK,371062,10565,,2021-04-02T00:00:00
BG,371993,14418,,2021-04-02T00:00:00
AT,573944,9411,,2021-04-02T00:00:00
HU,725241,23708,,2021-04-02T00:00:00
PT,827494,16916,,2021-04-02T00:00:00
SE,857401,13621,,2021-04-02T00:00:00
BE,925382,23473,,2021-04-02T00:00:00
RO,1006167,25135,,2021-04-02T00:00:00
NL,1348945,16750,,2021-04-02T00:00:00
CZ,1581184,27918,,2021-04-02T00:00:00
PL,2574631,58421,,2021-04-02T00:00:00
DE,3011513,78452,,2021-04-02T00:00:00
ES,3347512,76328,,2021-04-02T00:00:00
IT,3769814,114254,,2021-04-02T00:00:00
FR,5058680,98778,,2021-04-02T00:00:00
LI,2768,56,,2021-04-03T00:00:00
IS,6267,29,,2021-04-03T00:00:00
MT,29661,402,,2021-04-03T00:00:00
CY,52033,273,,2021-04-03T00:00:00
LU,63880,772,,2021-04-03T00:00:00
FI,82278,874,,2021-04-03T00:00:00
NO,103620,687,,2021-04-03T00:00:00
LV,107818,1990,,2021-04-03T00:00:00
EE,115080,1037,,2021-04-03T00:00:00
LT,226783,3697,,2021-04-03T00:00:00
SI,226787,4411,,2021-04-03T00:00:00
DK,238306,2443,,2021-04-03T00:00:00
IE,241330,4785,,2021-04-03T00:00:00
HR,292938,6333,,2021-04-03T00:00:00
GR,297086,8961,,2021-04-03T00:00:00
SK,371168,10630,,2021-04-03T00:00:00
BG,375115,14619,,2021-04-03T00:00:00
AT,575714,9448,,2021-04-03T00:00:00
HU,728078,23980,,2021-04-03T00:00:00
PT,827765,16918,,2021-04-03T00:00:00
SE,857401,13621,,2021-04-03T00:00:00
BE,927135,23503,,2021-04-03T00:00:00
RO,1008490,25248,,2021-04-03T00:00:00
NL,1355617,16770,,2021-04-03T00:00:00
CZ,1585037,28038,,2021-04-03T00:00:00
PL,2586647,58481,,2021-04-03T00:00:00
DE,3022323,78746,,2021-04-03T00:00:00
ES,3370256,76525,,2021-04-03T00:00:00
IT,3779594,114612,,2021-04-03T00:00:00
FR,5067216,99163,,2021-04-03T00:00:00
LI,2770,56,,2021-04-04T00:00:00
IS,6274,29,,2021-04-04T00:00:00
MT,29720,403,,2021-04-04T00:00:00
CY,52652,274,,2021-04-04T00:00:00
LU,64062,777,,2021-04-04T00:00:00
FI,82564,877,,2021-04-04T00:00:00
NO,104268,688,,2021-04-04T00:00:00
LV,108355,2002,,2021-04-04T00:00:00
EE,115629,1049,,2021-04-04T00:00:00
SI,227838,4416,,2021-04-04T00:00:00
LT,227889,3713,,2021-04-04T00:00:00
DK,238869,2446,,2021-04-04T00:00:00
IE,241684,4803,,2021-04-04T00:00:00
HR,294874,6358,,2021-04-04T00:00:00
GR,301103,9054,,2021-04-04T00:00:00
SK,372038,10716,,2021-04-04T00:00:00
BG,378059,14746,,2021-04-04T00:00:00
AT,577746,9499,,2021-04-04T00:00:00
HU,731675,24265,,2021-04-04T00:00:00
PT,828173,16923,,2021-04-04T00:00:00
SE,876506,13660,,2021-04-04T00:00:00
BE,930509,23566,,2021-04-04T00:00:00
RO,1012373,25441,,2021-04-04T00:00:00
NL,1362294,16801,,2021-04-04T00:00:00
CZ,1590124,28124,,2021-04-04T00:00:00
PL,2599850,59126,,2021-04-04T00:00:00
DE,3044016,79088,,2021-04-04T00:00:00
ES,3376548,76625,,2021-04-04T00:00:00
IT,3793033,115088,,2021-04-04T00:00:00
FR,5106329,99508,,2021-04-04T00:00:00
LI,2780,56,,2021-04-05T00:00:00
IS,6275,29,,2021-04-05T00:00:00
MT,29778,403,,2021-04-05T00:00:00
CY,53254,277,,2021-04-05T00:00:00
LU,64334,784,,2021-04-05T00:00:00
FI,82964,881,,2021-04-05T00:00:00
NO,105007,706,,2021-04-05T00:00:00
LV,109088,2019,,2021-04-05T00:00:00
EE,116200,1057,,2021-04-05T00:00:00
SI,229076,4416,,2021-04-05T00:00:00
LT,229260,3718,,2021-04-05T00:00:00
DK,239532,2447,,2021-04-05T00:00:00
IE,242105,4812,,2021-04-05T00:00:00
HR,297973,6399,,2021-04-05T00:00:00
GR,304184,9135,,2021-04-05T00:00:00
SK,373107,10798,,2021-04-05T00:00:00
BG,380576,14871,,2021-04-05T00:00:00
AT,580601,9530,,2021-04-05T00:00:00
HU,736982,24521,,2021-04-05T00:00:00
PT,828857,16931,,2021-04-05T00:00:00
SE,885385,13720,,2021-04-05T00:00:00
BE,935222,23603,,2021-04-05T00:00:00
RO,1016449,25605,,2021-04-05T00:00:00
NL,1367675,16827,,2021-04-05T00:00:00
CZ,1593847,28229,,2021-04-05T00:00:00
PL,2621116,59930,,2021-04-05T00:00:00
DE,3073442,79381,,2021-04-05T00:00:00
ES,3387022,76756,,2021-04-05T00:00:00
IT,3809193,115557,,2021-04-05T00:00:00
FR,5149834,99805,,2021-04-05T00:00:00
LI,2790,56,,2021-04-06T00:00:00
IS,6279,29,,2021-04-06T00:00:00
MT,29883,403,,2021-04-06T00:00:00
CY,53944,283,,2021-04-06T00:00:00
LU,64549,785,,2021-04-06T00:00:00
FI,83253,885,,2021-04-06T00:00:00
NO,105606,707,,2021-04-06T00:00:00
LV,109731,2030,,2021-04-06T00:00:00
EE,116678,1064,,2021-04-06T00:00:00
SI,229966,4417,,2021-04-06T00:00:00
LT,230462,3730,,2021-04-06T00:00:00
DK,240330,2449,,2021-04-06T00:00:00
IE,242402,4820,,2021-04-06T00:00:00
HR,300900,6442,,2021-04-06T00:00:00
GR,308006,9239,,2021-04-06T00:00:00
SK,373950,10877,,2021-04-06T00:00:00
BG,382761,14979,,2021-04-06T00:00:00
AT,583162,9563,,2021-04-06T00:00:00
HU,742198,24762,,2021-04-06T00:00:00
PT,829358,16933,,2021-04-06T00:00:00
SE,892480,13761,,2021-04-06T00:00:00
BE,939215,23636,,2021-04-06T00:00:00
RO,1020301,25800,,2021-04-06T00:00:00
NL,1376397,16840,,2021-04-06T00:00:00
CZ,1597103,28317,,2021-04-06T00:00:00
PL,2642242,60612,,2021-04-06T00:00:00
DE,3099273,79628,,2021-04-06T00:00:00
ES,3396685,76882,,2021-04-06T00:00:00
IT,3826156,115937,,2021-04-06T00:00:00
FR,5187879,100102,,2021-04-06T00:00:00
LI,2702,56,,2021-04-07T00:00:00
IS,6241,29,,2021-04-07T00:00:00
MT,29343,399,,2021-04-07T00:00:00
CY,48837,264,,2021-04-07T00:00:00
LU,62625,761,,2021-04-07T00:00:00
FI,80068,860,,2021-04-07T00:00:00
NO,99249,677,,2021-04-07T00:00:00
LV,104533,1937,,2021-04-07T00:00:00
EE,111664,976,,2021-04-07T00:00:00
SI,220701,4369,,2021-04-07T00:00:00
LT,220900,3623,,2021-04-07T00:00:00
DK,234317,2432,,2021-04-07T00:00:00
IE,238907,4727,,2021-04-07T00:00:00
HR,280899,6113,,2021-04-07T00:00:00
GR,281570,8532,,2021-04-07T00:00:00
BG,360863,13918,,2021-04-07T00:00:00
SK,365733,10094,,2021-04-07T00:00:00
AT,559756,9250,,2021-04-07T00:00:00
HU,693676,22409,,2021-04-07T00:00:00
PT,824368,16887,,2021-04-07T00:00:00
SE,834993,13533,,2021-04-07T00:00:00
BE,904579,23247,,2021-04-07T00:00:00
RO,983217,24386,,2021-04-07T00:00:00
NL,1311337,16629,,2021-04-07T00:00:00
CZ,1560777,27329,,2021-04-07T00:00:00
PL,2456709,55065,,2021-04-07T00:00:00
DE,2910445,77401,,2021-04-07T00:00:00
ES,3317948,75911,,2021-04-07T00:00:00
IT,3686707,111747,,2021-04-07T00:00:00
FR,4841308,97301,,2021-04-07T00:00:00
LI,2714,56,,2021-04-08T00:00:00
IS,6251,29,,2021-04-08T00:00:00
MT,29408,400,,2021-04-08T00:00:00
CY,49366,266,,2021-04-08T00:00:00
LU,62793,762,,2021-04-08T00:00:00
FI,80416,862,,2021-04-08T00:00:00
NO,100147,683,,2021-04-08T00:00:00
LV,105176,1946,,2021-04-08T00:00:00
EE,112421,990,,2021-04-08T00:00:00
SI,221889,4375,,2021-04-08T00:00:00
LT,222020,3635,,2021-04-08T00:00:00
DK,234931,2435,,2021-04-08T00:00:00
IE,239325,4732,,2021-04-08T00:00:00
HR,282548,6149,,2021-04-08T00:00:00
GR,285015,8607,,2021-04-08T00:00:00
BG,364419,14034,,2021-04-08T00:00:00
SK,366894,10243,,2021-04-08T00:00:00
AT,562762,9296,,2021-04-08T00:00:00
HU,698490,22681,,2021-04-08T00:00:00
PT,825031,16890,,2021-04-08T00:00:00
SE,841807,13578,,2021-04-08T00:00:00
BE,908118,23301,,2021-04-08T00:00:00
RO,988624,24561,,2021-04-08T00:00:00
NL,1317670,16652,,2021-04-08T00:00:00
CZ,1567848,27466,,2021-04-08T00:00:00
PL,2471617,55703,,2021-04-08T00:00:00
DE,2930852,77707,,2021-04-08T00:00:00
ES,3326736,76037,,2021-04-08T00:00:00
IT,3700393,112374,,2021-04-08T00:00:00
FR,4841308,97722,,2021-04-08T00:00:00
LI,2823,56,,2021-04-09T00:00:00
IS,6286,29,,2021-04-09T00:00:00
MT,29966,409,,2021-04-09T00:00:00
CY,56259,291,,2021-04-09T00:00:00
LU,64683,785,,2021-04-09T00:00:00
FI,83633,887,,2021-04-09T00:00:00
NO,106223,708,,2021-04-09T00:00:00
LV,111334,2053,,2021-04-09T00:00:00
EE,117782,1100,,2021-04-09T00:00:00
SI,232077,4462,,2021-04-09T00:00:00
LT,233631,3760,,2021-04-09T00:00:00
DK,242633,2455,,2021-04-09T00:00:00
IE,243508,4836,,2021-04-09T00:00:00
HR,307790,6562,,2021-04-09T00:00:00
GR,315273,9462,,2021-04-09T00:00:00
SK,375974,11106,,2021-04-09T00:00:00
BG,386381,15195,,2021-04-09T00:00:00
AT,590260,9650,,2021-04-09T00:00:00
HU,753188,25381,,2021-04-09T00:00:00
PT,831001,16945,,2021-04-09T00:00:00
SE,900138,13788,,2021-04-09T00:00:00
BE,949902,23747,,2021-04-09T00:00:00
RO,1029304,26232,,2021-04-09T00:00:00
NL,1402057,16895,,2021-04-09T00:00:00
CZ,1602711,28532,,2021-04-09T00:00:00
PL,2688025,62032,,2021-04-09T00:00:00
DE,3153699,80006,,2021-04-09T00:00:00
ES,3407283,76981,,2021-04-09T00:00:00
IT,3870131,116927,,2021-04-09T00:00:00
FR,5289526,100762,,2021-04-09T00:00:00
LI,2836,56,,2021-04-20T00:00:00
IS,6329,29,,2021-04-20T00:00:00
MT,30026,409,,2021-04-20T00:00:00
CY,57081,294,,2021-04-20T00:00:00
LU,65144,786,,2021-04-20T00:00:00
FI,84287,891,,2021-04-20T00:00:00
NO,107510,709,,2021-04-20T00:00:00
LV,111536,2056,,2021-04-20T00:00:00
EE,118317,1104,,2021-04-20T00:00:00
SI,232313,4461,,2021-04-20T00:00:00
LT,234232,3770,,2021-04-20T00:00:00
DK,243374,2459,,2021-04-20T00:00:00
IE,243911,4836,,2021-04-20T00:00:00
HR,308200,6601,,2021-04-20T00:00:00
GR,316879,9540,,2021-04-20T00:00:00
SK,376067,11172,,2021-04-20T00:00:00
BG,388815,15412,,2021-04-20T00:00:00
AT,592052,9682,,2021-04-20T00:00:00
HU,754833,25580,,2021-04-20T00:00:00
PT,831221,16946,,2021-04-20T00:00:00
SE,900138,13788,,2021-04-20T00:00:00
BE,951532,23782,,2021-04-20T00:00:00
RO,1031072,26381,,2021-04-20T00:00:00
NL,1409167,16917,,2021-04-20T00:00:00
CZ,1606030,28640,,2021-04-20T00:00:00
PL,2695327,62133,,2021-04-20T00:00:00
DE,3163308,80303,,2021-04-20T00:00:00
ES,3428354,77102,,2021-04-20T00:00:00
IT,3878994,117243,,2021-04-20T00:00:00
FR,5296222,101209,,2021-04-20T00:00:00
LI,2849,56,,2021-04-21T00:00:00
IS,6350,29,,2021-04-21T00:00:00
MT,30039,411,,2021-04-21T00:00:00
CY,58022,295,,2021-04-21T00:00:00
LU,65319,786,,2021-04-21T00:00:00
FI,84501,893,,2021-04-21T00:00:00
NO,108026,709,,2021-04-21T00:00:00
LV,112224,2071,,2021-04-21T00:00:00
EE,118789,1109,,2021-04-21T00:00:00
SI,233033,4474,,2021-04-21T00:00:00
LT,235383,3785,,2021-04-21T00:00:00
DK,244065,2463,,2021-04-21T00:00:00
IE,244297,4847,,2021-04-21T00:00:00
HR,310306,6643,,2021-04-21T00:00:00
GR,320629,9627,,2021-04-21T00:00:00
SK,376709,11244,,2021-04-21T00:00:00
BG,390911,15518,,2021-04-21T00:00:00
AT,594057,9709,,2021-04-21T00:00:00
HU,757360,25787,,2021-04-21T00:00:00
PT,831645,16951,,2021-04-21T00:00:00
SE,916830,13825,,2021-04-21T00:00:00
BE,954962,23834,,2021-04-21T00:00:00
RO,1034003,26618,,2021-04-21T00:00:00
NL,1415974,16944,,2021-04-21T00:00:00
CZ,1609861,28711,,2021-04-21T00:00:00
PL,2704571,62734,,2021-04-21T00:00:00
DE,3188192,80634,,2021-04-21T00:00:00
ES,3435840,77216,,2021-04-21T00:00:00
IT,3891063,117633,,2021-04-21T00:00:00
FR,5339920,101597,,2021-04-21T00:00:00
LI,2851,57,,2021-04-22T00:00:00
IS,6362,29,,2021-04-22T00:00:00
MT,30063,411,,2021-04-22T00:00:00
CY,58865,295,,2021-04-22T00:00:00
LU,65604,788,,2021-04-22T00:00:00
FI,84797,899,,2021-04-22T00:00:00
NO,108587,734,,2021-04-22T00:00:00
LV,112983,2079,,2021-04-22T00:00:00
EE,119218,1120,,2021-04-22T00:00:00
SI,234068,4479,,2021-04-22T00:00:00
LT,236533,3802,,2021-04-22T00:00:00
IE,244695,4856,,2021-04-22T00:00:00
DK,244868,2465,,2021-04-22T00:00:00
HR,313423,6692,,2021-04-22T00:00:00
GR,323639,9713,,2021-04-22T00:00:00
SK,377473,11304,,2021-04-22T00:00:00
BG,392913,15618,,2021-04-22T00:00:00
AT,596434,9749,,2021-04-22T00:00:00
HU,760967,26001,,2021-04-22T00:00:00
PT,832255,16952,,2021-04-22T00:00:00
SE,924340,13863,,2021-04-22T00:00:00
BE,960075,23867,,2021-04-22T00:00:00
RO,1037009,26793,,2021-04-22T00:00:00
NL,1424418,16962,,2021-04-22T00:00:00
CZ,1612832,28787,,2021-04-22T00:00:00
PL,2718493,63473,,2021-04-22T00:00:00
