country,lau,cases,population,datetime
PT,VELAS,0,5093,2021-02-09T00:00:00
PT,CALHETA [R.A. AÇORES],31,3184,2021-02-09T00:00:00
PT,SANTA CRUZ DA GRACIOSA,48,4208,2021-02-09T00:00:00
PT,VILA DO PORTO,53,5616,2021-02-09T00:00:00
PT,LAGOA [R.A. AÇORES],54,14721,2021-02-09T00:00:00
PT,SÃO ROQUE DO PICO,61,3266,2021-02-09T00:00:00
PT,LAJES DAS FLORES,68,1463,2021-02-09T00:00:00
PT,SÃO VICENTE,78,5143,2021-02-09T00:00:00
PT,NORDESTE,82,4862,2021-02-09T00:00:00
PT,ANGRA DO HEROÍSMO,109,33807,2021-02-09T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,117,21317,2021-02-09T00:00:00
PT,MADALENA,119,5895,2021-02-09T00:00:00
PT,PONTA DELGADA,122,67935,2021-02-09T00:00:00
PT,ALJEZUR,125,5594,2021-02-09T00:00:00
PT,PORTO MONIZ,128,2342,2021-02-09T00:00:00
PT,SANTANA,134,6711,2021-02-09T00:00:00
PT,LAJES DO PICO,134,4490,2021-02-09T00:00:00
PT,POVOAÇÃO,135,5927,2021-02-09T00:00:00
PT,SANTA CRUZ DAS FLORES,185,2165,2021-02-09T00:00:00
PT,HORTA,200,14521,2021-02-09T00:00:00
PT,VILA DO BISPO,233,5154,2021-02-09T00:00:00
PT,PORTO SANTO,288,5202,2021-02-09T00:00:00
PT,RIBEIRA BRAVA,354,12435,2021-02-09T00:00:00
PT,PONTA DO SOL,372,8593,2021-02-09T00:00:00
PT,PROENÇA-A-NOVA,397,7298,2021-02-09T00:00:00
PT,CALHETA [R.A. MADEIRA],405,10867,2021-02-09T00:00:00
PT,CORVO,431,464,2021-02-09T00:00:00
PT,ALVITO,444,2477,2021-02-09T00:00:00
PT,VIMIOSO,447,4023,2021-02-09T00:00:00
PT,AVIS,471,4247,2021-02-09T00:00:00
PT,VIDIGUEIRA,472,5510,2021-02-09T00:00:00
PT,VILA FRANCA DO CAMPO,480,11051,2021-02-09T00:00:00
PT,LAGOA,496,22762,2021-02-09T00:00:00
PT,FUNCHAL,504,104024,2021-02-09T00:00:00
PT,MOURÃO,531,2450,2021-02-09T00:00:00
PT,MACHICO,556,19981,2021-02-09T00:00:00
PT,CRATO,575,3129,2021-02-09T00:00:00
PT,MORA,580,4138,2021-02-09T00:00:00
PT,ALMODÔVAR,595,6725,2021-02-09T00:00:00
PT,TORRE DE MONCORVO,598,7695,2021-02-09T00:00:00
PT,PAÇOS DE FERREIRA,628,56728,2021-02-09T00:00:00
PT,PORTIMÃO,640,55483,2021-02-09T00:00:00
PT,CONSTÂNCIA,645,4030,2021-02-09T00:00:00
PT,SERTÃ,652,14577,2021-02-09T00:00:00
PT,RIBEIRA GRANDE,661,32811,2021-02-09T00:00:00
PT,IDANHA-A-NOVA,696,8043,2021-02-09T00:00:00
PT,NISA,709,6061,2021-02-09T00:00:00
PT,MONDIM DE BASTO,720,6946,2021-02-09T00:00:00
PT,SILVES,726,36226,2021-02-09T00:00:00
PT,ODEMIRA,732,24717,2021-02-09T00:00:00
PT,OLEIROS,740,5003,2021-02-09T00:00:00
PT,MARINHA GRANDE,756,38508,2021-02-09T00:00:00
PT,SANTA CRUZ,757,45281,2021-02-09T00:00:00
PT,ALTER DO CHÃO,758,3165,2021-02-09T00:00:00
PT,PAREDES,762,86067,2021-02-09T00:00:00
PT,FERREIRA DO ALENTEJO,778,7845,2021-02-09T00:00:00
PT,SÃO BRÁS DE ALPORTEL,787,10416,2021-02-09T00:00:00
PT,MARCO DE CANAVESES,800,51496,2021-02-09T00:00:00
PT,VILA NOVA DA BARQUINHA,804,7461,2021-02-09T00:00:00
PT,MONFORTE,807,2975,2021-02-09T00:00:00
PT,CARRAZEDA DE ANSIÃES,812,5666,2021-02-09T00:00:00
PT,SINES,817,13715,2021-02-09T00:00:00
PT,CADAVAL,826,13673,2021-02-09T00:00:00
PT,MAIA,843,138971,2021-02-09T00:00:00
PT,LAGOS,843,30374,2021-02-09T00:00:00
PT,GOLEGÃ,843,5339,2021-02-09T00:00:00
PT,MORTÁGUA,852,8803,2021-02-09T00:00:00
PT,ALIJÓ,856,10625,2021-02-09T00:00:00
PT,VAGOS,858,22740,2021-02-09T00:00:00
PT,PORTALEGRE,861,22172,2021-02-09T00:00:00
PT,ALBUFEIRA,869,41528,2021-02-09T00:00:00
PT,SERPA,874,14304,2021-02-09T00:00:00
PT,MAÇÃO,878,6267,2021-02-09T00:00:00
PT,SANTA MARTA DE PENAGUIÃO,879,6599,2021-02-09T00:00:00
PT,SOUSEL,884,4412,2021-02-09T00:00:00
PT,LOUSADA,892,46755,2021-02-09T00:00:00
PT,VALONGO,895,97444,2021-02-09T00:00:00
PT,PENAFIEL,899,69772,2021-02-09T00:00:00
PT,ENTRONCAMENTO,900,21558,2021-02-09T00:00:00
PT,VILA POUCA DE AGUIAR,903,11961,2021-02-09T00:00:00
PT,CHAVES,905,39343,2021-02-09T00:00:00
PT,TAVIRA,913,24530,2021-02-09T00:00:00
PT,VENDAS NOVAS,915,11255,2021-02-09T00:00:00
PT,BARRANCOS,918,1634,2021-02-09T00:00:00
PT,PORTO,928,216606,2021-02-09T00:00:00
PT,CABECEIRAS DE BASTO,928,15628,2021-02-09T00:00:00
PT,MIRA,947,11832,2021-02-09T00:00:00
