country,nuts_2,nuts_3,lau,cases,population,datetime
PT,Açores,AÇORES,VELAS,0,5093,2021-01-29T00:00:00
PT,Açores,AÇORES,CORVO,0,464,2021-01-29T00:00:00
PT,Açores,AÇORES,SÃO ROQUE DO PICO,0,3266,2021-01-29T00:00:00
PT,Açores,AÇORES,LAJES DO PICO,0,4490,2021-01-29T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DA GRACIOSA,24,4208,2021-01-29T00:00:00
PT,Açores,AÇORES,MADALENA,34,5895,2021-01-29T00:00:00
PT,Algarve,FARO,MONCHIQUE,39,5077,2021-01-29T00:00:00
PT,Açores,AÇORES,VILA DO PORTO,53,5616,2021-01-29T00:00:00
PT,Açores,AÇORES,CALHETA [R.A. AÇORES],63,3184,2021-01-29T00:00:00
PT,Açores,AÇORES,POVOAÇÃO,67,5927,2021-01-29T00:00:00
PT,Açores,AÇORES,HORTA,69,14521,2021-01-29T00:00:00
PT,Açores,AÇORES,ANGRA DO HEROÍSMO,74,33807,2021-01-29T00:00:00
PT,Madeira,MADEIRA,SÃO VICENTE,78,5143,2021-01-29T00:00:00
PT,Açores,AÇORES,NORDESTE,82,4862,2021-01-29T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DAS FLORES,92,2165,2021-01-29T00:00:00
PT,Açores,AÇORES,VILA DA PRAIA DA VITÓRIA,108,21317,2021-01-29T00:00:00
PT,Açores,AÇORES,LAJES DAS FLORES,137,1463,2021-01-29T00:00:00
PT,Madeira,MADEIRA,CALHETA [R.A. MADEIRA],138,10867,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,CARRAZEDA DE ANSIÃES,159,5666,2021-01-29T00:00:00
PT,Madeira,MADEIRA,PONTA DO SOL,244,8593,2021-01-29T00:00:00
PT,Algarve,FARO,ALJEZUR,250,5594,2021-01-29T00:00:00
PT,Açores,AÇORES,PONTA DELGADA,258,67935,2021-01-29T00:00:00
PT,Madeira,MADEIRA,FUNCHAL,278,104024,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,TORRE DE MONCORVO,312,7695,2021-01-29T00:00:00
PT,Madeira,MADEIRA,SANTANA,328,6711,2021-01-29T00:00:00
PT,Centro,LEIRIA,CASTANHEIRA DE PÊRA,344,2614,2021-01-29T00:00:00
PT,Norte,VISEU,RESENDE,345,10137,2021-01-29T00:00:00
PT,Algarve,FARO,VILA DO BISPO,349,5154,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,FREIXO DE ESPADA À CINTA,364,3298,2021-01-29T00:00:00
PT,Madeira,MADEIRA,RIBEIRA BRAVA,370,12435,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,PROENÇA-A-NOVA,384,7298,2021-01-29T00:00:00
PT,Madeira,MADEIRA,PORTO MONIZ,384,2342,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,VILA DE REI,391,3323,2021-01-29T00:00:00
PT,Açores,AÇORES,LAGOA [R.A. AÇORES],421,14721,2021-01-29T00:00:00
PT,Madeira,MADEIRA,SANTA CRUZ,437,45281,2021-01-29T00:00:00
PT,Madeira,MADEIRA,MACHICO,440,19981,2021-01-29T00:00:00
PT,Alentejo,BEJA,ODEMIRA,441,24717,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,SARDOAL,454,3741,2021-01-29T00:00:00
PT,Alentejo,BEJA,CASTRO VERDE,460,6949,2021-01-29T00:00:00
PT,Algarve,FARO,PORTIMÃO,470,55483,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,VILA VELHA DE RÓDÃO,477,3144,2021-01-29T00:00:00
PT,Alentejo,SETÚBAL,SANTIAGO DO CACÉM,483,28791,2021-01-29T00:00:00
PT,Algarve,FARO,SÃO BRÁS DE ALPORTEL,490,10416,2021-01-29T00:00:00
PT,Algarve,FARO,LAGOA,545,22762,2021-01-29T00:00:00
PT,Alentejo,BEJA,SERPA,559,14304,2021-01-29T00:00:00
PT,Norte,PORTO,PAÇOS DE FERREIRA,582,56728,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,CADAVAL,592,13673,2021-01-29T00:00:00
PT,Algarve,FARO,ALCOUTIM,602,2159,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,OLEIROS,620,5003,2021-01-29T00:00:00
PT,Alentejo,SETÚBAL,SINES,642,13715,2021-01-29T00:00:00
PT,Algarve,FARO,SILVES,679,36226,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ALPIARÇA,680,7059,2021-01-29T00:00:00
PT,Norte,PORTO,MARCO DE CANAVESES,689,51496,2021-01-29T00:00:00
PT,Norte,PORTO,LOUSADA,697,46755,2021-01-29T00:00:00
PT,Centro,COIMBRA,PENELA,704,5397,2021-01-29T00:00:00
PT,Norte,VILA REAL,MESÃO FRIO,706,3964,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CARTAXO,709,23843,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,VILA NOVA DA BARQUINHA,710,7461,2021-01-29T00:00:00
PT,Alentejo,PORTALEGRE,AVIS,730,4247,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,BOMBARRAL,733,12558,2021-01-29T00:00:00
PT,Algarve,FARO,LAGOS,734,30374,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,LOURINHÃ,754,25855,2021-01-29T00:00:00
PT,Centro,COIMBRA,MIRA,769,11832,2021-01-29T00:00:00
PT,Norte,PORTO,MAIA,776,138971,2021-01-29T00:00:00
PT,Norte,PORTO,VILA NOVA DE GAIA,792,300472,2021-01-29T00:00:00
PT,Alentejo,PORTALEGRE,SOUSEL,793,4412,2021-01-29T00:00:00
PT,Norte,VILA REAL,SABROSA,811,5918,2021-01-29T00:00:00
PT,Alentejo,PORTALEGRE,PORTALEGRE,816,22172,2021-01-29T00:00:00
PT,Alentejo,ÉVORA,MOURÃO,816,2450,2021-01-29T00:00:00
PT,Norte,AVEIRO,CASTELO DE PAIVA,822,15454,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,GOLEGÃ,824,5339,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,CALDAS DA RAINHA,826,51912,2021-01-29T00:00:00
PT,Alentejo,SETÚBAL,GRÂNDOLA,827,14639,2021-01-29T00:00:00
PT,Norte,PORTO,PAREDES,857,86067,2021-01-29T00:00:00
PT,Norte,VISEU,CINFÃES,866,18244,2021-01-29T00:00:00
PT,Norte,VILA REAL,VILA POUCA DE AGUIAR,869,11961,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ABRANTES,871,35130,2021-01-29T00:00:00
PT,Alentejo,BEJA,ALJUSTREL,873,8247,2021-01-29T00:00:00
PT,Centro,AVEIRO,VAGOS,875,22740,2021-01-29T00:00:00
PT,Norte,AVEIRO,ESPINHO,881,29516,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CHAMUSCA,881,9197,2021-01-29T00:00:00
PT,Centro,COIMBRA,FIGUEIRA DA FOZ,883,58747,2021-01-29T00:00:00
PT,Algarve,FARO,OLHÃO,885,44405,2021-01-29T00:00:00
PT,Centro,COIMBRA,SOURE,894,17120,2021-01-29T00:00:00
PT,Norte,VIANA DO CASTELO,MONÇÃO,895,17869,2021-01-29T00:00:00
PT,Norte,PORTO,MATOSINHOS,899,175357,2021-01-29T00:00:00
PT,Norte,BRAGA,VIZELA,900,23897,2021-01-29T00:00:00
PT,Centro,COIMBRA,MONTEMOR-O-VELHO,908,25224,2021-01-29T00:00:00
PT,Norte,PORTO,PORTO,918,216606,2021-01-29T00:00:00
PT,Norte,PORTO,PENAFIEL,926,69772,2021-01-29T00:00:00
PT,Alentejo,BEJA,VIDIGUEIRA,926,5510,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CORUCHE,927,17471,2021-01-29T00:00:00
PT,Norte,VILA REAL,MONDIM DE BASTO,936,6946,2021-01-29T00:00:00
PT,Centro,GUARDA,GOUVEIA,961,12387,2021-01-29T00:00:00
PT,Norte,VILA REAL,ALIJÓ,969,10625,2021-01-29T00:00:00
PT,Madeira,MADEIRA,CÂMARA DE LOBOS,980,33675,2021-01-29T00:00:00
PT,Norte,PORTO,BAIÃO,981,18748,2021-01-29T00:00:00
PT,Alentejo,PORTALEGRE,CRATO,991,3129,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,VIMIOSO,994,4023,2021-01-29T00:00:00
PT,Centro,LEIRIA,MARINHA GRANDE,1002,38508,2021-01-29T00:00:00
PT,Norte,PORTO,VALONGO,1003,97444,2021-01-29T00:00:00
PT,Centro,COIMBRA,LOUSÃ,1008,17158,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,NAZARÉ,1010,14165,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,AZAMBUJA,1013,22716,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,MONTIJO,1014,57614,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,BELMONTE,1016,6398,2021-01-29T00:00:00
PT,Centro,AVEIRO,ALBERGARIA-A-VELHA,1019,24144,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,COVILHÃ,1020,46787,2021-01-29T00:00:00
PT,Centro,AVEIRO,ÍLHAVO,1026,38699,2021-01-29T00:00:00
PT,Norte,VISEU,TABUAÇO,1028,6033,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,ÓBIDOS,1030,11850,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,ALENQUER,1033,44052,2021-01-29T00:00:00
PT,Madeira,MADEIRA,PORTO SANTO,1038,5202,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CONSTÂNCIA,1042,4030,2021-01-29T00:00:00
PT,Centro,GUARDA,SABUGAL,1049,10585,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,SESIMBRA,1049,51858,2021-01-29T00:00:00
PT,Centro,AVEIRO,AVEIRO,1054,78734,2021-01-29T00:00:00
PT,Alentejo,PORTALEGRE,GAVIÃO,1073,3263,2021-01-29T00:00:00
PT,Açores,AÇORES,VILA FRANCA DO CAMPO,1077,11051,2021-01-29T00:00:00
PT,Algarve,FARO,VILA REAL DE SANTO ANTÓNIO,1083,18749,2021-01-29T00:00:00
PT,Norte,PORTO,TROFA,1085,38418,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,CASCAIS,1089,213608,2021-01-29T00:00:00
PT,Norte,PORTO,AMARANTE,1096,53193,2021-01-29T00:00:00
PT,Norte,VILA REAL,VILA REAL,1097,49962,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,ALCOCHETE,1097,19787,2021-01-29T00:00:00
PT,Alentejo,PORTALEGRE,MARVÃO,1098,3005,2021-01-29T00:00:00
PT,Norte,BRAGA,CABECEIRAS DE BASTO,1107,15628,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,SEIXAL,1111,167752,2021-01-29T00:00:00
PT,Norte,BRAGA,FAFE,1113,48060,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,MIRANDELA,1122,21754,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,VINHAIS,1123,7746,2021-01-29T00:00:00
PT,Norte,BRAGA,AMARES,1125,18129,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,OEIRAS,1126,177408,2021-01-29T00:00:00
PT,Norte,PORTO,FELGUEIRAS,1129,56422,2021-01-29T00:00:00
PT,Norte,BRAGANÇA,MACEDO DE CAVALEIROS,1144,14516,2021-01-29T00:00:00
PT,Norte,PORTO,GONDOMAR,1145,165985,2021-01-29T00:00:00
PT,Centro,LEIRIA,LEIRIA,1147,125267,2021-01-29T00:00:00
PT,Alentejo,ÉVORA,ÉVORA,1154,52428,2021-01-29T00:00:00
PT,Algarve,FARO,FARO,1157,61015,2021-01-29T00:00:00
PT,Centro,VISEU,MORTÁGUA,1159,8803,2021-01-29T00:00:00
PT,Centro,GUARDA,ALMEIDA,1166,5830,2021-01-29T00:00:00
PT,Algarve,FARO,CASTRO MARIM,1170,6237,2021-01-29T00:00:00
PT,Centro,LEIRIA,BATALHA,1178,15963,2021-01-29T00:00:00
PT,Alentejo,BEJA,MÉRTOLA,1189,6142,2021-01-29T00:00:00
PT,Norte,BRAGA,BRAGA,1194,182679,2021-01-29T00:00:00
PT,Centro,GUARDA,MANTEIGAS,1197,3007,2021-01-29T00:00:00
PT,Centro,AVEIRO,OLIVEIRA DO BAIRRO,1199,24277,2021-01-29T00:00:00
PT,Norte,AVEIRO,OLIVEIRA DE AZEMÉIS,1204,66011,2021-01-29T00:00:00
PT,Centro,COIMBRA,OLIVEIRA DO HOSPITAL,1210,19253,2021-01-29T00:00:00
PT,Norte,VIANA DO CASTELO,VALENÇA,1211,13290,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,BARREIRO,1216,75147,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,SOBRAL DE MONTE AGRAÇO,1221,10651,2021-01-29T00:00:00
PT,Centro,GUARDA,SEIA,1223,22234,2021-01-29T00:00:00
PT,Centro,VISEU,SANTA COMBA DÃO,1234,10452,2021-01-29T00:00:00
PT,Centro,COIMBRA,CONDEIXA-A-NOVA,1241,17733,2021-01-29T00:00:00
PT,Norte,BRAGA,TERRAS DE BOURO,1258,6361,2021-01-29T00:00:00
PT,Norte,VIANA DO CASTELO,VIANA DO CASTELO,1265,84417,2021-01-29T00:00:00
PT,Alentejo,ÉVORA,PORTEL,1270,5828,2021-01-29T00:00:00
PT,Alentejo,ÉVORA,REDONDO,1275,6353,2021-01-29T00:00:00
PT,Centro,LEIRIA,ALVAIÁZERE,1288,6597,2021-01-29T00:00:00
PT,Norte,AVEIRO,VALE DE CAMBRA,1289,21327,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,ALMADA,1291,169039,2021-01-29T00:00:00
PT,Alentejo,BEJA,FERREIRA DO ALENTEJO,1300,7845,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,PENICHE,1302,26501,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,CASTELO BRANCO,1302,51987,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,PENAMACOR,1304,4755,2021-01-29T00:00:00
PT,Centro,CASTELO BRANCO,IDANHA-A-NOVA,1318,8043,2021-01-29T00:00:00
PT,Norte,VILA REAL,CHAVES,1324,39343,2021-01-29T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,AMADORA,1326,184106,2021-01-29T00:00:00
PT,Norte,VILA REAL,VALPAÇOS,1343,14818,2021-01-29T00:00:00
