country,nuts_2,nuts_3,lau,cases,population,datetime
PT,Alentejo,PORTALEGRE,PORTALEGRE,501,22172,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,ALENQUER,504,44052,2021-01-09T00:00:00
PT,Centro,AVEIRO,MURTOSA,506,10279,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,TORRES NOVAS,507,34933,2021-01-09T00:00:00
PT,Norte,PORTO,MARCO DE CANAVESES,507,51496,2021-01-09T00:00:00
PT,Centro,COIMBRA,MONTEMOR-O-VELHO,511,25224,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,CASTELO DE VIDE,514,2919,2021-01-09T00:00:00
PT,Centro,VISEU,CASTRO DAIRE,514,13823,2021-01-09T00:00:00
PT,Norte,PORTO,SANTO TIRSO,519,68055,2021-01-09T00:00:00
PT,Centro,AVEIRO,OVAR,520,54260,2021-01-09T00:00:00
PT,Norte,BRAGA,VIEIRA DO MINHO,524,11842,2021-01-09T00:00:00
PT,Norte,PORTO,GONDOMAR,525,165985,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,ARRUDA DOS VINHOS,526,15412,2021-01-09T00:00:00
PT,Centro,LEIRIA,PEDRÓGÃO GRANDE,528,3410,2021-01-09T00:00:00
PT,Centro,LEIRIA,LEIRIA,533,125267,2021-01-09T00:00:00
PT,Norte,AVEIRO,OLIVEIRA DE AZEMÉIS,535,66011,2021-01-09T00:00:00
PT,Norte,AVEIRO,AROUCA,536,20720,2021-01-09T00:00:00
PT,Norte,VISEU,PENEDONO,540,2591,2021-01-09T00:00:00
PT,Centro,COIMBRA,MIRANDA DO CORVO,543,12708,2021-01-09T00:00:00
PT,Norte,VIANA DO CASTELO,CAMINHA,548,15877,2021-01-09T00:00:00
PT,Norte,AVEIRO,SÃO JOÃO DA MADEIRA,551,21958,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,BARREIRO,555,75147,2021-01-09T00:00:00
PT,Norte,VILA REAL,MESÃO FRIO,555,3964,2021-01-09T00:00:00
PT,Centro,CASTELO BRANCO,CASTELO BRANCO,560,51987,2021-01-09T00:00:00
PT,Norte,AVEIRO,SANTA MARIA DA FEIRA,571,138636,2021-01-09T00:00:00
PT,Centro,LEIRIA,CASTANHEIRA DE PÊRA,574,2614,2021-01-09T00:00:00
PT,Norte,BRAGA,TERRAS DE BOURO,582,6361,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,AVIS,589,4247,2021-01-09T00:00:00
PT,Norte,BRAGA,GUIMARÃES,598,152309,2021-01-09T00:00:00
PT,Centro,COIMBRA,CONDEIXA-A-NOVA,603,17733,2021-01-09T00:00:00
PT,Norte,PORTO,AMARANTE,620,53193,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,ESTREMOZ,629,12728,2021-01-09T00:00:00
PT,Norte,BRAGA,BRAGA,632,182679,2021-01-09T00:00:00
PT,Norte,VISEU,LAMEGO,635,24895,2021-01-09T00:00:00
PT,Centro,GUARDA,CELORICO DA BEIRA,635,6928,2021-01-09T00:00:00
PT,Norte,BRAGA,VILA NOVA DE FAMALICÃO,649,131676,2021-01-09T00:00:00
PT,Norte,BRAGA,VILA VERDE,663,46911,2021-01-09T00:00:00
PT,Centro,AVEIRO,MEALHADA,668,19914,2021-01-09T00:00:00
PT,Centro,LEIRIA,PORTO DE MÓS,670,23275,2021-01-09T00:00:00
PT,Centro,LEIRIA,ANSIÃO,673,12039,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,ALCOCHETE,687,19787,2021-01-09T00:00:00
PT,Centro,AVEIRO,ANADIA,690,27258,2021-01-09T00:00:00
PT,Norte,PORTO,TROFA,716,38418,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,ALANDROAL,721,4992,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,SOUSEL,725,4412,2021-01-09T00:00:00
PT,Norte,VILA REAL,SANTA MARTA DE PENAGUIÃO,727,6599,2021-01-09T00:00:00
PT,Açores,AÇORES,VILA FRANCA DO CAMPO,733,11051,2021-01-09T00:00:00
PT,Centro,COIMBRA,VILA NOVA DE POIARES,735,6939,2021-01-09T00:00:00
PT,Norte,VILA REAL,RIBEIRA DE PENA,748,6016,2021-01-09T00:00:00
PT,Norte,BRAGA,PÓVOA DE LANHOSO,763,21499,2021-01-09T00:00:00
PT,Norte,BRAGANÇA,BRAGANÇA,768,33607,2021-01-09T00:00:00
PT,Norte,VILA REAL,VILA REAL,773,49962,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,RIO MAIOR,780,20379,2021-01-09T00:00:00
PT,Alentejo,BEJA,MÉRTOLA,782,6142,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,VENDAS NOVAS,817,11255,2021-01-09T00:00:00
PT,Centro,GUARDA,PINHEL,822,8511,2021-01-09T00:00:00
PT,Norte,VILA REAL,VILA POUCA DE AGUIAR,828,11961,2021-01-09T00:00:00
PT,Centro,COIMBRA,TÁBUA,844,11368,2021-01-09T00:00:00
PT,Norte,BRAGANÇA,MIRANDA DO DOURO,864,6830,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,ELVAS,867,20528,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,ÉVORA,875,52428,2021-01-09T00:00:00
PT,Centro,GUARDA,GUARDA,883,38969,2021-01-09T00:00:00
PT,Norte,VILA REAL,CHAVES,885,39343,2021-01-09T00:00:00
PT,Norte,PORTO,PÓVOA DE VARZIM,892,62784,2021-01-09T00:00:00
PT,Centro,VISEU,MORTÁGUA,909,8803,2021-01-09T00:00:00
PT,Norte,PORTO,VILA DO CONDE,916,79899,2021-01-09T00:00:00
PT,Centro,GUARDA,MANTEIGAS,931,3007,2021-01-09T00:00:00
PT,Centro,COIMBRA,OLIVEIRA DO HOSPITAL,966,19253,2021-01-09T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,MAÇÃO,973,6267,2021-01-09T00:00:00
PT,Norte,VILA REAL,PESO DA RÉGUA,976,15773,2021-01-09T00:00:00
PT,Centro,CASTELO BRANCO,IDANHA-A-NOVA,982,8043,2021-01-09T00:00:00
PT,Norte,BRAGA,BARCELOS,989,116187,2021-01-09T00:00:00
PT,Centro,CASTELO BRANCO,PENAMACOR,1009,4755,2021-01-09T00:00:00
PT,Norte,BRAGANÇA,VIMIOSO,1019,4023,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,CRATO,1023,3129,2021-01-09T00:00:00
PT,Norte,BRAGA,ESPOSENDE,1036,34177,2021-01-09T00:00:00
PT,Norte,VILA REAL,VALPAÇOS,1039,14818,2021-01-09T00:00:00
PT,Centro,VISEU,MANGUALDE,1135,18510,2021-01-09T00:00:00
PT,Norte,VIANA DO CASTELO,PONTE DA BARCA,1163,11180,2021-01-09T00:00:00
PT,Norte,BRAGANÇA,ALFÂNDEGA DA FÉ,1231,4550,2021-01-09T00:00:00
PT,Norte,VILA REAL,MONTALEGRE,1234,8997,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,GAVIÃO,1257,3263,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,MARVÃO,1265,3005,2021-01-09T00:00:00
PT,Norte,VISEU,ARMAMAR,1317,5769,2021-01-09T00:00:00
PT,Centro,LEIRIA,FIGUEIRÓ DOS VINHOS,1347,5568,2021-01-09T00:00:00
PT,Norte,BRAGANÇA,MACEDO DE CAVALEIROS,1454,14516,2021-01-09T00:00:00
PT,Norte,VISEU,TABUAÇO,1459,6033,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,VIANA DO ALENTEJO,1613,5145,2021-01-09T00:00:00
PT,Alentejo,PORTALEGRE,NISA,1815,6061,2021-01-09T00:00:00
PT,Alentejo,BEJA,VIDIGUEIRA,1942,5510,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,MORA,2682,4138,2021-01-09T00:00:00
PT,Alentejo,ÉVORA,MOURÃO,3388,2450,2021-01-09T00:00:00
