country,lau,cases,population,datetime
PT,VELAS,0,5093,2021-02-07T00:00:00
PT,NORDESTE,21,4862,2021-02-07T00:00:00
PT,SANTA CRUZ DA GRACIOSA,24,4208,2021-02-07T00:00:00
PT,SÃO VICENTE,58,5143,2021-02-07T00:00:00
PT,SÃO ROQUE DO PICO,61,3266,2021-02-07T00:00:00
PT,CALHETA [R.A. AÇORES],63,3184,2021-02-07T00:00:00
PT,MADALENA,68,5895,2021-02-07T00:00:00
PT,VILA DO PORTO,71,5616,2021-02-07T00:00:00
PT,ANGRA DO HEROÍSMO,86,33807,2021-02-07T00:00:00
PT,MONCHIQUE,98,5077,2021-02-07T00:00:00
PT,HORTA,103,14521,2021-02-07T00:00:00
PT,LAJES DO PICO,111,4490,2021-02-07T00:00:00
PT,POVOAÇÃO,118,5927,2021-02-07T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,122,21317,2021-02-07T00:00:00
PT,PORTO MONIZ,128,2342,2021-02-07T00:00:00
PT,LAGOA [R.A. AÇORES],149,14721,2021-02-07T00:00:00
PT,SANTA CRUZ DAS FLORES,185,2165,2021-02-07T00:00:00
PT,PONTA DELGADA,191,67935,2021-02-07T00:00:00
PT,ALJEZUR,197,5594,2021-02-07T00:00:00
PT,LAJES DAS FLORES,205,1463,2021-02-07T00:00:00
PT,CORVO,216,464,2021-02-07T00:00:00
PT,CALHETA [R.A. MADEIRA],230,10867,2021-02-07T00:00:00
PT,CÂMARA DE LOBOS,258,33675,2021-02-07T00:00:00
PT,SANTANA,283,6711,2021-02-07T00:00:00
PT,PONTA DO SOL,303,8593,2021-02-07T00:00:00
PT,SANTA CRUZ,314,45281,2021-02-07T00:00:00
PT,VILA DO BISPO,369,5154,2021-02-07T00:00:00
PT,FUNCHAL,373,104024,2021-02-07T00:00:00
PT,RIBEIRA BRAVA,378,12435,2021-02-07T00:00:00
PT,PROENÇA-A-NOVA,452,7298,2021-02-07T00:00:00
PT,CARRAZEDA DE ANSIÃES,494,5666,2021-02-07T00:00:00
PT,OLEIROS,500,5003,2021-02-07T00:00:00
PT,MACHICO,520,19981,2021-02-07T00:00:00
PT,VIDIGUEIRA,526,5510,2021-02-07T00:00:00
PT,TORRE DE MONCORVO,546,7695,2021-02-07T00:00:00
PT,VIMIOSO,547,4023,2021-02-07T00:00:00
PT,LAGOA,549,22762,2021-02-07T00:00:00
PT,PORTIMÃO,566,55483,2021-02-07T00:00:00
PT,ODEMIRA,583,24717,2021-02-07T00:00:00
PT,MOURÃO,612,2450,2021-02-07T00:00:00
PT,SERPA,636,14304,2021-02-07T00:00:00
PT,IDANHA-A-NOVA,647,8043,2021-02-07T00:00:00
PT,MESÃO FRIO,656,3964,2021-02-07T00:00:00
PT,PAÇOS DE FERREIRA,668,56728,2021-02-07T00:00:00
PT,VILA FRANCA DO CAMPO,670,11051,2021-02-07T00:00:00
PT,AVIS,683,4247,2021-02-07T00:00:00
PT,PORTO SANTO,692,5202,2021-02-07T00:00:00
PT,CADAVAL,717,13673,2021-02-07T00:00:00
PT,SÃO BRÁS DE ALPORTEL,720,10416,2021-02-07T00:00:00
