country,lau,cases,population,datetime
PT,VIMIOSO,0,4023,2021-10-21T00:00:00
PT,FORNOS DE ALGODRES,0,4528,2021-10-21T00:00:00
PT,CRATO,0,3129,2021-10-21T00:00:00
PT,CORVO,0,464,2021-10-21T00:00:00
PT,CONSTÂNCIA,0,4030,2021-10-21T00:00:00
PT,CELORICO DA BEIRA,0,6928,2021-10-21T00:00:00
PT,CASTRO MARIM,0,6237,2021-10-21T00:00:00
PT,CASTELO DE VIDE,0,2919,2021-10-21T00:00:00
PT,CARRAZEDA DE ANSIÃES,0,5666,2021-10-21T00:00:00
PT,CALHETA [R.A. AÇORES],0,3184,2021-10-21T00:00:00
PT,BOTICAS,0,4998,2021-10-21T00:00:00
PT,BORBA,0,6736,2021-10-21T00:00:00
PT,ARRONCHES,0,2820,2021-10-21T00:00:00
PT,ARRAIOLOS,0,6928,2021-10-21T00:00:00
PT,ARMAMAR,0,5769,2021-10-21T00:00:00
PT,ALMEIDA,0,5830,2021-10-21T00:00:00
PT,ALFÂNDEGA DA FÉ,0,4550,2021-10-21T00:00:00
PT,ALCOCHETE,0,19787,2021-10-21T00:00:00
PT,FREIXO DE ESPADA À CINTA,0,3298,2021-10-21T00:00:00
PT,FRONTEIRA,0,2974,2021-10-21T00:00:00
PT,VILA VIÇOSA,0,7656,2021-10-21T00:00:00
PT,GOLEGÃ,0,5339,2021-10-21T00:00:00
PT,VENDAS NOVAS,0,11255,2021-10-21T00:00:00
PT,TERRAS DE BOURO,0,6361,2021-10-21T00:00:00
PT,TABUAÇO,0,6033,2021-10-21T00:00:00
PT,SÃO ROQUE DO PICO,0,3266,2021-10-21T00:00:00
PT,SÃO JOÃO DA PESQUEIRA,0,7125,2021-10-21T00:00:00
PT,SANTANA,0,6711,2021-10-21T00:00:00
PT,SANTA CRUZ DAS FLORES,0,2165,2021-10-21T00:00:00
PT,SANTA CRUZ DA GRACIOSA,0,4208,2021-10-21T00:00:00
PT,SANTA COMBA DÃO,0,10452,2021-10-21T00:00:00
PT,GAVIÃO,0,3263,2021-10-21T00:00:00
PT,POVOAÇÃO,0,5927,2021-10-21T00:00:00
PT,PENELA,0,5397,2021-10-21T00:00:00
PT,OURIQUE,0,4607,2021-10-21T00:00:00
PT,MONDIM DE BASTO,0,6946,2021-10-21T00:00:00
PT,MÊDA,0,4587,2021-10-21T00:00:00
PT,MARVÃO,0,3005,2021-10-21T00:00:00
PT,LAJES DO PICO,0,4490,2021-10-21T00:00:00
PT,LAJES DAS FLORES,0,1463,2021-10-21T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,0,21317,2021-10-21T00:00:00
PT,ANGRA DO HEROÍSMO,3,33807,2021-10-21T00:00:00
PT,PONTE DE SOR,7,14994,2021-10-21T00:00:00
PT,VALENÇA,8,13290,2021-10-21T00:00:00
PT,ANSIÃO,8,12039,2021-10-21T00:00:00
