country,lau,cases,population,datetime
PT,ALTER DO CHÃO,0,3165,2021-12-05T00:00:00
PT,ARMAMAR,17,5769,2021-12-05T00:00:00
PT,VILA DO PORTO,18,5616,2021-12-05T00:00:00
PT,LAJES DO PICO,22,4490,2021-12-05T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,28,21317,2021-12-05T00:00:00
PT,ALMODÔVAR,30,6725,2021-12-05T00:00:00
PT,CALHETA [R.A. AÇORES],32,3184,2021-12-05T00:00:00
PT,TABUAÇO,33,6033,2021-12-05T00:00:00
PT,RIBEIRA DE PENA,33,6016,2021-12-05T00:00:00
PT,MADALENA,34,5895,2021-12-05T00:00:00
PT,MONÇÃO,39,17869,2021-12-05T00:00:00
PT,ALANDROAL,41,4992,2021-12-05T00:00:00
PT,NORDESTE,42,4862,2021-12-05T00:00:00
PT,SOUSEL,46,4412,2021-12-05T00:00:00
PT,SANTA CRUZ DAS FLORES,46,2165,2021-12-05T00:00:00
PT,VILA NOVA DE FOZ CÔA,47,6503,2021-12-05T00:00:00
PT,AVIS,48,4247,2021-12-05T00:00:00
PT,RESENDE,50,10137,2021-12-05T00:00:00
PT,OLIVEIRA DE FRADES,50,9936,2021-12-05T00:00:00
PT,VILA POUCA DE AGUIAR,59,11961,2021-12-05T00:00:00
PT,SÃO ROQUE DO PICO,61,3266,2021-12-05T00:00:00
PT,TAROUCA,64,7804,2021-12-05T00:00:00
PT,VILA FLOR,67,6044,2021-12-05T00:00:00
PT,POVOAÇÃO,68,5927,2021-12-05T00:00:00
PT,LAJES DAS FLORES,68,1463,2021-12-05T00:00:00
PT,VENDAS NOVAS,72,11255,2021-12-05T00:00:00
PT,SANTANA,75,6711,2021-12-05T00:00:00
PT,REGUENGOS DE MONSARAZ,81,10015,2021-12-05T00:00:00
PT,ALVITO,81,2477,2021-12-05T00:00:00
PT,VILA FRANCA DO CAMPO,82,11051,2021-12-05T00:00:00
PT,OLIVEIRA DO HOSPITAL,83,19253,2021-12-05T00:00:00
PT,SINES,88,13715,2021-12-05T00:00:00
PT,PEDRÓGÃO GRANDE,88,3410,2021-12-05T00:00:00
PT,FIGUEIRA DE CASTELO RODRIGO,89,5584,2021-12-05T00:00:00
PT,MONTEMOR-O-NOVO,91,15647,2021-12-05T00:00:00
PT,SANTA MARTA DE PENAGUIÃO,92,6599,2021-12-05T00:00:00
PT,REDONDO,95,6353,2021-12-05T00:00:00
PT,CRATO,98,3129,2021-12-05T00:00:00
PT,MELGAÇO,100,8093,2021-12-05T00:00:00
PT,VIZELA,100,23897,2021-12-05T00:00:00
PT,MONFORTE,102,2975,2021-12-05T00:00:00
PT,ELVAS,104,20528,2021-12-05T00:00:00
PT,ANGRA DO HEROÍSMO,107,33807,2021-12-05T00:00:00
PT,AGUIAR DA BEIRA,108,4652,2021-12-05T00:00:00
PT,ALFÂNDEGA DA FÉ,111,4550,2021-12-05T00:00:00
PT,TRANCOSO,112,8875,2021-12-05T00:00:00
PT,PORTALEGRE,114,22172,2021-12-05T00:00:00
PT,CASTRO VERDE,116,6949,2021-12-05T00:00:00
PT,ARRAIOLOS,116,6928,2021-12-05T00:00:00
PT,PONTA DO SOL,117,8593,2021-12-05T00:00:00
PT,HORTA,118,14521,2021-12-05T00:00:00
PT,PAÇOS DE FERREIRA,120,56728,2021-12-05T00:00:00
PT,LOUSADA,120,46755,2021-12-05T00:00:00
PT,BOTICAS,122,4998,2021-12-05T00:00:00
PT,SEVER DO VOUGA,124,11331,2021-12-05T00:00:00
PT,FERREIRA DO ALENTEJO,128,7845,2021-12-05T00:00:00
PT,FORNOS DE ALGODRES,132,4528,2021-12-05T00:00:00
PT,CAMINHA,133,15877,2021-12-05T00:00:00
PT,ARRUDA DOS VINHOS,139,15412,2021-12-05T00:00:00
PT,SEIA,144,22234,2021-12-05T00:00:00
PT,ARRONCHES,145,2820,2021-12-05T00:00:00
PT,MONDIM DE BASTO,145,6946,2021-12-05T00:00:00
PT,MAÇÃO,145,6267,2021-12-05T00:00:00
PT,MARCO DE CANAVESES,148,51496,2021-12-05T00:00:00
PT,MESÃO FRIO,152,3964,2021-12-05T00:00:00
PT,PAREDES DE COURA,153,8535,2021-12-05T00:00:00
PT,VIANA DO ALENTEJO,157,5145,2021-12-05T00:00:00
PT,VELAS,158,5093,2021-12-05T00:00:00
PT,TORRE DE MONCORVO,158,7695,2021-12-05T00:00:00
PT,OLEIROS,160,5003,2021-12-05T00:00:00
