country,lau,cases,population,datetime
PT,VELAS,276,5093,2022-01-15T00:00:00
PT,SANTA CRUZ DA GRACIOSA,383,4208,2022-01-15T00:00:00
PT,CALHETA [R.A. AÇORES],443,3184,2022-01-15T00:00:00
PT,CORVO,638,464,2022-01-15T00:00:00
PT,GAVIÃO,848,3263,2022-01-15T00:00:00
PT,AVIS,906,4247,2022-01-15T00:00:00
PT,GÓIS,928,3805,2022-01-15T00:00:00
PT,ALVITO,932,2477,2022-01-15T00:00:00
PT,SÃO ROQUE DO PICO,977,3266,2022-01-15T00:00:00
PT,MOURÃO,986,2450,2022-01-15T00:00:00
PT,MADALENA,986,5895,2022-01-15T00:00:00
PT,SANTA CRUZ DAS FLORES,1016,2165,2022-01-15T00:00:00
PT,MONCHIQUE,1125,5077,2022-01-15T00:00:00
PT,FERREIRA DO ALENTEJO,1230,7845,2022-01-15T00:00:00
PT,BARRANCOS,1232,1634,2022-01-15T00:00:00
PT,LAJES DO PICO,1252,4490,2022-01-15T00:00:00
PT,CUBA,1320,4595,2022-01-15T00:00:00
PT,VIDIGUEIRA,1334,5510,2022-01-15T00:00:00
PT,PAMPILHOSA DA SERRA,1364,4037,2022-01-15T00:00:00
PT,LAJES DAS FLORES,1368,1463,2022-01-15T00:00:00
PT,PINHEL,1376,8511,2022-01-15T00:00:00
PT,VILA FLOR,1381,6044,2022-01-15T00:00:00
PT,VIANA DO ALENTEJO,1390,5145,2022-01-15T00:00:00
PT,VILA NOVA DE FOZ CÔA,1401,6503,2022-01-15T00:00:00
PT,ALJEZUR,1411,5594,2022-01-15T00:00:00
PT,MORA,1412,4138,2022-01-15T00:00:00
PT,OLEIROS,1417,5003,2022-01-15T00:00:00
PT,TRANCOSO,1439,8875,2022-01-15T00:00:00
PT,GOUVEIA,1464,12387,2022-01-15T00:00:00
PT,TABUAÇO,1512,6033,2022-01-15T00:00:00
PT,OURIQUE,1518,4607,2022-01-15T00:00:00
PT,ODEMIRA,1531,24717,2022-01-15T00:00:00
PT,REDONDO,1544,6353,2022-01-15T00:00:00
PT,VILA DO PORTO,1550,5616,2022-01-15T00:00:00
PT,NORDESTE,1577,4862,2022-01-15T00:00:00
PT,CARRAZEDA DE ANSIÃES,1586,5666,2022-01-15T00:00:00
PT,SERNANCELHE,1674,5396,2022-01-15T00:00:00
PT,HORTA,1717,14521,2022-01-15T00:00:00
PT,FORNOS DE ALGODRES,1718,4528,2022-01-15T00:00:00
PT,VILA VELHA DE RÓDÃO,1750,3144,2022-01-15T00:00:00
PT,MELGAÇO,1752,8093,2022-01-15T00:00:00
PT,FIGUEIRA DE CASTELO RODRIGO,1754,5584,2022-01-15T00:00:00
PT,PENAMACOR,1757,4755,2022-01-15T00:00:00
PT,ALFÂNDEGA DA FÉ,1759,4550,2022-01-15T00:00:00
PT,TORRE DE MONCORVO,1762,7695,2022-01-15T00:00:00
PT,VILA NOVA DE POIARES,1767,6939,2022-01-15T00:00:00
PT,BELMONTE,1770,6398,2022-01-15T00:00:00
PT,SANTA COMBA DÃO,1771,10452,2022-01-15T00:00:00
PT,ANGRA DO HEROÍSMO,1783,33807,2022-01-15T00:00:00
PT,CANTANHEDE,1785,35011,2022-01-15T00:00:00
PT,SANTIAGO DO CACÉM,1812,28791,2022-01-15T00:00:00
PT,MÊDA,1814,4587,2022-01-15T00:00:00
PT,PONTA DELGADA,1821,67935,2022-01-15T00:00:00
PT,GRÂNDOLA,1842,14639,2022-01-15T00:00:00
PT,ALANDROAL,1859,4992,2022-01-15T00:00:00
PT,VILA REAL DE SANTO ANTÓNIO,1862,18749,2022-01-15T00:00:00
PT,CONDEIXA-A-NOVA,1866,17733,2022-01-15T00:00:00
PT,POVOAÇÃO,1883,5927,2022-01-15T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,1898,21317,2022-01-15T00:00:00
PT,MARVÃO,1906,3005,2022-01-15T00:00:00
PT,VILA FRANCA DO CAMPO,1912,11051,2022-01-15T00:00:00
PT,CASTANHEIRA DE PÊRA,1940,2614,2022-01-15T00:00:00
PT,ALCÁCER DO SAL,1949,11659,2022-01-15T00:00:00
PT,NELAS,1972,12974,2022-01-15T00:00:00
PT,ALVAIÁZERE,1973,6597,2022-01-15T00:00:00
PT,SOURE,1976,17120,2022-01-15T00:00:00
PT,VILA DO BISPO,1982,5154,2022-01-15T00:00:00
