country,nuts_2,nuts_3,lau,cases,population,datetime
PT,Açores,AÇORES,SÃO ROQUE DO PICO,0,3266,2021-01-12T00:00:00
PT,Açores,AÇORES,CORVO,0,464,2021-01-12T00:00:00
PT,Açores,AÇORES,LAJES DAS FLORES,0,1463,2021-01-12T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DAS FLORES,0,2165,2021-01-12T00:00:00
PT,Madeira,MADEIRA,PORTO SANTO,0,5202,2021-01-12T00:00:00
PT,Açores,AÇORES,LAJES DO PICO,0,4490,2021-01-12T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DA GRACIOSA,0,4208,2021-01-12T00:00:00
PT,Alentejo,PORTALEGRE,CASTELO DE VIDE,34,2919,2021-01-12T00:00:00
PT,Açores,AÇORES,POVOAÇÃO,34,5927,2021-01-12T00:00:00
PT,Açores,AÇORES,MADALENA,34,5895,2021-01-12T00:00:00
PT,Açores,AÇORES,HORTA,41,14521,2021-01-12T00:00:00
PT,Alentejo,BEJA,BARRANCOS,61,1634,2021-01-12T00:00:00
PT,Açores,AÇORES,NORDESTE,62,4862,2021-01-12T00:00:00
PT,Açores,AÇORES,VILA DA PRAIA DA VITÓRIA,66,21317,2021-01-12T00:00:00
PT,Açores,AÇORES,VILA DO PORTO,71,5616,2021-01-12T00:00:00
PT,Açores,AÇORES,ANGRA DO HEROÍSMO,74,33807,2021-01-12T00:00:00
PT,Açores,AÇORES,VELAS,79,5093,2021-01-12T00:00:00
PT,Centro,CASTELO BRANCO,PROENÇA-A-NOVA,82,7298,2021-01-12T00:00:00
PT,Norte,BRAGANÇA,CARRAZEDA DE ANSIÃES,88,5666,2021-01-12T00:00:00
PT,Algarve,FARO,MONCHIQUE,98,5077,2021-01-12T00:00:00
PT,Centro,COIMBRA,PAMPILHOSA DA SERRA,99,4037,2021-01-12T00:00:00
PT,Alentejo,PORTALEGRE,ARRONCHES,106,2820,2021-01-12T00:00:00
PT,Norte,BRAGANÇA,FREIXO DE ESPADA À CINTA,121,3298,2021-01-12T00:00:00
PT,Açores,AÇORES,CALHETA [R.A. AÇORES],126,3184,2021-01-12T00:00:00
PT,Centro,LEIRIA,CASTANHEIRA DE PÊRA,153,2614,2021-01-12T00:00:00
PT,Madeira,MADEIRA,SÃO VICENTE,156,5143,2021-01-12T00:00:00
PT,Norte,BRAGANÇA,TORRE DE MONCORVO,156,7695,2021-01-12T00:00:00
PT,Alentejo,SETÚBAL,SINES,160,13715,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,SARDOAL,160,3741,2021-01-12T00:00:00
PT,Madeira,MADEIRA,MACHICO,160,19981,2021-01-12T00:00:00
PT,Madeira,MADEIRA,PONTA DO SOL,163,8593,2021-01-12T00:00:00
PT,Madeira,MADEIRA,PORTO MONIZ,171,2342,2021-01-12T00:00:00
PT,Açores,AÇORES,PONTA DELGADA,172,67935,2021-01-12T00:00:00
PT,Centro,GUARDA,ALMEIDA,172,5830,2021-01-12T00:00:00
PT,Madeira,MADEIRA,FUNCHAL,175,104024,2021-01-12T00:00:00
PT,Algarve,FARO,ALJEZUR,179,5594,2021-01-12T00:00:00
PT,Alentejo,SETÚBAL,SANTIAGO DO CACÉM,181,28791,2021-01-12T00:00:00
PT,Madeira,MADEIRA,SANTA CRUZ,181,45281,2021-01-12T00:00:00
PT,Algarve,FARO,VILA DO BISPO,194,5154,2021-01-12T00:00:00
PT,Norte,VISEU,RESENDE,197,10137,2021-01-12T00:00:00
PT,Algarve,FARO,LAGOA,198,22762,2021-01-12T00:00:00
PT,Madeira,MADEIRA,CALHETA [R.A. MADEIRA],202,10867,2021-01-12T00:00:00
PT,Madeira,MADEIRA,SANTANA,209,6711,2021-01-12T00:00:00
PT,Centro,CASTELO BRANCO,VILA DE REI,211,3323,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CORUCHE,212,17471,2021-01-12T00:00:00
PT,Alentejo,BEJA,FERREIRA DO ALENTEJO,217,7845,2021-01-12T00:00:00
PT,Norte,VISEU,SERNANCELHE,222,5396,2021-01-12T00:00:00
PT,Alentejo,BEJA,ODEMIRA,231,24717,2021-01-12T00:00:00
PT,Algarve,FARO,ALCOUTIM,232,2159,2021-01-12T00:00:00
PT,Centro,GUARDA,MANTEIGAS,233,3007,2021-01-12T00:00:00
PT,Algarve,FARO,CASTRO MARIM,241,6237,2021-01-12T00:00:00
PT,Algarve,FARO,PORTIMÃO,251,55483,2021-01-12T00:00:00
PT,Norte,VILA REAL,MESÃO FRIO,252,3964,2021-01-12T00:00:00
PT,Centro,CASTELO BRANCO,OLEIROS,260,5003,2021-01-12T00:00:00
PT,Centro,COIMBRA,FIGUEIRA DA FOZ,267,58747,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,CADAVAL,271,13673,2021-01-12T00:00:00
PT,Centro,GUARDA,VILA NOVA DE FOZ CÔA,277,6503,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ABRANTES,285,35130,2021-01-12T00:00:00
PT,Alentejo,BEJA,ALJUSTREL,291,8247,2021-01-12T00:00:00
PT,Alentejo,BEJA,MOURA,292,13718,2021-01-12T00:00:00
PT,Alentejo,PORTALEGRE,PONTE DE SOR,293,14994,2021-01-12T00:00:00
PT,Alentejo,BEJA,SERPA,294,14304,2021-01-12T00:00:00
PT,Norte,VIANA DO CASTELO,MONÇÃO,302,17869,2021-01-12T00:00:00
PT,Alentejo,BEJA,CASTRO VERDE,302,6949,2021-01-12T00:00:00
PT,Alentejo,ÉVORA,VILA VIÇOSA,313,7656,2021-01-12T00:00:00
PT,Centro,COIMBRA,LOUSÃ,315,17158,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,NAZARÉ,318,14165,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ALMEIRIM,324,22546,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CARTAXO,331,23843,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,AZAMBUJA,335,22716,2021-01-12T00:00:00
PT,Alentejo,PORTALEGRE,MONFORTE,336,2975,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,LOURINHÃ,336,25855,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,BOMBARRAL,342,12558,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CHAMUSCA,359,9197,2021-01-12T00:00:00
PT,Norte,VIANA DO CASTELO,PONTE DE LIMA,363,41315,2021-01-12T00:00:00
PT,Norte,BRAGANÇA,MIRANDELA,368,21754,2021-01-12T00:00:00
PT,Centro,GUARDA,GOUVEIA,371,12387,2021-01-12T00:00:00
PT,Norte,AVEIRO,CASTELO DE PAIVA,375,15454,2021-01-12T00:00:00
PT,Norte,VIANA DO CASTELO,PAREDES DE COURA,375,8535,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,GOLEGÃ,375,5339,2021-01-12T00:00:00
PT,Norte,VIANA DO CASTELO,VALENÇA,376,13290,2021-01-12T00:00:00
PT,Centro,COIMBRA,MONTEMOR-O-VELHO,377,25224,2021-01-12T00:00:00
PT,Alentejo,PORTALEGRE,PORTALEGRE,379,22172,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,ALENQUER,379,44052,2021-01-12T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,SALVATERRA DE MAGOS,380,21295,2021-01-12T00:00:00
PT,Centro,CASTELO BRANCO,VILA VELHA DE RÓDÃO,382,3144,2021-01-12T00:00:00
PT,Centro,GUARDA,SEIA,382,22234,2021-01-12T00:00:00
PT,Alentejo,SETÚBAL,GRÂNDOLA,383,14639,2021-01-12T00:00:00
PT,Norte,VISEU,PENEDONO,386,2591,2021-01-12T00:00:00
PT,Norte,PORTO,PAÇOS DE FERREIRA,391,56728,2021-01-12T00:00:00
PT,Norte,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,404,8910,2021-01-12T00:00:00
