country,lau,cases,population,datetime
PT,SÃO ROQUE DO PICO,0,3266,2021-02-18T00:00:00
PT,CALHETA [R.A. AÇORES],0,3184,2021-02-18T00:00:00
PT,LAJES DO PICO,0,4490,2021-02-18T00:00:00
PT,LAJES DAS FLORES,0,1463,2021-02-18T00:00:00
PT,SANTA CRUZ DA GRACIOSA,24,4208,2021-02-18T00:00:00
PT,LAGOA [R.A. AÇORES],34,14721,2021-02-18T00:00:00
PT,SANTA CRUZ DAS FLORES,46,2165,2021-02-18T00:00:00
PT,POVOAÇÃO,51,5927,2021-02-18T00:00:00
PT,SÃO VICENTE,58,5143,2021-02-18T00:00:00
PT,VELAS,59,5093,2021-02-18T00:00:00
PT,PONTA DELGADA,63,67935,2021-02-18T00:00:00
PT,ANGRA DO HEROÍSMO,68,33807,2021-02-18T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,70,21317,2021-02-18T00:00:00
PT,VILA DO PORTO,71,5616,2021-02-18T00:00:00
PT,ALVITO,81,2477,2021-02-18T00:00:00
PT,NORDESTE,82,4862,2021-02-18T00:00:00
PT,ALJEZUR,107,5594,2021-02-18T00:00:00
PT,HORTA,117,14521,2021-02-18T00:00:00
PT,MADALENA,119,5895,2021-02-18T00:00:00
PT,SANTANA,149,6711,2021-02-18T00:00:00
PT,PORTO MONIZ,171,2342,2021-02-18T00:00:00
PT,PORTO SANTO,173,5202,2021-02-18T00:00:00
PT,VILA FRANCA DO CAMPO,199,11051,2021-02-18T00:00:00
PT,CALHETA [R.A. MADEIRA],212,10867,2021-02-18T00:00:00
PT,VILA DO BISPO,213,5154,2021-02-18T00:00:00
PT,CORVO,216,464,2021-02-18T00:00:00
PT,MOURÃO,245,2450,2021-02-18T00:00:00
PT,VIMIOSO,249,4023,2021-02-18T00:00:00
PT,CRATO,256,3129,2021-02-18T00:00:00
PT,PROENÇA-A-NOVA,260,7298,2021-02-18T00:00:00
PT,CONSTÂNCIA,298,4030,2021-02-18T00:00:00
PT,AVIS,306,4247,2021-02-18T00:00:00
PT,NISA,313,6061,2021-02-18T00:00:00
PT,MORA,314,4138,2021-02-18T00:00:00
PT,MARVÃO,333,3005,2021-02-18T00:00:00
PT,TORRE DE MONCORVO,338,7695,2021-02-18T00:00:00
PT,RIBEIRA BRAVA,338,12435,2021-02-18T00:00:00
PT,ALMODÔVAR,342,6725,2021-02-18T00:00:00
PT,PORTALEGRE,356,22172,2021-02-18T00:00:00
PT,CABECEIRAS DE BASTO,371,15628,2021-02-18T00:00:00
PT,SARDOAL,374,3741,2021-02-18T00:00:00
PT,PORTEL,395,5828,2021-02-18T00:00:00
PT,VIDIGUEIRA,399,5510,2021-02-18T00:00:00
PT,VALONGO,402,97444,2021-02-18T00:00:00
PT,MONFORTE,403,2975,2021-02-18T00:00:00
PT,TAVIRA,404,24530,2021-02-18T00:00:00
PT,ALTER DO CHÃO,411,3165,2021-02-18T00:00:00
PT,VILA VELHA DE RÓDÃO,413,3144,2021-02-18T00:00:00
PT,IDANHA-A-NOVA,423,8043,2021-02-18T00:00:00
PT,SANTA MARTA DE PENAGUIÃO,424,6599,2021-02-18T00:00:00
PT,VILA NOVA DA BARQUINHA,442,7461,2021-02-18T00:00:00
PT,VILA POUCA DE AGUIAR,443,11961,2021-02-18T00:00:00
PT,PAÇOS DE FERREIRA,444,56728,2021-02-18T00:00:00
PT,LAGOA,448,22762,2021-02-18T00:00:00
PT,CHAVES,455,39343,2021-02-18T00:00:00
PT,MAIA,458,138971,2021-02-18T00:00:00
PT,PONTE DE SOR,460,14994,2021-02-18T00:00:00
PT,PAREDES,465,86067,2021-02-18T00:00:00
PT,MARCO DE CANAVESES,470,51496,2021-02-18T00:00:00
PT,SÃO BRÁS DE ALPORTEL,470,10416,2021-02-18T00:00:00
PT,PONTA DO SOL,477,8593,2021-02-18T00:00:00
PT,PENAFIEL,477,69772,2021-02-18T00:00:00
PT,CELORICO DE BASTO,478,19040,2021-02-18T00:00:00
PT,FREIXO DE ESPADA À CINTA,485,3298,2021-02-18T00:00:00
PT,MARINHA GRANDE,493,38508,2021-02-18T00:00:00
PT,PORTO,500,216606,2021-02-18T00:00:00
PT,VAGOS,501,22740,2021-02-18T00:00:00
PT,ENTRONCAMENTO,501,21558,2021-02-18T00:00:00
PT,TORRES NOVAS,512,34933,2021-02-18T00:00:00
PT,ÉVORA,519,52428,2021-02-18T00:00:00
PT,MAÇÃO,527,6267,2021-02-18T00:00:00
PT,PORTIMÃO,528,55483,2021-02-18T00:00:00
PT,BATALHA,532,15963,2021-02-18T00:00:00
PT,MONDIM DE BASTO,533,6946,2021-02-18T00:00:00
PT,MORTÁGUA,534,8803,2021-02-18T00:00:00
PT,MACHICO,536,19981,2021-02-18T00:00:00
PT,GOLEGÃ,543,5339,2021-02-18T00:00:00
PT,TABUAÇO,547,6033,2021-02-18T00:00:00
