country,nuts_2,nuts_3,lau,cases,population,datetime
PT,Açores,AÇORES,SÃO ROQUE DO PICO,0,3266,2021-01-18T00:00:00
PT,Açores,AÇORES,CORVO,0,464,2021-01-18T00:00:00
PT,Açores,AÇORES,LAJES DO PICO,0,4490,2021-01-18T00:00:00
PT,Açores,AÇORES,LAJES DAS FLORES,0,1463,2021-01-18T00:00:00
PT,Açores,AÇORES,MADALENA,17,5895,2021-01-18T00:00:00
PT,Madeira,MADEIRA,PORTO SANTO,19,5202,2021-01-18T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DA GRACIOSA,24,4208,2021-01-18T00:00:00
PT,Algarve,FARO,MONCHIQUE,39,5077,2021-01-18T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DAS FLORES,46,2165,2021-01-18T00:00:00
PT,Açores,AÇORES,POVOAÇÃO,51,5927,2021-01-18T00:00:00
PT,Açores,AÇORES,VELAS,59,5093,2021-01-18T00:00:00
PT,Açores,AÇORES,NORDESTE,62,4862,2021-01-18T00:00:00
PT,Açores,AÇORES,CALHETA [R.A. AÇORES],63,3184,2021-01-18T00:00:00
PT,Açores,AÇORES,HORTA,83,14521,2021-01-18T00:00:00
PT,Açores,AÇORES,VILA DO PORTO,89,5616,2021-01-18T00:00:00
PT,Açores,AÇORES,VILA DA PRAIA DA VITÓRIA,89,21317,2021-01-18T00:00:00
PT,Açores,AÇORES,ANGRA DO HEROÍSMO,92,33807,2021-01-18T00:00:00
PT,Norte,BRAGANÇA,CARRAZEDA DE ANSIÃES,124,5666,2021-01-18T00:00:00
PT,Madeira,MADEIRA,SÃO VICENTE,136,5143,2021-01-18T00:00:00
PT,Madeira,MADEIRA,SANTANA,149,6711,2021-01-18T00:00:00
PT,Madeira,MADEIRA,CALHETA [R.A. MADEIRA],175,10867,2021-01-18T00:00:00
PT,Centro,CASTELO BRANCO,VILA DE REI,181,3323,2021-01-18T00:00:00
PT,Madeira,MADEIRA,FUNCHAL,196,104024,2021-01-18T00:00:00
