country,lau,cases,population,datetime
PT,VILA VELHA DE RÓDÃO,0,3144,2021-05-01T00:00:00
PT,MADALENA,0,5895,2021-05-01T00:00:00
PT,LAJES DO PICO,0,4490,2021-05-01T00:00:00
PT,LAJES DAS FLORES,0,1463,2021-05-01T00:00:00
PT,IDANHA-A-NOVA,0,8043,2021-05-01T00:00:00
PT,GRÂNDOLA,0,14639,2021-05-01T00:00:00
PT,GOUVEIA,0,12387,2021-05-01T00:00:00
PT,GÓIS,0,3805,2021-05-01T00:00:00
PT,GAVIÃO,0,3263,2021-05-01T00:00:00
PT,FRONTEIRA,0,2974,2021-05-01T00:00:00
PT,FREIXO DE ESPADA À CINTA,0,3298,2021-05-01T00:00:00
PT,CRATO,0,3129,2021-05-01T00:00:00
PT,CORVO,0,464,2021-05-01T00:00:00
PT,CELORICO DA BEIRA,0,6928,2021-05-01T00:00:00
PT,CASTRO VERDE,0,6949,2021-05-01T00:00:00
PT,CASTANHEIRA DE PÊRA,0,2614,2021-05-01T00:00:00
PT,CARRAZEDA DE ANSIÃES,0,5666,2021-05-01T00:00:00
PT,CALHETA [R.A. MADEIRA],0,10867,2021-05-01T00:00:00
PT,BELMONTE,0,6398,2021-05-01T00:00:00
PT,BARRANCOS,0,1634,2021-05-01T00:00:00
PT,AVIS,0,4247,2021-05-01T00:00:00
PT,ARRONCHES,0,2820,2021-05-01T00:00:00
PT,ARRAIOLOS,0,6928,2021-05-01T00:00:00
PT,ALVITO,0,2477,2021-05-01T00:00:00
PT,ALTER DO CHÃO,0,3165,2021-05-01T00:00:00
PT,ALMODÔVAR,0,6725,2021-05-01T00:00:00
PT,ALFÂNDEGA DA FÉ,0,4550,2021-05-01T00:00:00
PT,ALCOUTIM,0,2159,2021-05-01T00:00:00
PT,MANGUALDE,0,18510,2021-05-01T00:00:00
PT,MANTEIGAS,0,3007,2021-05-01T00:00:00
PT,VILA NOVA DE PAIVA,0,4687,2021-05-01T00:00:00
PT,MONDIM DE BASTO,0,6946,2021-05-01T00:00:00
PT,VILA NOVA DE CERVEIRA,0,8910,2021-05-01T00:00:00
PT,VILA NOVA DA BARQUINHA,0,7461,2021-05-01T00:00:00
PT,VILA DE REI,0,3323,2021-05-01T00:00:00
PT,VIANA DO ALENTEJO,0,5145,2021-05-01T00:00:00
PT,VENDAS NOVAS,0,11255,2021-05-01T00:00:00
PT,TERRAS DE BOURO,0,6361,2021-05-01T00:00:00
PT,MOGADOURO,0,8392,2021-05-01T00:00:00
PT,SERNANCELHE,0,5396,2021-05-01T00:00:00
PT,SÁTÃO,0,11580,2021-05-01T00:00:00
PT,SÃO ROQUE DO PICO,0,3266,2021-05-01T00:00:00
PT,SÃO BRÁS DE ALPORTEL,0,10416,2021-05-01T00:00:00
PT,SANTA CRUZ DA GRACIOSA,0,4208,2021-05-01T00:00:00
PT,SABUGAL,0,10585,2021-05-01T00:00:00
PT,REGUENGOS DE MONSARAZ,0,10015,2021-05-01T00:00:00
PT,TAROUCA,0,7804,2021-05-01T00:00:00
PT,PROENÇA-A-NOVA,0,7298,2021-05-01T00:00:00
PT,POVOAÇÃO,0,5927,2021-05-01T00:00:00
PT,PORTO SANTO,0,5202,2021-05-01T00:00:00
PT,PORTEL,0,5828,2021-05-01T00:00:00
PT,PENAMACOR,0,4755,2021-05-01T00:00:00
PT,PEDRÓGÃO GRANDE,0,3410,2021-05-01T00:00:00
PT,OURIQUE,0,4607,2021-05-01T00:00:00
PT,OLEIROS,0,5003,2021-05-01T00:00:00
PT,NISA,0,6061,2021-05-01T00:00:00
PT,MURÇA,0,5463,2021-05-01T00:00:00
PT,MOURÃO,0,2450,2021-05-01T00:00:00
PT,MORA,0,4138,2021-05-01T00:00:00
PT,MONFORTE,0,2975,2021-05-01T00:00:00
PT,REDONDO,0,6353,2021-05-01T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,5,21317,2021-05-01T00:00:00
PT,CANTANHEDE,6,35011,2021-05-01T00:00:00
PT,PENACOVA,7,13694,2021-05-01T00:00:00
