country,lau,cases,population,datetime
PT,VINHAIS,0,7746,2021-06-27T00:00:00
PT,FORNOS DE ALGODRES,0,4528,2021-06-27T00:00:00
PT,FIGUEIRÓ DOS VINHOS,0,5568,2021-06-27T00:00:00
PT,FERREIRA DO ZÊZERE,0,7959,2021-06-27T00:00:00
PT,CRATO,0,3129,2021-06-27T00:00:00
PT,CORVO,0,464,2021-06-27T00:00:00
PT,CELORICO DA BEIRA,0,6928,2021-06-27T00:00:00
PT,CASTRO VERDE,0,6949,2021-06-27T00:00:00
PT,CASTANHEIRA DE PÊRA,0,2614,2021-06-27T00:00:00
PT,FREIXO DE ESPADA À CINTA,0,3298,2021-06-27T00:00:00
PT,CARRAZEDA DE ANSIÃES,0,5666,2021-06-27T00:00:00
PT,CABECEIRAS DE BASTO,0,15628,2021-06-27T00:00:00
PT,BELMONTE,0,6398,2021-06-27T00:00:00
PT,ALTER DO CHÃO,0,3165,2021-06-27T00:00:00
PT,ALMODÔVAR,0,6725,2021-06-27T00:00:00
PT,ALMEIDA,0,5830,2021-06-27T00:00:00
PT,ALJUSTREL,0,8247,2021-06-27T00:00:00
PT,ALFÂNDEGA DA FÉ,0,4550,2021-06-27T00:00:00
PT,ALCOUTIM,0,2159,2021-06-27T00:00:00
PT,CALHETA [R.A. AÇORES],0,3184,2021-06-27T00:00:00
PT,FRONTEIRA,0,2974,2021-06-27T00:00:00
PT,VILA VELHA DE RÓDÃO,0,3144,2021-06-27T00:00:00
PT,LAJES DO PICO,0,4490,2021-06-27T00:00:00
PT,VILA NOVA DE PAIVA,0,4687,2021-06-27T00:00:00
PT,VALENÇA,0,13290,2021-06-27T00:00:00
PT,SÃO ROQUE DO PICO,0,3266,2021-06-27T00:00:00
PT,SÃO JOÃO DA PESQUEIRA,0,7125,2021-06-27T00:00:00
PT,SANTA CRUZ DAS FLORES,0,2165,2021-06-27T00:00:00
PT,RIBEIRA BRAVA,0,12435,2021-06-27T00:00:00
PT,LAJES DAS FLORES,0,1463,2021-06-27T00:00:00
PT,PORTO SANTO,0,5202,2021-06-27T00:00:00
PT,PENEDONO,0,2591,2021-06-27T00:00:00
PT,POVOAÇÃO,0,5927,2021-06-27T00:00:00
PT,OURIQUE,0,4607,2021-06-27T00:00:00
PT,PENAMACOR,0,4755,2021-06-27T00:00:00
PT,MARVÃO,0,3005,2021-06-27T00:00:00
PT,MÉRTOLA,0,6142,2021-06-27T00:00:00
PT,MESÃO FRIO,0,3964,2021-06-27T00:00:00
PT,MANTEIGAS,0,3007,2021-06-27T00:00:00
PT,MOURÃO,0,2450,2021-06-27T00:00:00
PT,MURÇA,0,5463,2021-06-27T00:00:00
PT,NORDESTE,0,4862,2021-06-27T00:00:00
PT,MOGADOURO,0,8392,2021-06-27T00:00:00
PT,BAIÃO,5,18748,2021-06-27T00:00:00
PT,CAMINHA,6,15877,2021-06-27T00:00:00
PT,SÁTÃO,9,11580,2021-06-27T00:00:00
PT,SABUGAL,9,10585,2021-06-27T00:00:00
PT,SANTA COMBA DÃO,10,10452,2021-06-27T00:00:00
PT,MURTOSA,10,10279,2021-06-27T00:00:00
PT,CARREGAL DO SAL,11,9271,2021-06-27T00:00:00
PT,VILA NOVA DE CERVEIRA,11,8910,2021-06-27T00:00:00
PT,MORTÁGUA,11,8803,2021-06-27T00:00:00
PT,MONÇÃO,11,17869,2021-06-27T00:00:00
PT,SOURE,12,17120,2021-06-27T00:00:00
PT,MELGAÇO,12,8093,2021-06-27T00:00:00
PT,TAROUCA,13,7804,2021-06-27T00:00:00
PT,SÃO PEDRO DO SUL,13,15403,2021-06-27T00:00:00
PT,PESO DA RÉGUA,13,15773,2021-06-27T00:00:00
PT,FERREIRA DO ALENTEJO,13,7845,2021-06-27T00:00:00
PT,COVILHÃ,13,46787,2021-06-27T00:00:00
PT,CAMPO MAIOR,13,7874,2021-06-27T00:00:00
PT,MACEDO DE CAVALEIROS,14,14516,2021-06-27T00:00:00
PT,MIRANDELA,14,21754,2021-06-27T00:00:00
PT,PROENÇA-A-NOVA,14,7298,2021-06-27T00:00:00
PT,MONDIM DE BASTO,14,6946,2021-06-27T00:00:00
PT,MIRANDA DO DOURO,15,6830,2021-06-27T00:00:00
PT,MACHICO,15,19981,2021-06-27T00:00:00
PT,ESTARREJA,15,26006,2021-06-27T00:00:00
PT,TERRAS DE BOURO,16,6361,2021-06-27T00:00:00
PT,REDONDO,16,6353,2021-06-27T00:00:00
PT,GOUVEIA,16,12387,2021-06-27T00:00:00
PT,CELORICO DE BASTO,16,19040,2021-06-27T00:00:00
PT,CASTRO MARIM,16,6237,2021-06-27T00:00:00
PT,ARMAMAR,17,5769,2021-06-27T00:00:00
PT,MADALENA,17,5895,2021-06-27T00:00:00
PT,PORTEL,17,5828,2021-06-27T00:00:00
PT,VIEIRA DO MINHO,17,11842,2021-06-27T00:00:00
PT,VILA FLOR,17,6044,2021-06-27T00:00:00
PT,VIZELA,17,23897,2021-06-27T00:00:00
PT,TABUAÇO,17,6033,2021-06-27T00:00:00
PT,VILA DO PORTO,18,5616,2021-06-27T00:00:00
PT,VIDIGUEIRA,18,5510,2021-06-27T00:00:00
PT,FIGUEIRA DE CASTELO RODRIGO,18,5584,2021-06-27T00:00:00
PT,CÂMARA DE LOBOS,18,33675,2021-06-27T00:00:00
PT,PÓVOA DE LANHOSO,19,21499,2021-06-27T00:00:00
PT,VIANA DO ALENTEJO,19,5145,2021-06-27T00:00:00
PT,SERNANCELHE,19,5396,2021-06-27T00:00:00
PT,SÃO VICENTE,19,5143,2021-06-27T00:00:00
PT,VILA DA PRAIA DA VITÓRIA,19,21317,2021-06-27T00:00:00
PT,ARCOS DE VALDEVEZ,19,20926,2021-06-27T00:00:00
PT,ALIJÓ,19,10625,2021-06-27T00:00:00
PT,ALANDROAL,20,4992,2021-06-27T00:00:00
PT,BOTICAS,20,4998,2021-06-27T00:00:00
PT,VELAS,20,5093,2021-06-27T00:00:00
PT,MONCHIQUE,20,5077,2021-06-27T00:00:00
PT,LAMEGO,20,24895,2021-06-27T00:00:00
PT,SERPA,21,14304,2021-06-27T00:00:00
PT,MOIMENTA DA BEIRA,21,9736,2021-06-27T00:00:00
PT,BRAGANÇA,21,33607,2021-06-27T00:00:00
PT,ANGRA DO HEROÍSMO,21,33807,2021-06-27T00:00:00
PT,AGUIAR DA BEIRA,21,4652,2021-06-27T00:00:00
PT,AMARES,22,18129,2021-06-27T00:00:00
PT,MÊDA,22,4587,2021-06-27T00:00:00
PT,PONTA DO SOL,23,8593,2021-06-27T00:00:00
PT,PINHEL,23,8511,2021-06-27T00:00:00
PT,FUNDÃO,23,26495,2021-06-27T00:00:00
PT,VALE DE CAMBRA,23,21327,2021-06-27T00:00:00
PT,PAMPILHOSA DA SERRA,25,4037,2021-06-27T00:00:00
PT,TÁBUA,26,11368,2021-06-27T00:00:00
PT,GÓIS,26,3805,2021-06-27T00:00:00
PT,MANGUALDE,27,18510,2021-06-27T00:00:00
PT,PONTE DE LIMA,27,41315,2021-06-27T00:00:00
PT,BEJA,27,33579,2021-06-27T00:00:00
PT,VENDAS NOVAS,27,11255,2021-06-27T00:00:00
PT,SÃO JOÃO DA MADEIRA,27,21958,2021-06-27T00:00:00
PT,VILA REAL DE SANTO ANTÓNIO,27,18749,2021-06-27T00:00:00
PT,VIANA DO CASTELO,28,84417,2021-06-27T00:00:00
PT,ENTRONCAMENTO,28,21558,2021-06-27T00:00:00
PT,AMARANTE,28,53193,2021-06-27T00:00:00
PT,VILA NOVA DE POIARES,29,6939,2021-06-27T00:00:00
PT,MARCO DE CANAVESES,29,51496,2021-06-27T00:00:00
PT,CADAVAL,29,13673,2021-06-27T00:00:00
PT,ARRAIOLOS,29,6928,2021-06-27T00:00:00
PT,PÓVOA DE VARZIM,30,62784,2021-06-27T00:00:00
PT,SANTANA,30,6711,2021-06-27T00:00:00
PT,VILA NOVA DE FOZ CÔA,31,6503,2021-06-27T00:00:00
PT,ESTREMOZ,31,12728,2021-06-27T00:00:00
PT,CASTELO DE PAIVA,32,15454,2021-06-27T00:00:00
PT,SANTA CRUZ,33,45281,2021-06-27T00:00:00
PT,NISA,33,6061,2021-06-27T00:00:00
PT,MONFORTE,34,2975,2021-06-27T00:00:00
PT,CONDEIXA-A-NOVA,34,17733,2021-06-27T00:00:00
PT,MEALHADA,35,19914,2021-06-27T00:00:00
PT,TOMAR,35,36748,2021-06-27T00:00:00
PT,SEVER DO VOUGA,35,11331,2021-06-27T00:00:00
PT,VILA DO CONDE,36,79899,2021-06-27T00:00:00
PT,VALONGO,36,97444,2021-06-27T00:00:00
PT,ARGANIL,36,11014,2021-06-27T00:00:00
PT,PAREDES,37,86067,2021-06-27T00:00:00
PT,ESPINHO,37,29516,2021-06-27T00:00:00
PT,OLIVEIRA DE AZEMÉIS,38,66011,2021-06-27T00:00:00
PT,PORTO DE MÓS,39,23275,2021-06-27T00:00:00
PT,FELGUEIRAS,39,56422,2021-06-27T00:00:00
PT,VILA VIÇOSA,39,7656,2021-06-27T00:00:00
PT,RESENDE,39,10137,2021-06-27T00:00:00
PT,SEIA,40,22234,2021-06-27T00:00:00
PT,OLEIROS,40,5003,2021-06-27T00:00:00
PT,HORTA,41,14521,2021-06-27T00:00:00
PT,CHAVES,41,39343,2021-06-27T00:00:00
PT,ANSIÃO,42,12039,2021-06-27T00:00:00
PT,PORTO MONIZ,43,2342,2021-06-27T00:00:00
PT,POMBAL,43,51461,2021-06-27T00:00:00
PT,ANADIA,44,27258,2021-06-27T00:00:00
PT,TAVIRA,45,24530,2021-06-27T00:00:00
PT,SANTA MARTA DE PENAGUIÃO,45,6599,2021-06-27T00:00:00
PT,MONTEMOR-O-NOVO,45,15647,2021-06-27T00:00:00
PT,PONTE DA BARCA,45,11180,2021-06-27T00:00:00
PT,BORBA,45,6736,2021-06-27T00:00:00
PT,MAIA,46,138971,2021-06-27T00:00:00
PT,TORRES NOVAS,46,34933,2021-06-27T00:00:00
PT,PENAFIEL,46,69772,2021-06-27T00:00:00
PT,OVAR,46,54260,2021-06-27T00:00:00
PT,OLIVEIRA DO HOSPITAL,47,19253,2021-06-27T00:00:00
PT,ALCANENA,47,12809,2021-06-27T00:00:00
PT,MORA,48,4138,2021-06-27T00:00:00
PT,MAÇÃO,48,6267,2021-06-27T00:00:00
PT,OLIVEIRA DO BAIRRO,49,24277,2021-06-27T00:00:00
PT,NAZARÉ,49,14165,2021-06-27T00:00:00
PT,ELVAS,49,20528,2021-06-27T00:00:00
PT,CANTANHEDE,49,35011,2021-06-27T00:00:00
PT,VILA POUCA DE AGUIAR,50,11961,2021-06-27T00:00:00
PT,SANTA MARIA DA FEIRA,50,138636,2021-06-27T00:00:00
PT,OURÉM,50,44044,2021-06-27T00:00:00
PT,LEIRIA,51,125267,2021-06-27T00:00:00
PT,LOUSADA,51,46755,2021-06-27T00:00:00
PT,PAÇOS DE FERREIRA,51,56728,2021-06-27T00:00:00
PT,ÓBIDOS,51,11850,2021-06-27T00:00:00
PT,SABROSA,51,5918,2021-06-27T00:00:00
PT,CORUCHE,52,17471,2021-06-27T00:00:00
PT,VILA FRANCA DO CAMPO,54,11051,2021-06-27T00:00:00
PT,ALBERGARIA-A-VELHA,54,24144,2021-06-27T00:00:00
PT,CINFÃES,55,18244,2021-06-27T00:00:00
PT,GOLEGÃ,56,5339,2021-06-27T00:00:00
PT,BOMBARRAL,56,12558,2021-06-27T00:00:00
PT,BATALHA,56,15963,2021-06-27T00:00:00
PT,MARINHA GRANDE,57,38508,2021-06-27T00:00:00
PT,VILA DO BISPO,58,5154,2021-06-27T00:00:00
PT,FIGUEIRA DA FOZ,58,58747,2021-06-27T00:00:00
PT,PEDRÓGÃO GRANDE,59,3410,2021-06-27T00:00:00
PT,ALCÁCER DO SAL,60,11659,2021-06-27T00:00:00
PT,VILA DE REI,60,3323,2021-06-27T00:00:00
PT,PENICHE,60,26501,2021-06-27T00:00:00
PT,BARRANCOS,61,1634,2021-06-27T00:00:00
PT,GAVIÃO,61,3263,2021-06-27T00:00:00
PT,VALPAÇOS,61,14818,2021-06-27T00:00:00
PT,GUIMARÃES,61,152309,2021-06-27T00:00:00
PT,VOUZELA,62,9619,2021-06-27T00:00:00
PT,MIRANDA DO CORVO,63,12708,2021-06-27T00:00:00
PT,ÁGUEDA,63,46075,2021-06-27T00:00:00
PT,CUBA,65,4595,2021-06-27T00:00:00
PT,RIBEIRA DE PENA,66,6016,2021-06-27T00:00:00
PT,MOURA,66,13718,2021-06-27T00:00:00
PT,VILA NOVA DA BARQUINHA,67,7461,2021-06-27T00:00:00
PT,ALCOBAÇA,69,53555,2021-06-27T00:00:00
PT,LOURINHÃ,70,25855,2021-06-27T00:00:00
PT,ARRONCHES,71,2820,2021-06-27T00:00:00
PT,ALPIARÇA,71,7059,2021-06-27T00:00:00
PT,SANTA CRUZ DA GRACIOSA,71,4208,2021-06-27T00:00:00
PT,VILA VERDE,72,46911,2021-06-27T00:00:00
PT,ÍLHAVO,72,38699,2021-06-27T00:00:00
PT,GUARDA,72,38969,2021-06-27T00:00:00
PT,PENELA,74,5397,2021-06-27T00:00:00
PT,MATOSINHOS,74,175357,2021-06-27T00:00:00
PT,COIMBRA,75,134166,2021-06-27T00:00:00
PT,VIMIOSO,75,4023,2021-06-27T00:00:00
PT,VAGOS,75,22740,2021-06-27T00:00:00
PT,ÉVORA,76,52428,2021-06-27T00:00:00
PT,VISEU,77,97249,2021-06-27T00:00:00
PT,CASTELO BRANCO,77,51987,2021-06-27T00:00:00
PT,AROUCA,77,20720,2021-06-27T00:00:00
PT,TORRE DE MONCORVO,78,7695,2021-06-27T00:00:00
PT,BARCELOS,79,116187,2021-06-27T00:00:00
PT,AZAMBUJA,79,22716,2021-06-27T00:00:00
PT,MONTEMOR-O-VELHO,79,25224,2021-06-27T00:00:00
PT,ESPOSENDE,79,34177,2021-06-27T00:00:00
PT,ALVITO,81,2477,2021-06-27T00:00:00
PT,TONDELA,83,26357,2021-06-27T00:00:00
PT,PENALVA DO CASTELO,84,7115,2021-06-27T00:00:00
PT,GONDOMAR,84,165985,2021-06-27T00:00:00
PT,ALMEIRIM,84,22546,2021-06-27T00:00:00
