country,nuts_2,nuts_3,lau,cases,population,datetime
PT,Açores,AÇORES,VELAS,0,5093,2021-02-01T00:00:00
PT,Açores,AÇORES,NORDESTE,21,4862,2021-02-01T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DA GRACIOSA,24,4208,2021-02-01T00:00:00
PT,Madeira,MADEIRA,SÃO VICENTE,58,5143,2021-02-01T00:00:00
PT,Açores,AÇORES,SÃO ROQUE DO PICO,61,3266,2021-02-01T00:00:00
PT,Açores,AÇORES,CALHETA [R.A. AÇORES],63,3184,2021-02-01T00:00:00
PT,Açores,AÇORES,MADALENA,68,5895,2021-02-01T00:00:00
PT,Açores,AÇORES,VILA DO PORTO,71,5616,2021-02-01T00:00:00
PT,Açores,AÇORES,ANGRA DO HEROÍSMO,86,33807,2021-02-01T00:00:00
PT,Algarve,FARO,MONCHIQUE,98,5077,2021-02-01T00:00:00
PT,Açores,AÇORES,HORTA,103,14521,2021-02-01T00:00:00
PT,Açores,AÇORES,LAJES DO PICO,111,4490,2021-02-01T00:00:00
PT,Açores,AÇORES,POVOAÇÃO,118,5927,2021-02-01T00:00:00
PT,Açores,AÇORES,VILA DA PRAIA DA VITÓRIA,122,21317,2021-02-01T00:00:00
PT,Madeira,MADEIRA,PORTO MONIZ,128,2342,2021-02-01T00:00:00
PT,Açores,AÇORES,LAGOA [R.A. AÇORES],149,14721,2021-02-01T00:00:00
PT,Açores,AÇORES,SANTA CRUZ DAS FLORES,185,2165,2021-02-01T00:00:00
PT,Açores,AÇORES,PONTA DELGADA,191,67935,2021-02-01T00:00:00
PT,Algarve,FARO,ALJEZUR,197,5594,2021-02-01T00:00:00
PT,Açores,AÇORES,LAJES DAS FLORES,205,1463,2021-02-01T00:00:00
PT,Açores,AÇORES,CORVO,216,464,2021-02-01T00:00:00
PT,Madeira,MADEIRA,CALHETA [R.A. MADEIRA],230,10867,2021-02-01T00:00:00
PT,Madeira,MADEIRA,CÂMARA DE LOBOS,258,33675,2021-02-01T00:00:00
PT,Madeira,MADEIRA,SANTANA,283,6711,2021-02-01T00:00:00
PT,Madeira,MADEIRA,PONTA DO SOL,303,8593,2021-02-01T00:00:00
PT,Madeira,MADEIRA,SANTA CRUZ,314,45281,2021-02-01T00:00:00
PT,Algarve,FARO,VILA DO BISPO,369,5154,2021-02-01T00:00:00
PT,Madeira,MADEIRA,FUNCHAL,373,104024,2021-02-01T00:00:00
PT,Madeira,MADEIRA,RIBEIRA BRAVA,378,12435,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,PROENÇA-A-NOVA,452,7298,2021-02-01T00:00:00
PT,Norte,BRAGANÇA,CARRAZEDA DE ANSIÃES,494,5666,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,OLEIROS,500,5003,2021-02-01T00:00:00
PT,Madeira,MADEIRA,MACHICO,520,19981,2021-02-01T00:00:00
PT,Alentejo,BEJA,VIDIGUEIRA,526,5510,2021-02-01T00:00:00
PT,Norte,BRAGANÇA,TORRE DE MONCORVO,546,7695,2021-02-01T00:00:00
PT,Norte,BRAGANÇA,VIMIOSO,547,4023,2021-02-01T00:00:00
PT,Algarve,FARO,LAGOA,549,22762,2021-02-01T00:00:00
PT,Algarve,FARO,PORTIMÃO,566,55483,2021-02-01T00:00:00
PT,Alentejo,BEJA,ODEMIRA,583,24717,2021-02-01T00:00:00
PT,Alentejo,ÉVORA,MOURÃO,612,2450,2021-02-01T00:00:00
PT,Alentejo,BEJA,SERPA,636,14304,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,IDANHA-A-NOVA,647,8043,2021-02-01T00:00:00
PT,Norte,VILA REAL,MESÃO FRIO,656,3964,2021-02-01T00:00:00
PT,Norte,PORTO,PAÇOS DE FERREIRA,668,56728,2021-02-01T00:00:00
PT,Açores,AÇORES,VILA FRANCA DO CAMPO,670,11051,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,AVIS,683,4247,2021-02-01T00:00:00
PT,Madeira,MADEIRA,PORTO SANTO,692,5202,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,CADAVAL,717,13673,2021-02-01T00:00:00
PT,Algarve,FARO,SÃO BRÁS DE ALPORTEL,720,10416,2021-02-01T00:00:00
PT,Algarve,FARO,ALCOUTIM,741,2159,2021-02-01T00:00:00
PT,Algarve,FARO,SILVES,743,36226,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,SOUSEL,748,4412,2021-02-01T00:00:00
PT,Alentejo,ÉVORA,MORA,749,4138,2021-02-01T00:00:00
PT,Alentejo,SETÚBAL,SINES,751,13715,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,VILA VELHA DE RÓDÃO,763,3144,2021-02-01T00:00:00
PT,Centro,COIMBRA,MIRA,778,11832,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,VILA NOVA DA BARQUINHA,804,7461,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,NISA,808,6061,2021-02-01T00:00:00
PT,Norte,VILA REAL,ALIJÓ,809,10625,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,VILA DE REI,813,3323,2021-02-01T00:00:00
PT,Norte,PORTO,MARCO DE CANAVESES,821,51496,2021-02-01T00:00:00
PT,Açores,AÇORES,RIBEIRA GRANDE,823,32811,2021-02-01T00:00:00
PT,Norte,PORTO,PAREDES,834,86067,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,SERTÃ,864,14577,2021-02-01T00:00:00
PT,Alentejo,SETÚBAL,SANTIAGO DO CACÉM,868,28791,2021-02-01T00:00:00
PT,Algarve,FARO,LAGOS,869,30374,2021-02-01T00:00:00
PT,Centro,LEIRIA,PEDRÓGÃO GRANDE,880,3410,2021-02-01T00:00:00
PT,Norte,PORTO,LOUSADA,890,46755,2021-02-01T00:00:00
PT,Centro,LEIRIA,MARINHA GRANDE,899,38508,2021-02-01T00:00:00
PT,Alentejo,BEJA,CASTRO VERDE,921,6949,2021-02-01T00:00:00
PT,Alentejo,BEJA,ALMODÔVAR,922,6725,2021-02-01T00:00:00
PT,Norte,VILA REAL,MONDIM DE BASTO,936,6946,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ALPIARÇA,949,7059,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,GOLEGÃ,955,5339,2021-02-01T00:00:00
PT,Norte,PORTO,MAIA,961,138971,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ABRANTES,965,35130,2021-02-01T00:00:00
PT,Centro,AVEIRO,VAGOS,972,22740,2021-02-01T00:00:00
PT,Alentejo,BEJA,FERREIRA DO ALENTEJO,994,7845,2021-02-01T00:00:00
PT,Norte,PORTO,MATOSINHOS,995,175357,2021-02-01T00:00:00
PT,Centro,COIMBRA,FIGUEIRA DA FOZ,1009,58747,2021-02-01T00:00:00
PT,Alentejo,BEJA,ALVITO,1009,2477,2021-02-01T00:00:00
PT,Centro,VISEU,MORTÁGUA,1011,8803,2021-02-01T00:00:00
PT,Norte,BRAGANÇA,MACEDO DE CAVALEIROS,1020,14516,2021-02-01T00:00:00
PT,Norte,AVEIRO,CASTELO DE PAIVA,1029,15454,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,PORTALEGRE,1037,22172,2021-02-01T00:00:00
PT,Norte,PORTO,PENAFIEL,1055,69772,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,CRATO,1055,3129,2021-02-01T00:00:00
PT,Norte,PORTO,VILA NOVA DE GAIA,1059,300472,2021-02-01T00:00:00
PT,Norte,VISEU,TABUAÇO,1061,6033,2021-02-01T00:00:00
PT,Norte,VILA REAL,SABROSA,1065,5918,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CONSTÂNCIA,1067,4030,2021-02-01T00:00:00
PT,Algarve,FARO,OLHÃO,1085,44405,2021-02-01T00:00:00
PT,Norte,VILA REAL,VILA POUCA DE AGUIAR,1087,11961,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CARTAXO,1090,23843,2021-02-01T00:00:00
PT,Norte,VISEU,CINFÃES,1091,18244,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,BOMBARRAL,1091,12558,2021-02-01T00:00:00
PT,Norte,VILA REAL,CHAVES,1103,39343,2021-02-01T00:00:00
PT,Centro,COIMBRA,SOURE,1104,17120,2021-02-01T00:00:00
PT,Norte,VILA REAL,SANTA MARTA DE PENAGUIÃO,1106,6599,2021-02-01T00:00:00
PT,Norte,PORTO,VALONGO,1109,97444,2021-02-01T00:00:00
PT,Norte,PORTO,PORTO,1121,216606,2021-02-01T00:00:00
PT,Centro,AVEIRO,MURTOSA,1129,10279,2021-02-01T00:00:00
PT,Centro,AVEIRO,ALBERGARIA-A-VELHA,1139,24144,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,SARDOAL,1149,3741,2021-02-01T00:00:00
PT,Centro,AVEIRO,ÍLHAVO,1152,38699,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,ENTRONCAMENTO,1160,21558,2021-02-01T00:00:00
PT,Norte,BRAGA,AMARES,1164,18129,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,MAÇÃO,1165,6267,2021-02-01T00:00:00
PT,Norte,BRAGA,VIZELA,1168,23897,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,CALDAS DA RAINHA,1173,51912,2021-02-01T00:00:00
PT,Alentejo,BEJA,MÉRTOLA,1189,6142,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CHAMUSCA,1196,9197,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,MONTIJO,1198,57614,2021-02-01T00:00:00
PT,Alentejo,ÉVORA,VENDAS NOVAS,1199,11255,2021-02-01T00:00:00
PT,Norte,PORTO,FELGUEIRAS,1205,56422,2021-02-01T00:00:00
PT,Alentejo,ÉVORA,PORTEL,1218,5828,2021-02-01T00:00:00
PT,Centro,LEIRIA,CASTANHEIRA DE PÊRA,1224,2614,2021-02-01T00:00:00
PT,Centro,AVEIRO,OLIVEIRA DO BAIRRO,1227,24277,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,ALTER DO CHÃO,1232,3165,2021-02-01T00:00:00
PT,Norte,BRAGANÇA,FREIXO DE ESPADA À CINTA,1243,3298,2021-02-01T00:00:00
PT,Centro,VISEU,SANTA COMBA DÃO,1244,10452,2021-02-01T00:00:00
PT,Centro,AVEIRO,AVEIRO,1252,78734,2021-02-01T00:00:00
PT,Norte,AVEIRO,AROUCA,1269,20720,2021-02-01T00:00:00
PT,Alentejo,BEJA,OURIQUE,1281,4607,2021-02-01T00:00:00
PT,Centro,GUARDA,SABUGAL,1285,10585,2021-02-01T00:00:00
PT,Norte,PORTO,GONDOMAR,1287,165985,2021-02-01T00:00:00
PT,Centro,COIMBRA,LOUSÃ,1288,17158,2021-02-01T00:00:00
PT,Norte,BRAGA,TERRAS DE BOURO,1289,6361,2021-02-01T00:00:00
PT,Norte,BRAGA,CABECEIRAS DE BASTO,1293,15628,2021-02-01T00:00:00
PT,Centro,LEIRIA,LEIRIA,1300,125267,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,LOURINHÃ,1303,25855,2021-02-01T00:00:00
PT,Centro,CASTELO BRANCO,BELMONTE,1313,6398,2021-02-01T00:00:00
PT,Algarve,FARO,ALBUFEIRA,1315,41528,2021-02-01T00:00:00
PT,Norte,VILA REAL,VILA REAL,1319,49962,2021-02-01T00:00:00
PT,Norte,VISEU,RESENDE,1322,10137,2021-02-01T00:00:00
PT,Norte,PORTO,SANTO TIRSO,1325,68055,2021-02-01T00:00:00
PT,Norte,PORTO,AMARANTE,1327,53193,2021-02-01T00:00:00
PT,Alentejo,ÉVORA,ÉVORA,1339,52428,2021-02-01T00:00:00
PT,Norte,BRAGA,BRAGA,1350,182679,2021-02-01T00:00:00
PT,Norte,BRAGA,FAFE,1361,48060,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,MARVÃO,1364,3005,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,ELVAS,1383,20528,2021-02-01T00:00:00
PT,Algarve,FARO,TAVIRA,1398,24530,2021-02-01T00:00:00
PT,Norte,PORTO,TROFA,1411,38418,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,CORUCHE,1414,17471,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,ALCOCHETE,1415,19787,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,ALCOBAÇA,1419,53555,2021-02-01T00:00:00
PT,Norte,VILA REAL,PESO DA RÉGUA,1420,15773,2021-02-01T00:00:00
PT,Norte,AVEIRO,ESPINHO,1430,29516,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,CASCAIS,1440,213608,2021-02-01T00:00:00
PT,Algarve,FARO,FARO,1462,61015,2021-02-01T00:00:00
PT,Centro,AVEIRO,ANADIA,1467,27258,2021-02-01T00:00:00
PT,Centro,GUARDA,GOUVEIA,1469,12387,2021-02-01T00:00:00
PT,Centro,COIMBRA,VILA NOVA DE POIARES,1470,6939,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,MONFORTE,1479,2975,2021-02-01T00:00:00
PT,Norte,BRAGANÇA,BRAGANÇA,1482,33607,2021-02-01T00:00:00
PT,Norte,VILA REAL,MONTALEGRE,1489,8997,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,ALENQUER,1489,44052,2021-02-01T00:00:00
PT,Norte,VILA REAL,VALPAÇOS,1491,14818,2021-02-01T00:00:00
PT,Centro,GUARDA,CELORICO DA BEIRA,1501,6928,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,ÓBIDOS,1502,11850,2021-02-01T00:00:00
PT,Alentejo,PORTALEGRE,FRONTEIRA,1513,2974,2021-02-01T00:00:00
PT,Centro,AVEIRO,ESTARREJA,1519,26006,2021-02-01T00:00:00
PT,Centro,GUARDA,SEIA,1520,22234,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,SANTARÉM,1522,57421,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LISBOA,AZAMBUJA,1528,22716,2021-02-01T00:00:00
PT,Centro,VISEU,CARREGAL DO SAL,1532,9271,2021-02-01T00:00:00
PT,Norte,AVEIRO,OLIVEIRA DE AZEMÉIS,1533,66011,2021-02-01T00:00:00
PT,Centro,LEIRIA,BATALHA,1541,15963,2021-02-01T00:00:00
PT,Norte,VIANA DO CASTELO,MONÇÃO,1556,17869,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SANTARÉM,TORRES NOVAS,1560,34933,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,LEIRIA,PENICHE,1566,26501,2021-02-01T00:00:00
PT,Norte,VIANA DO CASTELO,VIANA DO CASTELO,1567,84417,2021-02-01T00:00:00
PT,Alentejo,SETÚBAL,GRÂNDOLA,1578,14639,2021-02-01T00:00:00
PT,Norte,PORTO,BAIÃO,1579,18748,2021-02-01T00:00:00
PT,Centro,COIMBRA,CANTANHEDE,1585,35011,2021-02-01T00:00:00
PT,Algarve,FARO,LOULÉ,1590,68697,2021-02-01T00:00:00
PT,Centro,COIMBRA,MONTEMOR-O-VELHO,1594,25224,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,MOITA,1607,64407,2021-02-01T00:00:00
PT,Alentejo,ÉVORA,VILA VIÇOSA,1607,7656,2021-02-01T00:00:00
PT,Norte,AVEIRO,SÃO JOÃO DA MADEIRA,1608,21958,2021-02-01T00:00:00
PT,Norte,BRAGA,GUIMARÃES,1650,152309,2021-02-01T00:00:00
PT,Alentejo,BEJA,BARRANCOS,1652,1634,2021-02-01T00:00:00
PT,Norte,AVEIRO,SANTA MARIA DA FEIRA,1654,138636,2021-02-01T00:00:00
PT,Lisboa e Vale do Tejo,SETÚBAL,BARREIRO,1654,75147,2021-02-01T00:00:00
