country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,165972,5.38,3849,4031,1155,17738,2021-04-11T00:00:00
PL,pomorskie,176812,5.3,3638,5893,1319,21661,2021-04-11T00:00:00
PL,łódzkie,77283,6.84,2182,6253,1802,25328,2021-04-11T00:00:00
PL,dolnośląskie,98986,6.29,1839,6243,1901,35438,2021-04-11T00:00:00
PL,małopolskie,91395,5.48,1895,7710,1962,34394,2021-04-11T00:00:00
PL,wielkopolskie,253523,7.33,5726,8680,2646,44069,2021-04-11T00:00:00
PL,mazowieckie,357465,5.79,7560,12324,3330,62850,2021-04-11T00:00:00
PL,podlaskie,63993,2.97,1797,1683,368,6887,2021-04-11T00:00:00
PL,śląskie,166637,7.75,3381,11128,3688,58074,2021-04-11T00:00:00
PL,warmińsko-mazurskie,65883,2.88,1538,2311,425,9669,2021-04-11T00:00:00
PL,świętokrzyskie,30160,3.86,963,2135,512,11329,2021-04-11T00:00:00
PL,lubuskie,67211,5.09,1587,2283,554,10029,2021-04-11T00:00:00
PL,opolskie,61106,6.44,1680,2840,648,8850,2021-04-11T00:00:00
PL,lubelskie,112363,3.14,3758,3556,696,14945,2021-04-11T00:00:00
PL,zachodniopomorskie,115931,4.14,2288,3490,760,13635,2021-04-11T00:00:00
PL,podkarpackie,116978,3.52,3500,3749,798,18970,2021-04-11T00:00:00
