country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,mazowieckie,159191,1.93,3474,3946,1141,23612,2021-01-02T00:00:00
PL,lubuskie,31597,1.12,685,582,124,5032,2021-01-02T00:00:00
PL,podlaskie,34606,1.47,859,598,181,3708,2021-01-02T00:00:00
PL,opolskie,36900,1.86,1059,638,193,3213,2021-01-02T00:00:00
PL,podkarpackie,59852,1.02,1854,1110,245,3890,2021-01-02T00:00:00
PL,lubelskie,66376,1.33,1867,1185,315,6868,2021-01-02T00:00:00
PL,małopolskie,2942,0.82,143,1449,303,5540,2021-01-02T00:00:00
PL,warmińsko-mazurskie,6044,2.26,148,915,343,10656,2021-01-02T00:00:00
PL,dolnośląskie,4571,1.19,167,1436,377,9500,2021-01-02T00:00:00
PL,śląskie,6969,0.96,258,1874,483,12076,2021-01-02T00:00:00
PL,kujawsko-pomorskie,86225,2.28,1549,1586,605,14028,2021-01-02T00:00:00
PL,zachodniopomorskie,63430,3.18,1043,1529,629,12886,2021-01-02T00:00:00
PL,łódzkie,5850,2.47,166,2299,633,9983,2021-01-02T00:00:00
PL,pomorskie,83401,3.35,1582,2465,832,13966,2021-01-02T00:00:00
PL,wielkopolskie,133338,2.61,2979,3063,1001,16771,2021-01-02T00:00:00
PL,świętokrzyskie,1213,0.8,62,863,142,2261,2021-01-02T00:00:00
