country,nuts_2,cases,deaths,datetime
PL,mazowieckie,10595,427,2020-09-16T00:00:00
PL,warmińsko-mazurskie,1111,9,2020-09-16T00:00:00
PL,zachodniopomorskie,1286,30,2020-09-16T00:00:00
PL,podlaskie,1509,37,2020-09-16T00:00:00
PL,świętokrzyskie,1680,53,2020-09-16T00:00:00
PL,kujawsko-pomorskie,1688,57,2020-09-16T00:00:00
PL,opolskie,1870,71,2020-09-16T00:00:00
PL,lubelskie,1922,31,2020-09-16T00:00:00
PL,śląskie,21348,517,2020-09-16T00:00:00
PL,podkarpackie,3013,104,2020-09-16T00:00:00
PL,pomorskie,3221,52,2020-09-16T00:00:00
PL,dolnośląskie,4488,172,2020-09-16T00:00:00
PL,łódzkie,5702,250,2020-09-16T00:00:00
PL,wielkopolskie,6424,245,2020-09-16T00:00:00
PL,lubuskie,800,17,2020-09-16T00:00:00
PL,małopolskie,9077,165,2020-09-16T00:00:00
