country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,128603,0.58,4553,2602,142,6330,2021-09-18T00:00:00
PL,mazowieckie,399266,0.25,9476,6271,155,26407,2021-09-18T00:00:00
PL,świętokrzyskie,2320,0.12,375,1078,16,1537,2021-09-18T00:00:00
PL,opolskie,70357,0.17,2059,913,18,1833,2021-09-18T00:00:00
PL,kujawsko-pomorskie,181801,0.1,4800,1987,30,2586,2021-09-18T00:00:00
PL,warmińsko-mazurskie,2543,0.2,223,1517,31,1988,2021-09-18T00:00:00
PL,pomorskie,193520,0.16,4502,2488,39,4273,2021-09-18T00:00:00
PL,podlaskie,70790,0.35,2158,1165,47,2172,2021-09-18T00:00:00
PL,dolnośląskie,8156,0.15,598,2702,66,6525,2021-09-18T00:00:00
PL,wielkopolskie,286870,0.12,7391,2759,53,6017,2021-09-18T00:00:00
PL,podkarpackie,127803,0.24,4477,2410,56,2406,2021-09-18T00:00:00
PL,śląskie,11199,0.12,1288,4555,59,5370,2021-09-18T00:00:00
PL,łódzkie,7074,0.22,534,2830,60,6355,2021-09-18T00:00:00
PL,małopolskie,7387,0.17,619,3369,61,4439,2021-09-18T00:00:00
PL,zachodniopomorskie,131006,0.36,2944,1913,69,3552,2021-09-18T00:00:00
PL,lubuskie,74339,0.07,2059,942,8,2362,2021-09-18T00:00:00
