country,nuts_2,cases,deaths,datetime
PL,lubelskie,12689,199,2020-10-28T00:00:00
PL,dolnośląskie,15865,294,2020-10-28T00:00:00
PL,kujawsko-pomorskie,16896,163,2020-10-28T00:00:00
PL,pomorskie,17209,248,2020-10-28T00:00:00
PL,podkarpackie,17598,360,2020-10-28T00:00:00
PL,łódzkie,22437,392,2020-10-28T00:00:00
PL,wielkopolskie,27536,544,2020-10-28T00:00:00
PL,małopolskie,37690,513,2020-10-28T00:00:00
PL,śląskie,41725,839,2020-10-28T00:00:00
PL,mazowieckie,43119,649,2020-10-28T00:00:00
PL,lubuskie,5696,50,2020-10-28T00:00:00
PL,podlaskie,6897,103,2020-10-28T00:00:00
PL,warmińsko-mazurskie,6897,87,2020-10-28T00:00:00
PL,opolskie,8757,179,2020-10-28T00:00:00
PL,zachodniopomorskie,8824,73,2020-10-28T00:00:00
PL,świętokrzyskie,9214,158,2020-10-28T00:00:00
