country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,mazowieckie,380621,2.28,8377,9951,1417,33745,2021-04-24T00:00:00
PL,śląskie,194475,3.45,4492,8448,1725,34843,2021-04-24T00:00:00
PL,podlaskie,67341,1.46,1946,1500,189,4676,2021-04-24T00:00:00
PL,warmińsko-mazurskie,70321,1.43,1690,1850,225,5820,2021-04-24T00:00:00
PL,lubuskie,71299,2.24,1803,2009,254,6003,2021-04-24T00:00:00
PL,podkarpackie,123384,1.39,3962,3317,345,10112,2021-04-24T00:00:00
PL,świętokrzyskie,35489,2.66,1196,2313,366,7504,2021-04-24T00:00:00
PL,opolskie,65722,3.48,1826,1724,362,6287,2021-04-24T00:00:00
PL,zachodniopomorskie,123384,2.39,2512,2885,463,9771,2021-04-24T00:00:00
PL,pomorskie,185561,1.77,4002,3889,446,12180,2021-04-24T00:00:00
PL,lubelskie,120219,2.02,4071,3063,462,11169,2021-04-24T00:00:00
PL,kujawsko-pomorskie,174780,2.14,4268,3303,481,11485,2021-04-24T00:00:00
PL,łódzkie,89874,2.83,2650,5343,776,16632,2021-04-24T00:00:00
PL,małopolskie,106389,2.31,2479,5092,889,21232,2021-04-24T00:00:00
PL,dolnośląskie,116049,3.16,2282,5058,1011,22403,2021-04-24T00:00:00
PL,wielkopolskie,271841,2.75,6421,5839,1052,27429,2021-04-24T00:00:00
