country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,4252,0.59,412,741,85,3155,2021-11-01T00:00:00
PL,warmińsko-mazurskie,6843,1.03,274,832,164,14150,2021-11-01T00:00:00
PL,małopolskie,13799,0.8,710,2120,299,11203,2021-11-01T00:00:00
PL,łódzkie,13873,1.17,640,1902,312,16508,2021-11-01T00:00:00
PL,dolnośląskie,14093,0.95,647,1546,297,13433,2021-11-01T00:00:00
PL,śląskie,17943,0.64,1397,2721,327,14074,2021-11-01T00:00:00
PL,opolskie,72125,0.59,2092,515,72,4232,2021-11-01T00:00:00
PL,lubuskie,76115,0.56,2070,584,65,5076,2021-11-01T00:00:00
PL,podlaskie,81933,2.69,2274,1093,348,20041,2021-11-01T00:00:00
PL,podkarpackie,133946,0.99,4571,1656,254,11197,2021-11-01T00:00:00
PL,zachodniopomorskie,137860,2.03,2992,1627,393,15426,2021-11-01T00:00:00
PL,lubelskie,153322,3.13,4885,2181,716,33615,2021-11-01T00:00:00
PL,kujawsko-pomorskie,186198,0.88,4874,1240,202,10595,2021-11-01T00:00:00
PL,pomorskie,199324,1.16,4536,1890,296,15876,2021-11-01T00:00:00
PL,wielkopolskie,292525,0.64,7466,1715,241,16658,2021-11-01T00:00:00
PL,mazowieckie,424430,2.13,9666,5332,1285,62013,2021-11-01T00:00:00
