country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podkarpackie,126260,0.05,4366,1755,14,2076,2021-05-24T00:00:00
PL,warmińsko-mazurskie,1602,0.09,134,871,14,1740,2021-05-24T00:00:00
PL,opolskie,69488,0.15,2001,793,20,2392,2021-05-24T00:00:00
PL,świętokrzyskie,1550,0.12,228,953,21,1673,2021-05-24T00:00:00
PL,lubelskie,126004,0.12,4383,1132,29,4189,2021-05-24T00:00:00
PL,kujawsko-pomorskie,180557,0.13,4688,1117,29,2908,2021-05-24T00:00:00
PL,pomorskie,191845,0.12,4392,2368,30,4758,2021-05-24T00:00:00
PL,zachodniopomorskie,129270,0.2,2831,1390,39,3968,2021-05-24T00:00:00
PL,małopolskie,4559,0.14,397,3215,53,5387,2021-05-24T00:00:00
PL,łódzkie,4870,0.2,338,2134,67,6683,2021-05-24T00:00:00
PL,dolnośląskie,5806,0.18,396,2238,58,6709,2021-05-24T00:00:00
PL,wielkopolskie,284196,0.16,7161,2193,64,8560,2021-05-24T00:00:00
PL,śląskie,8225,0.17,917,3862,92,7350,2021-05-24T00:00:00
PL,mazowieckie,395040,0.15,9193,6273,111,17859,2021-05-24T00:00:00
PL,lubuskie,73798,0.09,1999,688,10,1817,2021-05-24T00:00:00
PL,podlaskie,69551,0.08,2097,626,13,1574,2021-05-24T00:00:00
