country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,pomorskie,193342,0.06,4498,1420,16,3708,2021-09-13T00:00:00
PL,śląskie,10996,0.04,1286,2513,20,4720,2021-09-13T00:00:00
PL,wielkopolskie,286690,0.05,7389,1350,19,5621,2021-09-13T00:00:00
PL,dolnośląskie,7926,0.06,596,1297,19,5491,2021-09-13T00:00:00
PL,podkarpackie,127553,0.08,4472,1477,21,1840,2021-09-13T00:00:00
PL,kujawsko-pomorskie,181703,0.09,4798,896,20,2104,2021-09-13T00:00:00
PL,świętokrzyskie,2266,0.02,369,724,2,1096,2021-09-13T00:00:00
PL,łódzkie,6841,0.09,527,1361,26,5348,2021-09-13T00:00:00
PL,małopolskie,7096,0.06,613,2210,25,3756,2021-09-13T00:00:00
PL,zachodniopomorskie,130774,0.12,2942,959,27,2830,2021-09-13T00:00:00
PL,lubuskie,74289,0.03,2058,439,3,1874,2021-09-13T00:00:00
PL,mazowieckie,398759,0.06,9471,3074,36,22170,2021-09-13T00:00:00
PL,lubelskie,128056,0.18,4541,1119,46,3943,2021-09-13T00:00:00
PL,opolskie,70291,0.06,2058,460,8,1565,2021-09-13T00:00:00
PL,podlaskie,70607,0.07,2156,552,9,1818,2021-09-13T00:00:00
PL,warmińsko-mazurskie,2426,0.06,221,593,9,1255,2021-09-13T00:00:00
