country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,43177,1.1,1325,1302,119,2566,2021-02-24T00:00:00
PL,pomorskie,116588,4.74,2686,3987,1168,15915,2021-02-24T00:00:00
PL,śląskie,35812,3.39,1390,6841,1618,12838,2021-02-24T00:00:00
PL,mazowieckie,210391,3.61,5419,8800,2105,33090,2021-02-24T00:00:00
PL,świętokrzyskie,7314,1.92,398,1972,270,2562,2021-02-24T00:00:00
PL,lubuskie,42115,3.42,1123,1771,377,5200,2021-02-24T00:00:00
PL,zachodniopomorskie,85808,2.43,1805,2615,456,7380,2021-02-24T00:00:00
PL,podlaskie,46173,3.82,1308,1793,481,4982,2021-02-24T00:00:00
PL,lubelskie,82052,2.14,2869,2944,484,7226,2021-02-24T00:00:00
PL,łódzkie,24815,2.61,1257,4038,685,8088,2021-02-24T00:00:00
PL,dolnośląskie,23822,2.21,860,4225,698,8939,2021-02-24T00:00:00
PL,podkarpackie,73279,3.09,2397,3053,706,8532,2021-02-24T00:00:00
PL,małopolskie,18803,2.1,797,4098,759,8855,2021-02-24T00:00:00
PL,kujawsko-pomorskie,116648,3.58,2756,3623,781,10149,2021-02-24T00:00:00
PL,wielkopolskie,165651,2.75,4385,4803,1027,12774,2021-02-24T00:00:00
PL,warmińsko-mazurskie,30277,6.83,853,2834,1007,12064,2021-02-24T00:00:00
