country,nuts_2,cases,deaths,datetime
PL,małopolskie,1150,40,2020-05-20T00:00:00
PL,łódzkie,1273,51,2020-05-20T00:00:00
PL,warmińsko-mazurskie,175,1,2020-05-20T00:00:00
PL,wielkopolskie,1899,141,2020-05-20T00:00:00
PL,dolnośląskie,2276,94,2020-05-20T00:00:00
PL,mazowieckie,3082,242,2020-05-20T00:00:00
PL,świętokrzyskie,357,20,2020-05-20T00:00:00
PL,podkarpackie,374,34,2020-05-20T00:00:00
PL,podlaskie,405,9,2020-05-20T00:00:00
PL,lubelskie,411,14,2020-05-20T00:00:00
PL,zachodniopomorskie,503,18,2020-05-20T00:00:00
PL,pomorskie,508,29,2020-05-20T00:00:00
PL,opolskie,568,43,2020-05-20T00:00:00
PL,kujawsko-pomorskie,584,44,2020-05-20T00:00:00
PL,śląskie,6082,182,2020-05-20T00:00:00
PL,lubuskie,92,0,2020-05-20T00:00:00
