country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1169,28,2020-09-05T00:00:00
PL,podlaskie,1345,32,2020-09-05T00:00:00
PL,kujawsko-pomorskie,1441,54,2020-09-05T00:00:00
PL,świętokrzyskie,1520,52,2020-09-05T00:00:00
PL,opolskie,1678,64,2020-09-05T00:00:00
PL,lubelskie,1701,26,2020-09-05T00:00:00
PL,śląskie,20783,497,2020-09-05T00:00:00
PL,podkarpackie,2689,89,2020-09-05T00:00:00
PL,pomorskie,2747,49,2020-09-05T00:00:00
PL,dolnośląskie,4181,168,2020-09-05T00:00:00
PL,łódzkie,5482,239,2020-09-05T00:00:00
PL,wielkopolskie,5982,229,2020-09-05T00:00:00
PL,lubuskie,749,15,2020-09-05T00:00:00
PL,małopolskie,8078,149,2020-09-05T00:00:00
PL,warmińsko-mazurskie,968,9,2020-09-05T00:00:00
PL,mazowieckie,9874,413,2020-09-05T00:00:00
