country,nuts_2,cases,deaths,datetime
PL,mazowieckie,105528,1715,2020-11-22T00:00:00
PL,śląskie,117899,1878,2020-11-22T00:00:00
PL,lubuskie,18701,280,2020-11-22T00:00:00
PL,podlaskie,23151,387,2020-11-22T00:00:00
PL,opolskie,25443,521,2020-11-22T00:00:00
PL,warmińsko-mazurskie,25803,347,2020-11-22T00:00:00
PL,świętokrzyskie,27189,493,2020-11-22T00:00:00
PL,zachodniopomorskie,31379,358,2020-11-22T00:00:00
PL,lubelskie,44086,821,2020-11-22T00:00:00
PL,podkarpackie,47066,1028,2020-11-22T00:00:00
PL,pomorskie,48724,683,2020-11-22T00:00:00
PL,kujawsko-pomorskie,48744,510,2020-11-22T00:00:00
PL,łódzkie,58508,738,2020-11-22T00:00:00
PL,dolnośląskie,62231,931,2020-11-22T00:00:00
PL,wielkopolskie,86940,1300,2020-11-22T00:00:00
PL,małopolskie,89939,1628,2020-11-22T00:00:00
