country,nuts_2,cases,deaths,datetime
PL,podlaskie,13,,2020-03-26T00:00:00
PL,świętokrzyskie,15,1.0,2020-03-26T00:00:00
PL,opolskie,26,,2020-03-26T00:00:00
PL,pomorskie,28,,2020-03-26T00:00:00
PL,lubuskie,30,,2020-03-26T00:00:00
PL,kujawsko-pomorskie,31,,2020-03-26T00:00:00
PL,zachodniopomorskie,33,1.0,2020-03-26T00:00:00
PL,warmińsko-mazurskie,39,,2020-03-26T00:00:00
PL,podkarpackie,53,1.0,2020-03-26T00:00:00
PL,małopolskie,69,,2020-03-26T00:00:00
PL,wielkopolskie,69,2.0,2020-03-26T00:00:00
PL,lubelskie,74,2.0,2020-03-26T00:00:00
PL,śląskie,127,2.0,2020-03-26T00:00:00
PL,łódzkie,158,,2020-03-26T00:00:00
PL,dolnośląskie,165,4.0,2020-03-26T00:00:00
PL,mazowieckie,291,3.0,2020-03-26T00:00:00
