country,nuts_2,cases,deaths,datetime
PL,podlaskie,10853,159,2020-11-04T00:00:00
PL,warmińsko-mazurskie,11061,130,2020-11-04T00:00:00
PL,opolskie,12165,237,2020-11-04T00:00:00
PL,świętokrzyskie,13125,253,2020-11-04T00:00:00
PL,zachodniopomorskie,13260,115,2020-11-04T00:00:00
PL,lubelskie,23047,310,2020-11-04T00:00:00
PL,dolnośląskie,24499,411,2020-11-04T00:00:00
PL,pomorskie,25079,343,2020-11-04T00:00:00
PL,podkarpackie,26081,497,2020-11-04T00:00:00
PL,kujawsko-pomorskie,26807,199,2020-11-04T00:00:00
PL,łódzkie,33211,448,2020-11-04T00:00:00
PL,wielkopolskie,43745,667,2020-11-04T00:00:00
PL,małopolskie,50815,749,2020-11-04T00:00:00
PL,śląskie,55181,1021,2020-11-04T00:00:00
PL,mazowieckie,62282,841,2020-11-04T00:00:00
PL,lubuskie,8325,95,2020-11-04T00:00:00
