country,nuts_2,cases,deaths,datetime
PL,lubuskie,1018,19,2020-09-30T00:00:00
PL,małopolskie,11216,195,2020-09-30T00:00:00
PL,mazowieckie,12740,448,2020-09-30T00:00:00
PL,warmińsko-mazurskie,1643,16,2020-09-30T00:00:00
PL,zachodniopomorskie,1811,34,2020-09-30T00:00:00
PL,podlaskie,2054,46,2020-09-30T00:00:00
PL,świętokrzyskie,2118,56,2020-09-30T00:00:00
PL,śląskie,22619,554,2020-09-30T00:00:00
PL,opolskie,2361,80,2020-09-30T00:00:00
PL,kujawsko-pomorskie,2685,72,2020-09-30T00:00:00
PL,lubelskie,2688,40,2020-09-30T00:00:00
PL,podkarpackie,3885,131,2020-09-30T00:00:00
PL,pomorskie,4950,82,2020-09-30T00:00:00
PL,dolnośląskie,5163,180,2020-09-30T00:00:00
PL,łódzkie,6751,277,2020-09-30T00:00:00
PL,wielkopolskie,7812,283,2020-09-30T00:00:00
