country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1009,25,2020-08-19T00:00:00
PL,kujawsko-pomorskie,1050,51,2020-08-19T00:00:00
PL,podlaskie,1165,27,2020-08-19T00:00:00
PL,świętokrzyskie,1194,48,2020-08-19T00:00:00
PL,lubelskie,1315,24,2020-08-19T00:00:00
PL,opolskie,1468,60,2020-08-19T00:00:00
PL,pomorskie,1737,41,2020-08-19T00:00:00
PL,śląskie,19119,449,2020-08-19T00:00:00
PL,podkarpackie,1950,76,2020-08-19T00:00:00
PL,dolnośląskie,3752,160,2020-08-19T00:00:00
PL,łódzkie,4722,224,2020-08-19T00:00:00
PL,wielkopolskie,4858,216,2020-08-19T00:00:00
PL,małopolskie,5838,102,2020-08-19T00:00:00
PL,lubuskie,611,12,2020-08-19T00:00:00
PL,warmińsko-mazurskie,652,4,2020-08-19T00:00:00
PL,mazowieckie,8171,394,2020-08-19T00:00:00
